stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
COMPANY STOCK,PLTNECREGREG-2,PLTNECREGREG-2-1,"95.00,WHITE",SNEC8459,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,35.9,34.46,32.737,0,,0,0,0,0,1000,10
,,,,,,FG-BHSHW,,,,0,0,0,0,3200,PT95WHITE,0,34.46,0,120610,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,398,7.2,50000,302400,0,
COMPANY STOCK,PLTNECREGREG-1,PLTNECREGREG-1-1,"95.00,WHITE",SNEC9233,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,27.75,25.958,24.6601,0,,0,0,0,0,1000,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,1,5.4,350,2759.4,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,3200,PT95WHITE,0,25.958,0,90853,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,424,3.56,50000,149520,0,
COMPANY STOCK,PLTPNDREGREG-7,PLTPNDREGREG-7-1,"95.00,WHITE",SPND7444,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,4.21,4.1,3.895,0,,0,0,0,0,1000,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,83,0.55,50000,23100,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,3200,PT95WHITE,0,4.1,0,14350,0,
COMPANY STOCK,PLTRNGREGREG-7,PLTRNGREGREG-7-1,"95.00,WHITE",SRNG9521,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,3.64,3.634,3.4523,0,,0,0,0,0,1000,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,1,0.03,50000,1260,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,3200,PT95WHITE,0,3.634,0,12719,0,
COMPANY STOCK,PLTRNGREGREG-5,PLTRNGREGREG-5-1,"95.00,WHITE",SRNG8752,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,5.7,5.7,5.415,0,,0,0,0,0,1000,10
,,,,,,FG-BHSHW,,,,0,0,0,0,3200,PT95WHITE,0,5.7,0,19950,0,
COMPANY STOCK,PLTRNGREGREG-21,PLTRNGREGREG-21-1,"95.00,WHITE",SRNG10499,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,BIMAL,,1,5.06,5.06,4.807,0,,0,0,0,0,1000,10
,,,,,,FG-BHSHW,,,,0,0,0,0,3200,PT95WHITE,0,5.06,0,17710,0,
COMPANY STOCK,PLTPNDREGREG-4,PLTPNDREGREG-4-1,"95.00,WHITE",SPND9980,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,2.43,2.4,2.28,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,2.4,0,8400,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,13,0.15,50000,6300,0,
COMPANY STOCK,PLTPNDREGREG-3,PLTPNDREGREG-3-1,"95.00,WHITE",SPND9644,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE,,1,1.35,1.336,1.2692,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,12,0.07,59500,2520,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,1.336,0,4676,0,
COMPANY STOCK,PLTPNDREGREG-5,PLTPNDREGREG-5-1,"95.00,WHITE",SPND9854,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,4.36,4.284,4.0698,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,37,0.38,50000,15960,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,4.284,0,14994,0,
COMPANY STOCK,PLTPNDREGREG-6,PLTPNDREGREG-6-1,"95.00,WHITE",SPND9855,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,1.54,1.478,1.4041,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEF0.180 TO 0.220(V),1,0.2,95000,18193.6,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,15,0.11,50000,4620,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,1.478,0,5173,0,
COMPANY STOCK,PLTPNDREGREG-8,PLTPNDREGREG-8-1,"95.00,WHITE",SPND7552,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,4.47,4.47,4.2465,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,4.47,0,15645,0,
COMPANY STOCK,PLTPNDREGREG-1,PLTPNDREGREG-1-1,"95.00,WHITE",SPND8787,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,2.43,2.356,2.2382,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,2.356,0,8246,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,9,0.37,50000,15540,0,
COMPANY STOCK,PLTPNDREGREG-13,PLTPNDREGREG-13-1,"95.00,WHITE",SPND12143,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,2.84,2.798,2.6581,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,2.798,0,9793,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,14,0.13,50000,5460,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEF0.075 TO 0.080(II),1,0.08,78000,4742.56,0,
COMPANY STOCK,PLTPNDREGREG-12,PLTPNDREGREG-12-1,"95.00,WHITE",SPND11294,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,1.61,1.594,1.5143,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,21,0.08,50000,3360,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,1.594,0,5579,0,
COMPANY STOCK,PLTPNDREGREG-2,PLTPNDREGREG-2-1,"95.00,WHITE",SPND9215,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,1.17,1.132,1.0754,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,1.132,0,3962,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,20,0.07,50000,2940,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEF0.085 TO 0.125(III),1,0.12,78000,7113.84,0,
COMPANY STOCK,PLTPNDREGREG-9,PLTPNDREGREG-9-1,"95.00,WHITE",SPND7600,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE,,1,15.76,15.56,14.782,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,15.56,0,54460,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,200,1,59500,36000,0,
COMPANY STOCK,PLTPNDREGREG-10,PLTPNDREGREG-10-1,"95.00,WHITE",SPND7448,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,9.3,9.142,8.6849,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,9.142,0,31997,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,159,0.79,50000,33180,0,
COMPANY STOCK,PLTPNDREGREG-11,PLTPNDREGREG-11-1,"95.00,WHITE",SPND8115,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,4.58,4.28,4.066,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,4.28,0,14980,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,95,1.5,50000,63000,0,
COMPANY STOCK,PLTRNGREGREG-16,PLTRNGREGREG-16-1,"95.00,WHITE",SRNG11328,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SHRENUJ,,1,9.58,9.58,9.101,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,9.58,0,33530,0,
COMPANY STOCK,PLTRNGREGREG-19,PLTRNGREGREG-19-1,"95.00,WHITE",SRNG11828,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,4.1,4.09,3.8855,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,1,0.05,50000,2100,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,4.09,0,14315,0,
COMPANY STOCK,PLTRNGREGREG-11,PLTRNGREGREG-11-1,"95.00,WHITE",SRNG7704,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,3.33,3.308,3.1426,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,3.308,0,11578,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,5,0.11,50000,4620,0,
COMPANY STOCK,PLTRNGREGREG-9,PLTRNGREGREG-9-1,"95.00,WHITE",SRNG9558,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,5.26,5.26,4.997,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,5.26,0,18410,0,
COMPANY STOCK,PLTRNGREGREG-1,PLTRNGREGREG-1-1,"95.00,WHITE",SRNG6359,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KAMA-SCHACHTER JEWELRY PVT LTD.,,1,4.17,4.17,3.9615,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,4.17,0,14595,0,
COMPANY STOCK,PLTRNGREGREG-18,PLTRNGREGREG-18-1,"95.00,WHITE",SRNG11500,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE,,1,4.04,3.952,3.7544,0,,0,0,0,0,1000,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDMIXEFMIX,39,0.44,59500,15840,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,PT95WHITE,0,3.952,0,13832,0,
COMPANY STOCK,OPNERNBALJBL-2964,OPNERNBALJBL-2964-1,"18,YELLOW",SERN40899,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Ramkrishna Ghosh (111) - JW,,1,4.55,4.452,3.38352,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,4.452,0,11791.5672,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,32,0.2,59500,11900,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVSEFMIX,6,0.29,59500,17255,0,
COMPANY STOCK,OPNERNFANREG-3449,OPNERNFANREG-3449-1,"18,YELLOW",SERN48391,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TARUN SUNIL PANDIT (124),,1,5.09,4.948,3.76048,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVSEFMIX,8,0.28,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,50,0.43,59500,0.43,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,4.948,0,11279.75467,0,
COMPANY STOCK,OPNERNREGFDI-3458,OPNERNREGFDI-3458-1,"18,ROSE",SERN48400,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TARUN SUNIL PANDIT (124),,1,6.03,5.852,4.44752,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,90,0.89,59500,0.89,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-ROSE,0,5.852,0,13340.56676,0,
COMPANY STOCK,OPNRNGLDSFDI-1355,OPNRNGLDSFDI-1355-1,"18,YELLOW",SRNG27323,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PMJ GEMS & JEWELLERS,,1,10.22,9.98,7.5848,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,9.98,0,29940,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,76,1.2,59500,71400,0,
COMPANY STOCK,REGREPREGREG-89,REGREPREGREG-89-1,"18,YELLOW",SREP46468,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE,,1,0.07,0.07,0.0532,0,,0,0,0,0,550,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,0.07,0,0,0,
COMPANY STOCK,OPNERNREGCDI-2279,OPNERNREGCDI-2279-1,"18,YELLOW",CERN24292,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,ASHOK DAS - JW,,1,17.82,14.904,11.32704,0,,0,0,0,0,550,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,14.904,0,37900.27584,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,2,3.3,1500,1815,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,2,2,1500,1100,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CSDMIXMIXEFMIX,56,1.45,2500,86275,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,PRLMIXMIXMIXMIX,2,7.4,250,1850,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,56,0.43,59500,25585,0,
COMPANY STOCK,CLSERNREGFDI-2376,CLSERNREGFDI-2376-1,"22,YELLOW",CERN25496,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,SU-GAN JEWELLERY (87)-JW,,1,8.5,8.28,7.6176,0,,0,0,0,0,500,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEF0.085 TO 0.125(III),2,0.24,78000,17280,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,8.28,0,29065.905,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,20,0.86,59500,51170,0,
COMPANY STOCK,CSTPNDREGGAN-1,CSTPNDREGREG-1-1,"22,YELLOW",SPND26440,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Sanjay Samanta,,1,5.1,5.1,4.692,0,,0,0,0,0,150,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,5.1,0,14122.91069,0,
COMPANY STOCK,REGMALREGREG-717,REGMALREGREG-717-1,"22,YELLOW",SMAL36540,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Kundan craft pvt. ltd. (Karigar),Kundan craft pvt. ltd. (Karigar),1,25.75,22.59,20.7828,0,,0,0,0,0,550,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,22.59,0,0,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,EMBMIXMIXGREENMIX,6,15.8,2500,0,0,
COMPANY STOCK,MALERNHNGREG-52,RESERNHNGMAL-52-1,"22,YELLOW",SERN51833,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,GOLD STRINGS,,1,34.12,15.39,14.1588,0,,0,0,0,0,250,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CORMIXMIXORANGEMIX,34,24.85,1500,7455,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,15.39,0,50787,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,66,68.8,350,8256,0,
COMPANY STOCK,MCNBNGS04REG-641,MCNBNGS04REG-641-1,"22,YELLOW",SBNG37563,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,DHANRAJ BANGLES,,1,48.07,48.07,44.2244,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,48.07,0,150646.573,0,
COMPANY STOCK,REGMSCREGREG-345,REGMSCREGREG-345-1,"18,YELLOW",SMSC51985,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,RINA KHAGENDRANATH KAPAT  (99),,1,2.77,1.51,1.1476,0,,0,0,0,0,650,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDFEF02.01 - 3 CT,2,0.02,59500,1190,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,6.28,1500,9420,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.51,0,4355.142,0,
COMPANY STOCK,ORDORDREGREG-1166,ORDORDREGREG-1166-1,"22,YELLOW",CORD45886,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Singar Santosh R,,1,8.28,7.24,6.6608,0,,0,0,0,0,150,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,7.24,0,20238.01706,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,BLBMIXMIXBLACKMIX,36,5.2,50,0.0052,0,
COMPANY STOCK,REGREPREGREG-126,REGREPREGREG-126-1,"22,YELLOW",SREP22919,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Sanjay Samanta,,1,0.72,0.72,0.6624,0,,0,0,0,0,150,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,0.72,0,2018.9952,0,
COMPANY STOCK,REGREPREGREG-17,REGREPREGREG-17-1,"18,YELLOW",SREP42953,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE,,1,1.72,1.5,1.14,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.5,0,3375,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,2,1.1,1500,0,0,
COMPANY STOCK,OPNNSPREGFDI-83,OPNNSPREGFDI-83-1,"18,YELLOW",CNSP24961,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,ASHOK DAS - JW,,1,1.7,1.664,1.26464,0,,0,0,0,0,1200,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,10,0.18,59500,10710,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.664,0,4231.48544,0,
COMPANY STOCK,OPNRNGLDSCDI-151,OPNRNGLDSCDI-151-1,"18,YELLOW",CRNG20984,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,PRASENJIT (3),,1,4.83,4.718,3.58568,0,,0,0,0,0,550,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEF01 CT,1,0.15,88000,8925,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,4.718,0,12496.0948,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,EMEMIXMIXMIXMIX,1,0.16,3500,560,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SAPMIXMIXBLUEMIX,1,0.25,3500,875,0,
COMPANY STOCK,OPNRNGLDSFDI-1856,OPNRNGLDSFDI-1856-1,"18,YELLOW",FRNG47309,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,INDIGO JEWELLERY (INDIA) MFG PRIVATE LIMITED,,1,2.42,2.276,1.72976,0,,0,0,0,0,750,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,SLTFMRVS1F0.50 to 0.69 (IX),1,0.55,315000,0.55,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVS1F0.000 TO 0.056(I),22,0.17,59500,10115,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,2.276,0,7510.8,0,
COMPANY STOCK,OPNERNSLTREG-1082,OPNERNSLTREG-1082-1,"18,YELLOW",FERN31899,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SUKUMAR MONDAL (14)-JW,,1,1.47,1.386,1.05336,0,,0,0,0,0,1200,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.386,0,4158,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAFMRNDVVSEF  0.18 TO 0.22(V),2,0.42,105000,33600,0,
COMPANY STOCK,ANCACSTKAREG-46,ANCACSTKAREG-46-1,"22,YELLOW",SACS36666,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,PRAKASH GOLD PALACE PVT LTD,PRAKASH GOLD PALACE PVT LTD,1,16.83,12.763,11.74196,0,,0,0,0,0,200,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,18,13.7,800,0,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,12.763,0,0,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,7,6.635,350,0,0,
COMPANY STOCK,FNIFNIREGREG-26,FNIFNIREGREG-26-1,"18,YELLOW",SFNI8500,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PMJ GEMS & JEWELLERS,,1,3.03,0.974,0.74024,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,1,10.28,350,1285,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,AG-18-YELLOW,0,0.974,0,2191.5,0,
COMPANY STOCK,FNIFNIREGREG-25,FNIFNIREGREG-25-1,"22,YELLOW",SFNI12111,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ROSENTIQUES FINE JEWELLERY,,1,0.015,0.001,0.00092,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFBELOW01CT,1,0.07,59500,2520,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,AG-22-YELLOW,0,0.001,0,2.76,0,
COMPANY STOCK,FCYCHNREGREG-88,FCYCHNREGREG-88-1,"22,YELLOW",SCHN15185,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SADHANA GOLD,,1,10.155,10.155,9.3426,0,,0,0,0,0,0,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,10.155,0,33511.5,0,
COMPANY STOCK,OPNPNDSHKFDI-1652,OPNPNDSHKFDI-1652-1,"18,ROSE",SPND35554,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,FABJEWELS PVT LTD,,1,1.8504,1.738,1.32088,0,,0,0,0,0,1200,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVS-VSFGMIX,64,0.295,54000,10313.99945,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVS-VSFG0.085 TO 0.125(III),3,0.267,68000,12282,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-ROSE,0,1.738,0,4040.8493,0,
COMPANY STOCK,OPNPNDSHKFDI-1659,OPNPNDSHKFDI-1659-1,"18,ROSE",SPND34038,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,FABJEWELS PVT LTD,,1,4.4298,4.272,3.24672,0,,0,0,0,0,1200,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVS-VSFG0.085 TO 0.125(III),2,0.212,68000,9752,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVS-VSFGMIX,62,0.302,54000,10872,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPRIVVS-VSFG0.13 TO 0.175(IV),2,0.275,64000,11687.5,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-ROSE,0,4.272,0,9932.39829,0,
COMPANY STOCK,ORDORDREGREG-1168,ORDORDREGREG-1168-1,"22,YELLOW",CORD45887,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Singar Santosh R,,1,8.09,7.05,6.486,0,,0,0,0,0,150,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,BLBMIXMIXBLACKMIX,36,5.2,50,0.00052,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,7.05,0,19706.90875,0,
COMPANY STOCK,VCLPNDREGREG-1208,VCLPNDREGREG-1208-1,"22,YELLOW",CPND47704,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Kundan craft pvt. ltd. (Karigar),,1,21.07,13.53,12.4476,0,,0,0,0,0,350,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,POLMIXMIXMIXMIX,1,0.15,22000,8925,0,
