stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
ANLMIXMIXMIXMIX,Artificial_Nail,,,,,200,300
BLBMIXMIXMIXMIX,Artificial_Nail,,,,,200,300
ARTMIXMIXMIXMIX,Artificial_Nail,,,,,200,300
ARTIFICIAL NAILMIXAMIXMIX,Artificial_Nail,,,,,200,300
BSRPRLRNDAWHITEMIX,Basara_Pearl,Round,,WHITE,,200000,300000
BSRPRLMIXMIXMIXMIX,Basara_Pearl,,,,,200000,300000
BEAMIXMIXMIXMIX,Beeds,,,,,150,225
BDSRNDAMIXMIX,Beeds,Round,,,,150,225
BDSBEAAPINKMIX,Beeds,,,PINK,,150,225
BLBMIXMIXBLACKMIX,Black_Beeds,,,BLACK,,150,225
BLCBDSRNDABLACKMIX,Black_Beeds,Round,,BLACK,,150,225
BLBMIXMIXBLACK0.000 TO 0.056 (I),Black_Beeds,,,BLACK,0.000 TO 0.056 (I),150,225
BKDMIXMIXMIXMIX,Black_Diamond_Stone,,,,,3000,4500
BKDMIXMIXBLACKMIX,Black_Diamond_Stone,,,BLACK,,3000,4500
BLKDIARNDABLACKMIX,Black_Diamond_Stone,Round,,BLACK,,3000,4500
DORMIXMIXMIXMIX,Black_Dori,,,,,1200,1800
BLUSHPMIXMIXBLUEMIX,Blue_Sapphire,,,BLUE,,5000,7500
BLUSHPMIXABLUEMIX,Blue_Sapphire,,,BLUE,,5000,7500
BLUSHPDRPMIXABLUEMIX,Blue_Sapphire,,,BLUE,,5000,7500
BLUSHPBDSMIXMIXBLUEMIX,Blue_Sapphire,,,BLUE,,5000,7500
SAPMIXMIXBLUE(4.5 X 3.0 X 2.1MM),Blue_Sapphire,,,BLUE,,5000,7500
SAPMIXMIXBLUE0.000 TO 0.056 (I),Blue_Sapphire,,,BLUE,0.000 TO 0.056 (I),5000,7500
SAPMIXMIXBLUE(6.0 X 4.0MM),Blue_Sapphire,,,BLUE,,5000,7500
SAPMIXMIXBLUE(7.0 X 5.0MM),Blue_Sapphire,,,BLUE,,5000,7500
SAPMIXMIXBLUE(5.0 X 3.0 X 2.1MM),Blue_Sapphire,,,BLUE,,5000,7500
BRMRDRPMIXAREDMIX,Burma_Ruby,,,RED,,5000,7500
BRMRUBMIXMIXREDMIX,Burma_Ruby,,,RED,,5000,7500
CATEYEMIXAMIXMIX,Cats_Eye,,,,,5000,7500
WCKRMIXAMIXMIX,Chakri,,,,,10000,15000
CRLMIXMIXORANGEMIX,Coral,,,ORANGE,,5000,7500
CORMIXMIXORANGEMIX,Coral,,,ORANGE,,5000,7500
CORMIXAORANGEMIX,Coral,,,ORANGE,,5000,7500
CRLMIXMIXMIXMIX,Coral,,,,,5000,7500
CORBDSMIXMIXORANGEMIX,Coral,,,ORANGE,,5000,7500
CLRMIXMIXMIXMIX,Coral,,,,,5000,7500
CRBMIXMIXORANGEMIX,Coral_Beeds,,,ORANGE,,5000,7500
CZSMIXMIXMIXMIX,Cubic_Zirconia,,,,,10,15
CZSRNDMIXMIXMIX,Cubic_Zirconia,Round,,,,10,15
DIAPEAVVSEF0.13 TO 0.175(IV),Diamond,Pear,VVS,EF,0.13 TO 0.175(IV),50000,75000
DIARNDVVSEFABOVE-40CT,Diamond,Round,VVS,EF,ABOVE-40CT,50000,75000
DIARNDVVSEF02.01-3CT,Diamond,Round,VVS,EF,02.01-3CT,50000,75000
DIAMAQVVS - VSEF03.01-4CT,Diamond,Marquise,VVS-VS,EF,03.01-4CT,50000,75000
DIAMAQVVS - VSEF0.085 TO 0.125 (III),Diamond,Marquise,VVS-VS,EF,0.085 TO 0.125 (III),50000,75000
DIARNDVVSEF01.01- 2 CT,Diamond,Round,VVS,EF,01.01- 2 CT,50000,75000
DIAMAQIF-VVS-VSEFBELOW01CT,Diamond,Marquise,IF-VVS-VS,EF,BELOW01CT,50000,75000
LBDMIXMIXEFMIX,Diamond,,,EF,,50000,75000
DIARNDVVSEF03.01-4CT,Diamond,Round,VVS,EF,03.01-4CT,50000,75000
DIAPRIVVSEF0.085 TO 0.125 (III),Diamond,Princess,VVS,EF,0.085 TO 0.125 (III),50000,75000
DIAMAQVVSEF0.085 TO 0.125 (III),Diamond,Marquise,VVS,EF,0.085 TO 0.125 (III),55000,82500
DIARNDVSEF01.01-2CT,Diamond,Round,VS,EF,01.01-2CT,55000,82500
DIAPRIVVSEF0.13 TO 0.175 (IV),Diamond,Princess,VVS,EF,0.13 TO 0.175 (IV),55000,82500
ROSMIXAEFMIX,Diamond,,,EF,,55000,82500
DIABAGVVS - VSEF01.01-2CT,Diamond,Baguette,VVS-VS,EF,01.01-2CT,55000,82500
POLMIXAEF-0.18,Diamond,,,EF,0.18,55000,82500
DIAFANVVSEF0.230 TO 0.290 (VL),Diamond,,VVS,EF,0.230 TO 0.290 (VL),55000,82500
DIAPEAVVSEFABOVE - 40 CT,Diamond,Pear,VVS,EF,ABOVE - 40 CT,55000,82500
DIAMAQVVSEF0.075 TO 0.08 (II),Diamond,Marquise,VVS,EF,0.075 TO 0.08 (II),55000,82500
DIARNDVVS - VSEF10.01-12CT,Diamond,Round,VVS-VS,EF,10.01-12CT,55000,82500
DIAPEAVVS - VSEF0.085 TO 0.125(III),Diamond,Pear,VVS-VS,EF,0.085 TO 0.125(III),55000,82500
DIAMAQVVSEFMIX,Diamond,Marquise,VVS,EF,,72000,108000
DIARNDVVSEFMIX,Diamond,Round,VVS,EF,,72000,108000
DIAPEAVVSEF0.18 TO 0.22 (V),Diamond,Pear,VVS,EF,0.18 TO 0.22 (V),72000,108000
DIARNDVVSEF06.01-7CT,Diamond,Round,VVS,EF,06.01-7CT,72000,108000
DIARNDVVSEF07.01-8CT,Diamond,Round,VVS,EF,07.01-8CT,72000,108000
DIAPEAVVSEFMIX,Diamond,Pear,VVS,EF,,72000,108000
DIAPEAMIXEF0.085 TO 0.125(III),Diamond,Pear,,EF,0.085 TO 0.125(III),72000,108000
DIARNDVVSEF02.01 - 3 CT,Diamond,Round,VVS,EF,02.01 - 3 CT,72000,108000
DIAPEAVVSEF0.075 TO 0.08 (II),Diamond,Pear,VVS,EF,0.075 TO 0.08 (II),72000,108000
DIAPEAMIXEF0.13 TO 0.175(IV),Diamond,Pear,,EF,0.13 TO 0.175(IV),72000,108000
DIARNDVVSEF0.075 TO 0.080(II),Diamond,Round,VVS,EF,0.075 TO 0.080(II),72000,108000
DIARNDVVSEF05.01 - 6 CT,Diamond,Round,VVS,EF,05.01 - 6 CT,72000,108000
DIAMIXVVSEF01.01-2CT,Diamond,,VVS,EF,01.01-2CT,72000,108000
DIAMAQVVS - VSEFBELOW01CT,Diamond,Marquise,VVS-VS,EF,BELOW01CT,72000,108000
DIAFANVVS - VSEF0.085 TO 0.125 (LLL),Diamond,,VVS-VS,EF,0.085 TO 0.125 (LLL),72000,108000
DIAMIXVVS - VSEF05.01-6CT,Diamond,,VVS-VS,EF,05.01-6CT,72000,108000
DIAPEAVS - SIEF0.30 TO 0.39(VII),Diamond,Pear,VS-SI,EF,0.30 TO 0.39(VII),72000,108000
DIARNDVVS - VSEF09.01-10CT,Diamond,Round,VVS-VS,EF,09.01-10CT,72000,108000
DIABAGVVS - VSEF0.075 TO 0.08 (II),Diamond,Baguette,VVS-VS,EF,0.075 TO 0.08 (II),72000,108000
DIAMAQVVS - VSEF0.13 TO 0.175 (IV),Diamond,Marquise,VVS-VS,EF,0.13 TO 0.175 (IV),72000,108000
DIAPRIVVSEF0.18 TO 0.22 (V),Diamond,Princess,VVS,EF,0.18 TO 0.22 (V),72000,108000
DIARNDVVSEF03.01 - 4 CT,Diamond,Round,VVS,EF,03.01 - 4 CT,72000,108000
DIARNDVVS - VSEF01.01-2CT,Diamond,Round,VVS-VS,EF,01.01-2CT,72000,108000
DIAMIXVVS - VSEF04.01-5CT,Diamond,,VVS-VS,EF,04.01-5CT,72000,108000
DIABAGVVS - VSEF0.085 TO 0.125 (III),Diamond,Baguette,VVS-VS,EF,0.085 TO 0.125 (III),72000,108000
DIARNDVVS - VSEF02.01-3CT,Diamond,Round,VVS-VS,EF,02.01-3CT,72000,108000
DIARNDVVSEF07.01 - 8 CT,Diamond,Round,VVS,EF,07.01 - 8 CT,72000,108000
DIARNDVVS - VSEF12.01-15CT,Diamond,Round,VVS-VS,EF,12.01-15CT,72000,108000
DIAMAQVVSEF0.085TO0.125(III),Diamond,Marquise,VVS,EF,0.085TO0.125(III),72000,108000
DIARNDVVSEF30.01-35CT,Diamond,Round,VVS,EF,30.01-35CT,72000,108000
DIARNDVVSEF15.01-17CT,Diamond,Round,VVS,EF,15.01-17CT,72000,108000
DIARNDVVSEF01.01-2CT,Diamond,Round,VVS,EF,01.01-2CT,72000,108000
DIAMIXVVSEFMIX,Diamond,,VVS,EF,,72000,108000
DIAMAQVVS - VSEF0.075 TO 0.08 (II),Diamond,Marquise,VVS-VS,EF,0.075 TO 0.08 (II),72000,108000
DIAPEAVVS - VSEF0.13 TO 0.175(IV),Diamond,Pear,VVS-VS,EF,0.13 TO 0.175(IV),72000,108000
DIARNDVVSEF04.01 - 5 CT,Diamond,Round,VVS,EF,04.01 - 5 CT,72000,108000
DIAFANVVSEF0.135 TO 0.175 (IV),Diamond,,VVS,EF,0.135 TO 0.175 (IV),72000,108000
DIAPEAVVS - VSEF0.30 TO 0.39(VII),Diamond,Pear,VVS-VS,EF,0.30 TO 0.39(VII),72000,108000
DIAMAQVVSEF0.18 TO 0.22 (V),Diamond,Marquise,VVS,EF,0.18 TO 0.22 (V),72000,108000
DIAPEAVVS - VSEF02.01-3CT,Diamond,Pear,VVS-VS,EF,02.01-3CT,72000,108000
DIAFANVVSEF0.075 TO 0.080 (LL),Diamond,,VVS,EF,0.075 TO 0.080 (LL),72000,108000
DIAMIXVVSEF06.01-7CT,Diamond,,VVS,EF,06.01-7CT,72000,108000
DIAMAQVVS - VSEF01.01-2CT,Diamond,Marquise,VVS-VS,EF,01.01-2CT,72000,108000
DIARNDVVSEF0.180 TO 0.220(V),Diamond,Round,VVS,EF,0.180 TO 0.220(V),72000,108000
DIAPEAVVSEF0.085TO0.125(III),Diamond,Pear,VVS,EF,0.085TO0.125(III),72000,108000
DIAPEAVVS - VSEF0.18 TO 0.22 (V),Diamond,Pear,VVS-VS,EF,0.18 TO 0.22 (V),72000,108000
DIAFANVVSEF0.180 TO 0.220 (V),Diamond,,VVS,EF,0.180 TO 0.220 (V),72000,108000
DIARNDVVSEF-2.01,Diamond,Round,VVS,EF,2.01,72000,108000
DIARNDVVSEF20.01-23CT,Diamond,Round,VVS,EF,20.01-23CT,72000,108000
DIARNDVS - SIEFMIX,Diamond,Round,VS-SI,EF,,72000,108000
DIARNDVVSEF04.01-5CT,Diamond,Round,VVS,EF,04.01-5CT,72000,108000
DIAMIXVVSEF04.01-5CT,Diamond,,VVS,EF,04.01-5CT,72000,108000
DIAMIXVVSEF03.01-4CT,Diamond,,VVS,EF,03.01-4CT,72000,108000
DIAFANVVS - VSEF01.01-2CT,Diamond,,VVS-VS,EF,01.01-2CT,72000,108000
DIAPRIVVSEFBELOW01CT,Diamond,Princess,VVS,EF,BELOW01CT,72000,108000
DIABAGVVSEF0.13 TO 0.175 (IV),Diamond,Baguette,VVS,EF,0.13 TO 0.175 (IV),72000,108000
DIAPEAVVS - VSEF0.075 TO 0.08 (II),Diamond,Pear,VVS-VS,EF,0.075 TO 0.08 (II),72000,108000
DIAMAQVVSEF0.13 TO 0.175 (IV),Diamond,Marquise,VVS,EF,0.13 TO 0.175 (IV),72000,108000
DIAPRIVVSEF0.23 TO 0.29 (VI),Diamond,Princess,VVS,EF,0.23 TO 0.29 (VI),72000,108000
DIARNDVVS - VSEF30.01-35CT,Diamond,Round,VVS-VS,EF,30.01-35CT,72000,108000
DIARNDVSEFBELOW01CT,Diamond,Round,VS,EF,BELOW01CT,72000,108000
DIAPEAVVS - VSEF0.23 TO 0.29 (VI),Diamond,Pear,VVS-VS,EF,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVS - VSEF0.18 TO 0.22 (V),Diamond,Marquise,VVS-VS,EF,0.18 TO 0.22 (V),72000,108000
DIAPEAVVSEF0.23 TO 0.29 (VI),Diamond,Pear,VVS,EF,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVSEF0.23 TO 0.29 (VI),Diamond,Marquise,VVS,EF,0.23 TO 0.29 (VI),72000,108000
DIARNDVVSEF26.01-30CT,Diamond,Round,VVS,EF,26.01-30CT,72000,108000
DIARNDVVSEF23.01-26CT,Diamond,Round,VVS,EF,23.01-26CT,72000,108000
DIARNDVVSEF0.085 TO 0.125(III),Diamond,Round,VVS,EF,0.085 TO 0.125(III),72000,108000
DIARNDVVSEF35.01-40CT,Diamond,Round,VVS,EF,35.01-40CT,72000,108000
DIARNDVVSEF05.01-6CT,Diamond,Round,VVS,EF,05.01-6CT,72000,108000
DIABAGVVSEF01.01- 2 CT,Diamond,Baguette,VVS,EF,01.01- 2 CT,72000,108000
DIAPEAVVSEF0.085 TO 0.125(III),Diamond,Pear,VVS,EF,0.085 TO 0.125(III),72000,108000
DIAMAQVVS - VSEF02.01-3CT,Diamond,Marquise,VVS-VS,EF,02.01-3CT,72000,108000
POLMIXAEFMIX,Diamond,,,EF,,35000,52500
DIARNDVVSEF0.135 TO 0.175(IV),Diamond,Round,VVS,EF,0.135 TO 0.175(IV),35000,52500
DIAFANVVSEF0.085 TO 0.125 (LLL),Diamond,,VVS,EF,0.085 TO 0.125 (LLL),35000,52500
SCTMIXMIXEFMIX,Diamond,,,EF,,35000,52500
DIAPEAVSEF0.085 TO 0.125(III),Diamond,Pear,VS,EF,0.085 TO 0.125(III),35000,52500
DIAPEAVVS  VSEFBELOW 01 CT,Diamond,Pear,VVSVS,EF,BELOW 01 CT,35000,52500
DIAPEAVSEF0.18 TO 0.22 (V),Diamond,Pear,VS,EF,0.18 TO 0.22 (V),35000,52500
DIARNDVVSEF10.01-12CT,Diamond,Round,VVS,EF,10.01-12CT,35000,52500
DIARNDVVSEF09.01-10CT,Diamond,Round,VVS,EF,09.01-10CT,35000,52500
DIARNDVVSEF17.01-20CT,Diamond,Round,VVS,EF,17.01-20CT,35000,52500
DIAPRIVVSEFMIX,Diamond,Princess,VVS,EF,,35000,52500
DIARNDMIXEFMIX,Diamond,Round,,EF,,35000,52500
CSDMIXMIXEFMIX,Diamond,,,EF,,35000,52500
DIARNDVVS - VSEFBELOW01CT,Diamond,Round,VVS-VS,EF,BELOW01CT,35000,52500
DIARNDVVS - VSEFMIX,Diamond,Round,VVS-VS,EF,,35000,52500
DIAPEAVS - SIEF0.18 TO 0.22 (V),Diamond,Pear,VS-SI,EF,0.18 TO 0.22 (V),35000,52500
DIAMAQVVSEF0.13TO0.175(IV),Diamond,Marquise,VVS,EF,0.13TO0.175(IV),35000,52500
DIAPEAVVSEFBELOW 01 CT,Diamond,Pear,VVS,EF,BELOW 01 CT,35000,52500
DIAMAQVS - SIEF0.085 TO 0.125 (III),Diamond,Marquise,VS-SI,EF,0.085 TO 0.125 (III),35000,52500
DIAMIXVVSEF12.01-15CT,Diamond,,VVS,EF,12.01-15CT,35000,52500
DIARNDVVSEF09.01 - 10 CT,Diamond,Round,VVS,EF,09.01 - 10 CT,35000,52500
DIARNDVVSEF12.01-15CT,Diamond,Round,VVS,EF,12.01-15CT,35000,52500
DIABAGVVSEFMIX,Diamond,Baguette,VVS,EF,,35000,52500
DIARNDVVSEF23.01 - 26 CT,Diamond,Round,VVS,EF,23.01 - 26 CT,35000,52500
DIARNDVS - SIEF01.01-2CT,Diamond,Round,VS-SI,EF,01.01-2CT,35000,52500
DIAPRIVVS - VSEF0.50 TO 0.69 (IX),Diamond,Princess,VVS-VS,EF,0.50 TO 0.69 (IX),35000,52500
DIAFANVVSEFMIX,Diamond,,VVS,EF,,35000,52500
DIARNDMIXEF0.075 TO 0.080(II),Diamond,Round,,EF,0.075 TO 0.080(II),35000,52500
DIAFANVVS - VSEF06.01-7CT,Diamond,,VVS-VS,EF,06.01-7CT,35000,52500
DIARNDVVSEF12.01 - 15 CT,Diamond,Round,VVS,EF,12.01 - 15 CT,35000,52500
DIARNDVVSEFBELOW 01 CT,Diamond,Round,VVS,EF,BELOW 01 CT,35000,52500
DIAPRIVSEF0.30 TO 0.39 (VII),Diamond,Princess,VS,EF,0.30 TO 0.39 (VII),35000,52500
DIAPEAVVSEF0.13TO0.175(IV),Diamond,Pear,VVS,EF,0.13TO0.175(IV),72000,108000
DIARNDVVSEF0.085TO0.125(III),Diamond,Round,VVS,EF,0.085TO0.125(III),72000,108000
DIAMAQVVS - VSEF0.23 TO 0.29 (VI),Diamond,Marquise,VVS-VS,EF,0.23 TO 0.29 (VI),72000,108000
DIAMAQVSEF0.075 TO 0.08 (II),Diamond,Marquise,VS,EF,0.075 TO 0.08 (II),72000,108000
DIARNDVVSEF06.01 - 7 CT,Diamond,Round,VVS,EF,06.01 - 7 CT,72000,108000
DIAMAQVVSEFBELOW01CT,Diamond,Marquise,VVS,EF,BELOW01CT,72000,108000
DIARNDVVSEF08.01-9CT,Diamond,Round,VVS,EF,08.01-9CT,72000,108000
DIARNDVVSEFBELOW01CT,Diamond,Round,VVS,EF,BELOW01CT,72000,108000
DIAPEAVSEF0.23 TO 0.29 (VI),Diamond,Pear,VS,EF,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVSEF01.01-2CT,Diamond,Marquise,VVS,EF,01.01-2CT,72000,108000
DIAPEAVSEF0.13 TO 0.175(IV),Diamond,Pear,VS,EF,0.13 TO 0.175(IV),72000,108000
DIAFANVVS - VSEF0.30 TO 0.39(VII),Diamond,,VVS-VS,EF,0.30 TO 0.39(VII),72000,108000
DIAMAQVS - SIEF0.18 TO 0.22 (V),Diamond,Marquise,VS-SI,EF,0.18 TO 0.22 (V),72000,108000
DIAPRIVVS - VSEF0.30 TO 0.39 (VII),Diamond,Princess,VVS-VS,EF,0.30 TO 0.39 (VII),72000,108000
DIAMIXVVS - VSEFBELOW01CT,Diamond,,VVS-VS,EF,BELOW01CT,72000,108000
DIAFANVVS - VSEF0.180 TO 0.220 (V),Diamond,,VVS-VS,EF,0.180 TO 0.220 (V),72000,108000
DIARNDVVSEF26.01 - 30 CT,Diamond,Round,VVS,EF,26.01 - 30 CT,72000,108000
DIAMAQVVS1EF03.01 - 4 CT,Diamond,Marquise,VVS1,EF,03.01 - 4 CT,72000,108000
DIAPEAVS - SIEF02.01-3CT,Diamond,Pear,VS-SI,EF,02.01-3CT,72000,108000
DIARNDVVSEF+6.5-7,Diamond,Round,VVS,EF,0.5,72000,108000
DIAPEAVSGH  0.085 TO 0.125(III),Diamond,Pear,VS,GH,  0.085 TO 0.125(III),72000,108000
DIAPEAVVS - VSEFBELOW01CT,Diamond,Pear,VVS-VS,EF,BELOW01CT,72000,108000
DIAFANVVS - VSEF0.70 TO 0.99(X),Diamond,,VVS-VS,EF,0.70 TO 0.99(X),72000,108000
DIAPRIVVSEF0.075 TO 0.08 (II),Diamond,Princess,VVS,EF,0.075 TO 0.08 (II),72000,108000
DIARNDVVSEF4.01,Diamond,Round,VVS,EF,4.01,72000,108000
DIAPEAVVSEF0.30 TO 0.39(VII),Diamond,Pear,VVS,EF,0.30 TO 0.39(VII),72000,108000
DIARNDVVS - VSEF03.01-4CT,Diamond,Round,VVS-VS,EF,03.01-4CT,72000,108000
DIARNDVVS  VSEFBELOW 01 CT,Diamond,Round,VVSVS,EF,BELOW 01 CT,72000,108000
DIARNDVVSEF0.230 TO 0.290(VI),Diamond,Round,VVS,EF,0.230 TO 0.290(VI),72000,108000
DIAMAQVSEF0.085 TO 0.125 (III),Diamond,Marquise,VS,EF,0.085 TO 0.125 (III),72000,108000
DIARNDMIXEF0.180 TO 0.220(V),Diamond,Round,,EF,0.180 TO 0.220(V),72000,108000
DIARNDVVSEF0.30 TO 0.39(VII),Diamond,Round,VVS,EF,0.30 TO 0.39(VII),72000,108000
ROSMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIAPEAVS  SIEF01.01- 2 CT,Diamond,Pear,VSSI,EF,01.01- 2 CT,72000,108000
DIARNDVVSEF20.01 - 23 CT,Diamond,Round,VVS,EF,20.01 - 23 CT,72000,108000
DIAMIXVVSEF07.01-8CT,Diamond,,VVS,EF,07.01-8CT,72000,108000
DIAPRIMIXEFMIX,Diamond,Princess,,EF,,72000,108000
DIARNDVVSEF10.01,Diamond,Round,VVS,EF,10.01,72000,108000
DIAMUTAEFMIX,Diamond,,,EF,,72000,108000
DIAPEAVS - SIEF0.085 TO 0.125(III),Diamond,Pear,VS-SI,EF,0.085 TO 0.125(III),72000,108000
DIARNDMIXEF0.085 TO 0.125(III),Diamond,Round,,EF,0.085 TO 0.125(III),72000,108000
DIAPRIVS - SIEF0.085 TO 0.125 (III),Diamond,Princess,VS-SI,EF,0.085 TO 0.125 (III),72000,108000
DIAFANVVSEF0.50 TO 0.69(IX),Diamond,,VVS,EF,0.50 TO 0.69(IX),72000,108000
DIARNDVS - SIEF03.01-4CT,Diamond,Round,VS-SI,EF,03.01-4CT,72000,108000
POLMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIARNDVVSEF17.01 - 20 CT,Diamond,Round,VVS,EF,17.01 - 20 CT,72000,108000
DIARNDVVSEF15.01 - 17 CT,Diamond,Round,VVS,EF,15.01 - 17 CT,72000,108000
DIAMIXVVS - VSEF03.01-4CT,Diamond,,VVS-VS,EF,03.01-4CT,72000,108000
DIAFANVVS-VS/VVSEF0.135 TO 0.175 (IV),Diamond,,VVS-VS/VVS,EF,0.135 TO 0.175 (IV),72000,108000
DIAPEAVS - SIEF0.075 TO 0.08 (II),Diamond,Pear,VS-SI,EF,0.075 TO 0.08 (II),72000,108000
DIARNDVVSEF10.01 - 12 CT,Diamond,Round,VVS,EF,10.01 - 12 CT,72000,108000
DIAPEAVVSEF07.01 - 8 CT,Diamond,Pear,VVS,EF,07.01 - 8 CT,72000,108000
DIARNDVVSEF-8.01,Diamond,Round,VVS,EF,8.01,72000,108000
DIAMIXVVS - VSEF01.01-2CT,Diamond,,VVS-VS,EF,01.01-2CT,72000,108000
DIABAGVVSEF0.085 TO 0.125 (III),Diamond,Baguette,VVS,EF,0.085 TO 0.125 (III),72000,108000
DIAFANVVS - VSEF0.40 TO 0.49(VIII),Diamond,,VVS-VS,EF,0.40 TO 0.49(VIII),72000,108000
DIAMAQVVS - VSEF05.01-6CT,Diamond,Marquise,VVS-VS,EF,05.01-6CT,72000,108000
DIAFANVSEFBELOW01CT,Diamond,,VS,EF,BELOW01CT,72000,108000
DIAFANVVS - VSEF0.230 TO 0.290 (VL),Diamond,,VVS-VS,EF,0.230 TO 0.290 (VL),72000,108000
DIARNDVVS - VSEF07.01-8CT,Diamond,Round,VVS-VS,EF,07.01-8CT,72000,108000
DIARNDSIEFMIX,Diamond,Round,SI,EF,,72000,108000
DIARNDVVS1EF04.01-5CT,Diamond,Round,VVS1,EF,04.01-5CT,72000,108000
DIAMIXVSEF01.01-2CT,Diamond,,VS,EF,01.01-2CT,72000,108000
DIARNDVVS - VSEF06.01-7CT,Diamond,Round,VVS-VS,EF,06.01-7CT,72000,108000
DIAFANVVS - VSEF0.075 TO 0.080 (LL),Diamond,,VVS-VS,EF,0.075 TO 0.080 (LL),72000,108000
DIAMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIAMAQVVS - VSEF04.01-5CT,Diamond,Marquise,VVS-VS,EF,04.01-5CT,72000,108000
DIARNDVVS - VSEF0.135 TO 0.175(IV),Diamond,Round,VVS-VS,EF,0.135 TO 0.175(IV),72000,108000
DIAPEAVS - SIEF0.13 TO 0.175(IV),Diamond,Pear,VS-SI,EF,0.13 TO 0.175(IV),72000,108000
DIARNDVVS - VSEF05.01-6CT,Diamond,Round,VVS-VS,EF,05.01-6CT,72000,108000
DIARNDVS - SIEF02.01-3CT,Diamond,Round,VS-SI,EF,02.01-3CT,72000,108000
DIAFANMIXEFMIX,Diamond,,,EF,,72000,108000
DIARNDVVSEF0.40 TO 0.49(VIII),Diamond,Round,VVS,EF,0.40 TO 0.49(VIII),72000,108000
DIAPRIVSEFBELOW01CT,Diamond,Princess,VS,EF,BELOW01CT,72000,108000
DIARNDVS - SIEF30.01-35CT,Diamond,Round,VS-SI,EF,30.01-35CT,72000,108000
DIAPRIVSEF0.23 TO 0.29 (VI),Diamond,Princess,VS,EF,0.23 TO 0.29 (VI),72000,108000
DIAMIXVVSEF10.01-12CT,Diamond,,VVS,EF,10.01-12CT,72000,108000
DIAMAQVS - SIEF0.13 TO 0.175 (IV),Diamond,Marquise,VS-SI,EF,0.13 TO 0.175 (IV),72000,108000
DIAMIXVVS - VSEF06.01-7CT,Diamond,,VVS-VS,EF,06.01-7CT,72000,108000
DIARNDVVSEF-10.01,Diamond,Round,VVS,EF,10.01,72000,108000
DIAMAQVS  SIEF04.01 - 5 CT,Diamond,Marquise,VSSI,EF,04.01 - 5 CT,72000,108000
DIAMIXVVS - VSEF02.01-3CT,Diamond,,VVS-VS,EF,02.01-3CT,72000,108000
DIAMAQVS - SIEF0.075 TO 0.08 (II),Diamond,Marquise,VS-SI,EF,0.075 TO 0.08 (II),72000,108000
DIAMAQVVSEF0.30 TO 0.39 (VII),Diamond,Marquise,VVS,EF,0.30 TO 0.39 (VII),72000,108000
DIAPRIVVS - VSEF0.13 TO 0.175 (IV),Diamond,Princess,VVS-VS,EF,0.13 TO 0.175 (IV),72000,108000
DIAPEAVVS - VSEF0.40 TO 0.49(VIII),Diamond,Pear,VVS-VS,EF,0.40 TO 0.49(VIII),72000,108000
DIAMAQMIXEF0.13 TO 0.175 (IV),Diamond,Marquise,,EF,0.13 TO 0.175 (IV),72000,108000
DIAFANVVSEF0.30 TO 0.39(VII),Diamond,,VVS,EF,0.30 TO 0.39(VII),72000,108000
DIARNDVVS1EFBELOW01CT,Diamond,Round,VVS1,EF,BELOW01CT,72000,108000
DIAMAQMIXEF0.085 TO 0.125 (III),Diamond,Marquise,,EF,0.085 TO 0.125 (III),72000,108000
DIAPEAVVSEF0.50 TO 0.69(IX),Diamond,Pear,VVS,EF,0.50 TO 0.69(IX),72000,108000
DIAFANVVSEF0.40 TO 0.49(VIII),Diamond,,VVS,EF,0.40 TO 0.49(VIII),72000,108000
DIARNDVVSEF+7-7.5,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVVS - VSEF08.01-9CT,Diamond,Round,VVS-VS,EF,08.01-9CT,72000,108000
EPLMIXAEFMIX,Diamond,,,EF,,72000,108000
DIAPRIVS - SIEF01.01-2CT,Diamond,Princess,VS-SI,EF,01.01-2CT,72000,108000
DIAMAQMIXEFMIX,Diamond,Marquise,,EF,,72000,108000
DIARNDVVS - VSEF0.085 TO 0.125(III),Diamond,Round,VVS-VS,EF,0.085 TO 0.125(III),72000,108000
DIAPEAVVSEF0.075TO0.08(II),Diamond,Pear,VVS,EF,0.075TO0.08(II),72000,108000
DIARNDVS - SIEF04.01-5CT,Diamond,Round,VS-SI,EF,04.01-5CT,72000,108000
EPLMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIAPEAVSEF01.01-2CT,Diamond,Pear,VS,EF,01.01-2CT,72000,108000
DIARNDVVS - VSEF0.075 TO 0.080(II),Diamond,Round,VVS-VS,EF,0.075 TO 0.080(II),72000,108000
DIAMIXVVS - VSEF07.01-8CT,Diamond,,VVS-VS,EF,07.01-8CT,72000,108000
CHAMIXAEFMIX,Diamond,,,EF,,72000,108000
DIAPEAVVS - VSEF01.01-2CT,Diamond,Pear,VVS-VS,EF,01.01-2CT,72000,108000
DIAMIXVVS - VSEF08.01-9CT,Diamond,,VVS-VS,EF,08.01-9CT,72000,108000
