stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIAPEAVS-SIFGH0.000 TO 0.056,Diamond,Pear,VS-SI,FGH,0.000 TO 0.056,72000,108000
DIAPEAVS-SIFGH0.075 TO 0.08,Diamond,Pear,VS-SI,FGH,0.075 TO 0.08,72000,108000
DIAPEAVS-SIFGH 0.18 TO 0.22,Diamond,Pear,VS-SI,FGH, 0.18 TO 0.22,72000,108000
DIAPEAVVS-VSIJ0.085 TO 0.125,Diamond,Pear,VVS-VS,IJ,0.085 TO 0.125,72000,108000
DIAFANVS-SIFGH0.075 TO 0.08,Diamond,,VS-SI,FGH,0.075 TO 0.08,72000,108000
DIAPEAVS-SIFGH0.085 TO 0.125,Diamond,Pear,VS-SI,FGH,0.085 TO 0.125,72000,108000
DIAPRIVS-SIFGH 0.18 TO 0.22,Diamond,Princess,VS-SI,FGH,0.18 TO 0.22,72000,108000
DIAFANVVS-VSIJ0.085 TO 0.125,Diamond,,VVS-VS,IJ,0.085 to 0.125,72000,108000
DIARNDVVS-VSIJ0.000 TO 0.056,Diamond,Round,VVS-VS,IJ,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSIJ0.13 TO 0.175,Diamond,Pear,VVS-VS,IJ,0.13 TO 0.175,72000,108000
DIAFANVS-SIFGH 0.18 TO 0.22,Diamond,,VS-SI,FGH,0.18 TO 0.22,72000,108000
DIAFANVVS-VSIJ0.000 TO 0.056,Diamond,,VVS-VS,IJ,0.000 TO 0.056,72000,108000
DIARNDVVSGH0.085 TO 0.0125,Diamond,Round,VVS,GH,0.085 TO 0.0125,72000,108000
ROSMIXVVSEF0.000 TO 0.056,Diamond,,VVS,EF,0.000 TO 0.056,72000,108000
DIAPEAVVSEF0.23 TO 0.29,Diamond,Pear,VVS,EF,0.23 TO 0.29,72000,108000
DIAMAQVVSGH0.085 TO 0.125,Diamond,Marquise,VVS,GH,0.085 TO 0.125,72000,108000
DIAPEAVVSGH0.13 TO 0.175,Diamond,Pear,VVS,GH,0.13 TO 0.175,72000,108000
DIAPEAVVS-VSFG0.075 TO 0.08,Diamond,Pear,VVS-VS,FG,0.075 TO 0.08,72000,108000
DIAMAQVS-SIIJ0.075 TO 0.08,Diamond,Marquise,VS-SI,IJ,0.075 TO 0.08,72000,108000
SLTPEAVS-SIIJ0.30 TO 0.39,Solitaire_Diamond,Pear,VS-SI,IJ,0.30 TO 0.39,150000,225000
DIAMAQVS-SIIJ0.18 TO 0.22,Diamond,Marquise,VS-SI,IJ,0.18 TO 0.22,72000,108000
DIAMAQVVS-VSGH0.085 TO 0.125,Diamond,Marquise,VVS-VS,GH,0.085 TO 0.125,72000,108000
DIARNDVVS-VSGH0.23 TO 0.29,Diamond,Round,VVS-VS,GH,0.23 TO 0.29,72000,108000
DIAMAQVVS-VSGH0.000 TO 0.056,Diamond,Marquise,VVS-VS,GH,0.000 TO 0.056,72000,108000
DIAMAQVVS-VSGHI0.000 TO 0.056,Diamond,Marquise,VVS-VS,GHI,0.000 TO 0.056,72000,108000
DIARNDVSHI0.000 TO 0.056,Diamond,Round,VS,HI,0.000 TO 0.056,72000,108000
DIAFANVS-SIIJ0.23 TO 0.29,Diamond,,VS-SI,IJ,0.23 TO 0.29,72000,108000
SLTFANVVS1E0.40 TO 0.49,Solitaire_Diamond,,VVS1,E,0.40 to 0.49,150000,225000
DIAMAQSIJK0.085 TO 0.125,Diamond,Marquise,SI,JK,0.085 TO 0.125,72000,108000
DIARNDVVSEF0.13 TO 0.175,Diamond,Round,VVS,EF,0.13 TO 0.175,72000,108000
DIAPEAVVS-VSHI0.000 TO 0.056,Diamond,Pear,VVS-VS,HI,0.000 TO 0.056,72000,108000
DIAPEAVVS1E0.23 TO 0.29,Diamond,Pear,VVS1,E,0.23 TO 0.29,72000,108000
DIAFANVVS-VSFG0.085 TO 0.125,Diamond,,VVS-VS,FG,0.085 to 0.125,72000,108000
DIARNDVVS-VSGH0.075 TO 0.08,Diamond,Round,VVS-VS,GH,0.075 TO 0.08,72000,108000
DIAMAQVVS-VSGHI0.13 TO 0.175,Diamond,Marquise,VVS-VS,GHI,0.13 TO 0.175,72000,108000
DIAMIXVVS1GH0.000 TO 0.056,Diamond,,VVS1,GH,0.000 TO 0.056,72000,108000
SLTFANVVS-VSFG0.40 TO 0.49,Solitaire_Diamond,,VVS-VS,FG,0.40 to 0.49,150000,225000
DIAPEAVS-SIHI0.085 TO 0.125,Diamond,Pear,VS-SI,HI,0.085 TO 0.125,72000,108000
DIAPRIVVS-VSFG0.000 TO 0.056,Diamond,Princess,VVS-VS,FG,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSFGH0.18 TO 0.22,Diamond,Pear,VVS-VS,FGH, 0.18 TO 0.22,72000,108000
DIARNDVS-SIIJ0.075 TO 0.08,Diamond,Round,VS-SI,IJ,0.075 TO 0.08,72000,108000
DIAMAQVSGHI0.000 TO 0.056,Diamond,Marquise,VS,GHI,0.000 TO 0.056,72000,108000
DIAFANVVSIJ0.085 TO 0.125,Diamond,,VVS,IJ,0.085 to 0.125,72000,108000
SLTBAGVVSEF0.30 TO 0.39,Solitaire_Diamond,Baguette,VVS,EF,0.30 TO 0.39,150000,225000
DIARNDSIJK0.000 TO 0.056,Diamond,Round,SI,JK,0.000 TO 0.056,72000,108000
FMRRNDVVSEF  0.135 TO 0.0175(IV),Forevermark,Round,VVS,EF,  0.135 TO 0.0175(IV),90000,135000
DIAPEAVSHI0.085 TO 0.0125,Diamond,Pear,VS,HI,0.085 TO 0.0125,72000,108000
DIAPEAVSHI 0.18 TO 0.22,Diamond,Pear,VS,HI, 0.18 TO 0.22,72000,108000
DIARNDVSHI0.075 TO 0.084,Diamond,Round,VS,HI,0.075 TO 0.084,72000,108000
DIAMAQVSFGH0.075 TO 0.08 (II),Diamond,Marquise,VS,FGH,0.075 TO 0.08 (II),72000,108000
DIAROSVSFGH0.000 to 0.056 (I),Diamond,ROSE CUT,VS,FGH,0.000 TO 0.056 (I),72000,108000
DIAPEAVSFGH0.13 TO 0.175 (IV),Diamond,Pear,VS,FGH,0.13 TO 0.175 (IV),72000,108000
DIAMAQVSFGH0.13 TO 0.175 (IV),Diamond,Marquise,VS,FGH,0.13 TO 0.175 (IV),72000,108000
DIAMAQVS-SIFG0.085 TO 0.125,Diamond,Marquise,VS-SI,FG,0.085 TO 0.125,72000,108000
DIAMAQVSHI0.13 TO 0.175,Diamond,Marquise,VS,HI,0.13 TO 0.175,72000,108000
DIARNDVVS-VSGH0.18 TO 0.22,Diamond,Round,VVS-VS,GH,0.18 TO 0.22,72000,108000
DIAMIXVVS-VSGH0.000 TO 0.056,Diamond,,VVS-VS,GH,0.000 TO 0.056,72000,108000
DIAPRIVVSEF0.18 TO 0.22,Diamond,Princess,VVS,EF,0.18 TO 0.22,72000,108000
SLTMAQVVS1G0.40 TO 0.49,Solitaire_Diamond,Marquise,VVS1,G,0.40 TO 0.49,150000,225000
SLTPEAVVS1G0.70 TO 0.99,Solitaire_Diamond,Pear,VVS1,G,0.70 TO 0.99,150000,225000
DIAFANVSGH0.000 TO 0.056,Diamond,,VS,GH,0.000 TO 0.056,72000,108000
DIAPEAVSFGH0.000 TO 0.056,Diamond,Pear,VS,FGH,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSIJ0.23 TO 0.29,Diamond,Pear,VVS-VS,IJ,0.23 TO 0.29,72000,108000
DIAPEAVSIJ0.085 TO 0.125,Diamond,Pear,VS,IJ,0.085 TO 0.125,72000,108000
SLTFANVVS1E0.50 TO 0.69,Solitaire_Diamond,,VVS1,E,0.50 to 0.69,150000,225000
SLTPEAVVS1E0.50 TO 0.69,Solitaire_Diamond,Pear,VVS1,E,0.50 TO 0.69,150000,225000
DIARNDVVSGH0.18 TO 0.22,Diamond,Round,VVS,GH,0.18 TO 0.22,72000,108000
DIARNDVVS-VSHI0.085 TO 0.125,Diamond,Round,VVS-VS,HI,0.085 TO 0.125,72000,108000
SLTPEAVVS-VSGH0.70 TO 0.99,Solitaire_Diamond,Pear,VVS-VS,GH,0.70 TO 0.99,150000,225000
SLTMAQVVSGHI0.30 TO 0.39,Solitaire_Diamond,Marquise,VVS,GHI,0.30 TO 0.39,150000,225000
DIAPEAVVSGHI0.085 TO 0.125,Diamond,Pear,VVS,GHI,0.085 TO 0.125,72000,108000
DIAPEAVVS-VSGHI0.18 TO 0.22,Diamond,Pear,VVS-VS,GHI, 0.18 TO 0.22,72000,108000
DIAPEAVSGH0.23 TO 0.29,Diamond,Pear,VS,GH,0.23 TO 0.29,72000,108000
DIAPRIVVS-VSHI0.000 TO 0.056,Diamond,Princess,VVS-VS,HI,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSGH0.13 TO 0.175,Diamond,Pear,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIAMAQVVS-VSGH0.13 TO 0.175,Diamond,Marquise,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIARNDVVSGHI0.13 TO 0.175,Diamond,Round,VVS,GHI,0.13 TO 0.175,72000,108000
DIAPEAVVSGHI0.13 TO 0.175,Diamond,Pear,VVS,GHI,0.13 TO 0.175,72000,108000
DIARNDVVSGHI0.18 TO 0.22,Diamond,Round,VVS,GHI,0.18 TO 0.22,72000,108000
DIARNDVSHI0.085 TO 0.125,Diamond,Round,VS,HI,0.085 TO 0.125,72000,108000
DIAMAQVSHI0.000 TO 0.056,Diamond,Marquise,VS,HI,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSHI0.085 TO 0.125,Diamond,Pear,VVS-VS,HI,0.085 TO 0.125,72000,108000
DIARNDVVSEFG0.000 TO 0.056,Diamond,Round,VVS,EFG,0.000 TO 0.056,72000,108000
SLTPEAVVSEF0.30 TO 0.39,Solitaire_Diamond,Pear,VVS,EF,0.30 TO 0.39,150000,225000
DIAPEAVS-SIGH0.000 TO 0.056,Diamond,Pear,VS-SI,GH,0.000 TO 0.056,72000,108000
DIAMAQVVS-VSHI0.085 TO 0.125,Diamond,Marquise,VVS-VS,HI,0.085 TO 0.125,72000,108000
DIAPEAVSFGH0.18 TO 0.22,Diamond,Pear,VS,FGH, 0.18 TO 0.22,72000,108000
DIAFANVVS-VSGH0.18 TO 0.22,Diamond,,VVS-VS,GH,0.18 TO 0.22,72000,108000
SLTPRIVVS1G1.00 TO 1.49,Solitaire_Diamond,Princess,VVS1,G,1.00 TO 1.49,150000,225000
DIAMAQVVS1GH0.000 TO 0.056,Diamond,Marquise,VVS1,GH,0.000 TO 0.056,72000,108000
DIARNDVVS1GH0.075 TO 0.08,Diamond,Round,VVS1,GH,0.075 TO 0.08,72000,108000
DIARNDVVS-VSHIJ0.000 TO 0.056,Diamond,Round,VVS-VS,HIJ,0.000 TO 0.056,72000,108000
DIABAGVSGH0.000 TO 0.056,Diamond,Baguette,VS,GH,0.000 TO 0.056,72000,108000
DIAPEAVVS2-VSIJ0.18 TO 0.22,Diamond,Pear,VVS2-VS,IJ, 0.18 TO 0.22,72000,108000
DIAFANVVS-VSGH0.000 TO 0.056,Diamond,,VVS-VS,GH,0.000 TO 0.056,72000,108000
DIAPRIVS-SIIJ0.085 TO 0.125,Diamond,Princess,VS-SI,IJ, 0.085 TO 0.125,72000,108000
DIAPRIVS-SIFG0.13 TO 0.175,Diamond,Princess,VS-SI,FG,0.13 TO 0.175,72000,108000
SLTFANVVSEF1.00 TO 1.49,Solitaire_Diamond,,VVS,EF,1.00 TO 1.49,150000,225000
DIARNDVVSFG0.23 TO 0.29,Diamond,Round,VVS,FG,0.23 TO 0.29,72000,108000
SLTPEAVS-SIGH0.30 TO 0.39,Solitaire_Diamond,Pear,VS-SI,GH,0.30 TO 0.39,150000,225000
DIAFANVVS-VSFG0.000 TO 0.056,Diamond,,VVS-VS,FG,0.000 TO 0.056,72000,108000
DIAMAQVVS-VSHI0.075 TO 0.08,Diamond,Marquise,VVS-VS,HI,0.075 TO 0.08,72000,108000
DIAPRIVS-SIGH0.085 TO 0.125,Diamond,Princess,VS-SI,GH, 0.085 TO 0.125,72000,108000
DIARNDVS-SIHI0.000 TO 0.056,Diamond,Round,VS-SI,HI,0.000 TO 0.056,72000,108000
DIAMAQVS-SIHI0.085 TO 0.125,Diamond,Marquise,VS-SI,HI,0.085 TO 0.125,72000,108000
DIAFANVVS-VSHI/EF0.000 TO 0.056,Diamond,,VVS-VS,HI/EF,0.000 TO 0.056,72000,108000
DIARNDVVS-VSHI/EF0.000 TO 0.056,Diamond,Round,VVS-VS,HI/EF,0.000 TO 0.056,72000,108000
SLTPEAVVS-VSGHI0.40 TO 0.49,Solitaire_Diamond,Pear,VVS-VS,GHI,0.40 TO 0.49,150000,225000
DIARNDVVS1G0.23 TO 0.29,Diamond,Round,VVS1,G,0.23 TO 0.29,72000,108000
SLTMAQVVSEF0.30 TO 0.39,Solitaire_Diamond,Marquise,VVS,EF,0.30 TO 0.39,150000,225000
DIAMRQVS - SIFG0.000 TO 0.056,Diamond,Marquise,VS-SI,FG,0.000 TO 0.056,72000,108000
SLTRNDVVS2F  1.00 TO 1.49 (XI),Solitaire_Diamond,Round,VVS2,F,  1.00 TO 1.49 (XI),150000,225000
DIAMRQVSFG0.085 TO 0.125 (III),Diamond,Marquise,VS,FG,0.085 TO 0.125 (III),72000,108000
DIARNDVVSGHI0.000 TO 0.056,Diamond,Round,VVS,GHI,0.000 TO 0.056,72000,108000
SLTRNDVVS1E0.50 TO 0.69,Solitaire_Diamond,Round,VVS1,E,0.50 TO 0.69,150000,225000
SLTRNDVVSEF0.30 TO 0.39,Solitaire_Diamond,Round,VVS,EF,0.30 TO 0.39,150000,225000
DIAPEAVVS-VSIJ0.18 TO 0.22,Diamond,Pear,VVS-VS,IJ, 0.18 TO 0.22,72000,108000
DIAMAQVVS1E0.085 TO 0.125,Diamond,Marquise,VVS1,E,0.085 TO 0.125,72000,108000
DIARNDVVSEF0.075 TO 0.08,Diamond,Round,VVS,EF,0.075 TO 0.08,72000,108000
DIAMAQVVS-VSFG0.000 TO 0.056,Diamond,Marquise,VVS-VS,FG,0.000 TO 0.056,72000,108000
ROSMIXVVS-VSHI0.000 TO 0.056,Diamond,,VVS-VS,HI,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSGH0.085 TO 0.125,Diamond,Pear,VVS-VS,GH,0.085 TO 0.125,72000,108000
DIAMAQVVS-VSGH0.075 TO 0.08,Diamond,Marquise,VVS-VS,GH,0.075 TO 0.08,72000,108000
DIAPEAVVS-VSGH0.075 TO 0.08,Diamond,Pear,VVS-VS,GH,0.075 TO 0.08,72000,108000
DIARNDVVS-VSGHI0.000 TO 0.056,Diamond,Round,VVS-VS,GHI,0.000 TO 0.056,72000,108000
SLTFANVVS-VSFG0.30 TO 0.39,Solitaire_Diamond,,VVS-VS,FG,0.30 TO 0.39,150000,225000
DIABAGVVS-VSIJ0.000 TO 0.056,Diamond,Baguette,VVS-VS,IJ,0.000 TO 0.056,72000,108000
DIAMAQVVSFG0.13 TO 0.175,Diamond,Marquise,VVS,FG,0.13 TO 0.175,72000,108000
DIAPEAVVS-VSHI0.18 TO 0.22,Diamond,Pear,VVS-VS,HI, 0.18 TO 0.22,72000,108000
DIAPEAVVSFGH0.13 TO 0.175,Diamond,Pear,VVS,FGH,0.13 TO 0.175,72000,108000
SLTFANVVSEF0.30 TO 0.39,Solitaire_Diamond,,VVS,EF,0.30 TO 0.39,150000,225000
DIAPEAVVS-VSHI0.13 TO 0.175,Diamond,Pear,VVS-VS,HI,0.13 TO 0.175,72000,108000
DIAMAQVVSGH0.000 TO 0.056,Diamond,Marquise,VVS,GH,0.000 TO 0.056,72000,108000
DIAPRIVVS-VSIJ0.000 TO 0.056,Diamond,Princess,VVS-VS,IJ,0.000 TO 0.056,72000,108000
ROSMIXVSGH0.000 TO 0.056,Diamond,,VS,GH,0.000 TO 0.056,72000,108000
DIAMAQVVS1GH0.085 TO 0.125,Diamond,Marquise,VVS1,GH,0.085 TO 0.125,72000,108000
DIARNDVVSGH0.085 TO 0.125,Diamond,Round,VVS,GH,0.085 TO 0.125,72000,108000
DIARNDVSFG0.000 TO 0.056,Diamond,Round,VS,FG,0.000 TO 0.056,72000,108000
DIAPRIVS-SIIJ0.13 TO 0.175,Diamond,Princess,VS-SI,IJ,0.13 TO 0.175,72000,108000
SLTPEAVVSEF0.40 TO 0.49,Solitaire_Diamond,Pear,VVS,EF,0.40 TO 0.49,150000,225000
DIAFANVVS-VSHIJ0.23 TO 0.29,Diamond,,VVS-VS,HIJ,0.23 TO 0.29,72000,108000
DIARNDVVSFGH0.000 TO 0.056,Diamond,Round,VVS,FGH,0.000 TO 0.056,72000,108000
DIARNDVVS-VSFGH0.085 TO 0.125,Diamond,Round,VVS-VS,FGH,0.085 TO 0.125,72000,108000
DIAPRIVVS-VSFGH0.085 TO 0.125,Diamond,Princess,VVS-VS,FGH, 0.085 TO 0.125,72000,108000
DIAPEAVVS-VSFGH0.075 TO 0.08,Diamond,Pear,VVS-VS,FGH,0.075 TO 0.08,72000,108000
DIAMAQVVS2-VSIJ0.13 TO 0.175,Diamond,Marquise,VVS2-VS,IJ,0.13 TO 0.175,72000,108000
DIAMAQVVSFGH0.000 TO 0.056,Diamond,Marquise,VVS,FGH,0.000 TO 0.056,72000,108000
DIABAGVVSEF0.23 TO 0.29,Diamond,Baguette,VVS,EF,0.23 TO 0.29,72000,108000
ROSMIXVS-SIHI0.000 TO 0.056,Diamond,,VS-SI,HI,0.000 TO 0.056,72000,108000
DIARNDVS-SIFG0.085 TO 0.125,Diamond,Round,VS-SI,FG,0.085 TO 0.125,72000,108000
DIAPEAVS-SIFG0.000 TO 0.056,Diamond,Pear,VS-SI,FG,0.000 TO 0.056,72000,108000
DIAPEAVVSFG0.23 TO 0.29,Diamond,Pear,VVS,FG,0.23 TO 0.29,72000,108000
DIAPEAVSFG0.13 TO 0.175,Diamond,Pear,VS,FG,0.13 TO 0.175,72000,108000
DIABAGVVSEF0.18 TO 0.22,Diamond,Baguette,VVS,EF,0.18 TO 0.22,72000,108000
DIAMAQVS-SIGH0.085 TO 0.125,Diamond,Marquise,VS-SI,GH,0.085 TO 0.125,72000,108000
SLTPEAVVS-VSFG0.30 TO 0.39,Solitaire_Diamond,Pear,VVS-VS,FG,0.30 TO 0.39,150000,225000
DIAPEAVS-SIHI0.13 TO 0.175,Diamond,Pear,VS-SI,HI,0.13 TO 0.175,72000,108000
DIARNDVVS-VSFG0.085 TO 0.125,Diamond,Round,VVS-VS,FG,0.085 TO 0.125,72000,108000
DIAFANVVS-VSFGH0.23 TO 0.29,Diamond,,VVS-VS,FGH,0.23 TO 0.29,72000,108000
DIAFANVS-SIGH0.085 TO 0.125,Diamond,,VS-SI,GH,0.085 to 0.125,72000,108000
DIARNDVSGHI0.000 TO 0.056,Diamond,Round,VS,GHI,0.000 TO 0.056,72000,108000
DIAMAQVS-SIIJ0.23 TO 0.29,Diamond,Marquise,VS-SI,IJ,0.23 TO 0.29,72000,108000
DIAMAQVS-SIGH0.18 TO 0.22,Diamond,Marquise,VS-SI,GH,0.18 TO 0.22,72000,108000
DIAPEAVS-SIGH0.085 TO 0.125,Diamond,Pear,VS-SI,GH,0.085 TO 0.125,72000,108000
DIAMAQVSGH0.000 TO 0.056,Diamond,Marquise,VS,GH,0.000 TO 0.056,72000,108000
DIAPEAVS-SIFG0.13 TO 0.175,Diamond,Pear,VS-SI,FG,0.13 TO 0.175,72000,108000
SLTFANVVS-VSGH0.40 TO 0.49,Solitaire_Diamond,,VVS-VS,GH,0.40 to 0.49,150000,225000
SLTRNDVVS-VSGH0.30 TO 0.39,Solitaire_Diamond,Round,VVS-VS,GH,0.30 TO 0.39,150000,225000
DIAPRIVVS1G0.085 TO 0.125,Diamond,Princess,VVS1,G, 0.085 TO 0.125,72000,108000
DIARNDVVSFG0.000 TO 0.056,Diamond,Round,VVS,FG,0.000 TO 0.056,72000,108000
DIAPEAVVS1G0.23 TO 0.29,Diamond,Pear,VVS1,G,0.23 TO 0.29,72000,108000
DIAMAQVSGH0.13 TO 0.175,Diamond,Marquise,VS,GH,0.13 TO 0.175,72000,108000
DIARNDVSFGH0.000 TO 0.056,Diamond,Round,VS,FGH,0.000 TO 0.056,72000,108000
DIAFANVVSGH0.000 TO 0.056,Diamond,,VVS,GH,0.000 TO 0.056,72000,108000
DIARNDVVSFG0.085 TO 0.125,Diamond,Round,VVS,FG,0.085 TO 0.125,72000,108000
SLTRNDVVSEF0.50 TO 0.69,Solitaire_Diamond,Round,VVS,EF,0.50 TO 0.69,150000,225000
SLTRNDVVSEF0.23 TO 0.29,Solitaire_Diamond,Round,VVS,EF,0.23 TO 0.29,150000,225000
DIAMAQVVS-VSHI0.18 TO 0.22,Diamond,Marquise,VVS-VS,HI,0.18 TO 0.22,72000,108000
DIAPEAVSHIJ0.23 TO 0.29,Diamond,Pear,VS,HIJ,0.23 TO 0.29,72000,108000
DIAMAQVVS-VSIJ0.13 TO 0.175,Diamond,Marquise,VVS-VS,IJ,0.13 TO 0.175,72000,108000
DIAMRQVVS - VSGH0.075 TO 0.08,Diamond,Marquise,VVS-VS,GH,0.075 TO 0.08,72000,108000
DIARNDVVS - VSGH0.085 TO 0.125,Diamond,Round,VVS-VS,GH,0.085 TO 0.125,72000,108000
DIARNDVVSEF  0.23 TO 0.29(VI),Diamond,Round,VVS,EF,  0.23 TO 0.29(VI),72000,108000
DIAMRQVSFGH  0.23 TO 0.29 (VI),Diamond,Marquise,VS,FGH,  0.23 TO 0.29 (VI),72000,108000
DIAMRQVSFGH  0.075 TO 0.08 (II),Diamond,Marquise,VS,FGH,  0.075 TO 0.08 (II),72000,108000
SLTPEAVSFGH  0.30 TO 0.39(VII),Solitaire_Diamond,Pear,VS,FGH,  0.30 TO 0.39(VII),150000,225000
SLTRNDVSFGH  0.30 TO 0.39(VII),Solitaire_Diamond,Round,VS,FGH,  0.30 TO 0.39(VII),150000,225000
DIAPRIVVSGH0.000 TO 0.056,Diamond,Princess,VVS,GH,0.000 TO 0.056,72000,108000
DIARNDVVSGH0.075 TO 0.08,Diamond,Round,VVS,GH,0.075 TO 0.08,72000,108000
DIAMLEVVSEF0.057 TO 0.074,Diamond,,VVS,EF,0.057 TO 0.074,72000,108000
SLTRNDVS2H0.30 TO 0.39,Solitaire_Diamond,Round,VS2,H,0.30 TO 0.39,150000,225000
DIAPEAVVSGH 0.18 TO 0.22,Diamond,Pear,VVS,GH, 0.18 TO 0.22,72000,108000
DIAPEAVVSGH0.135 TO 0.175,Diamond,Pear,VVS,GH,0.135 TO 0.175,72000,108000
DIAFMRVVSEF0.085 TO 0.125,Forevermark,,VVS,EF,0.085 TO 0.125,90000,135000
SLTRNDIFD0.50 to 0.69 (IX),Solitaire_Diamond,Round,IF,D,0.50 to 0.69 (IX),150000,225000
DIACUSMIXMIXMIX,Diamond,,,,,72000,108000
DIARNDVVS1E0.40 TO 0.49(VIII),Diamond,Round,VVS1,E,0.40 TO 0.49(VIII),72000,108000
DIAMAQVVS-VSFG0.075 TO 0.08,Diamond,Marquise,VVS-VS,FG,0.075 TO 0.08,72000,108000
DIAPRIVSHI0.000 TO 0.056,Diamond,Princess,VS,HI,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSGHI0.000 TO 0.056,Diamond,Pear,VVS-VS,GHI,0.000 TO 0.056,72000,108000
DIAMAQVVSGH0.13 TO 0.175,Diamond,Marquise,VVS,GH,0.13 TO 0.175,72000,108000
DIARNDVVS-VSFG0.000 TO 0.056,Diamond,Round,VVS-VS,FG,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSFG0.000 TO 0.056,Diamond,Pear,VVS-VS,FG,0.000 TO 0.056,72000,108000
ROSMIXVVS-VSGH0.000 TO 0.056,Diamond,,VVS-VS,GH,0.000 TO 0.056,72000,108000
SLTRNDVVS1E0.30 TO 0.39,Solitaire_Diamond,Round,VVS1,E,0.30 TO 0.39,150000,225000
DIAMAQVVS-VSIJ0.18 TO 0.22,Diamond,Marquise,VVS-VS,IJ,0.18 TO 0.22,72000,108000
DIAPEAVVS-VSGH0.18 TO 0.22,Diamond,Pear,VVS-VS,GH, 0.18 TO 0.22,72000,108000
DIAPRIVVS-VSFG0.085 TO 0.125,Diamond,Princess,VVS-VS,FG, 0.085 TO 0.125,72000,108000
DIAPRIVVS-VSFG0.13 TO 0.175,Diamond,Princess,VVS-VS,FG,0.13 TO 0.175,72000,108000
DIAPEAVVSGHI0.23 TO 0.29,Diamond,Pear,VVS,GHI,0.23 TO 0.29,72000,108000
DIABAGVVS-VSFG0.000 TO 0.056,Diamond,Baguette,VVS-VS,FG,0.000 TO 0.056,72000,108000
DIAMAQVVSEF0.075 TO 0.08,Diamond,Marquise,VVS,EF,0.075 TO 0.08,72000,108000
SLTPEAVVS1E0.30 TO 0.39,Solitaire_Diamond,Pear,VVS1,E,0.30 TO 0.39,150000,225000
DIAMAQVVS1E0.13 TO 0.175,Diamond,Marquise,VVS1,E,0.13 TO 0.175,72000,108000
DIARNDVVS1E0.13 TO 0.175,Diamond,Round,VVS1,E,0.13 TO 0.175,72000,108000
SLTMAQVVS-VSHI0.30 TO 0.39,Solitaire_Diamond,Marquise,VVS-VS,HI,0.30 TO 0.39,150000,225000
DIAMAQVVSGHI0.18 TO 0.22,Diamond,Marquise,VVS,GHI,0.18 TO 0.22,72000,108000
DIAPEAVVS-VSFG0.23 TO 0.29,Diamond,Pear,VVS-VS,FG,0.23 TO 0.29,72000,108000
DIAFANVVS-VSFG0.18 TO 0.22,Diamond,,VVS-VS,FG,0.18 TO 0.22,72000,108000
DIAPRIVVS-VSFGH0.000 TO 0.056,Diamond,Princess,VVS-VS,FGH,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSHI0.075 TO 0.08,Diamond,Pear,VVS-VS,HI,0.075 TO 0.08,72000,108000
DIARNDVVSFG0.13 TO 0.175,Diamond,Round,VVS,FG,0.13 TO 0.175,72000,108000
DIAPEAVS-SIGH0.075 TO 0.08,Diamond,Pear,VS-SI,GH,0.075 TO 0.08,72000,108000
DIAPEAVVS-VSFGH0.23 TO 0.29,Diamond,Pear,VVS-VS,FGH,0.23 TO 0.29,72000,108000
DIAFANVVS-VSHI0.23 TO 0.29,Diamond,,VVS-VS,HI,0.23 TO 0.29,72000,108000
DIAMAQVVS-VSFGH0.13 TO 0.175,Diamond,Marquise,VVS-VS,FGH,0.13 TO 0.175,72000,108000
DIABAGVVS-VSFGH0.000 TO 0.056,Diamond,Baguette,VVS-VS,FGH,0.000 TO 0.056,72000,108000
DIAFANVVS-VSHI/EF0.085 TO 0.125,Diamond,,VVS-VS,HI/EF,0.085 to 0.125,72000,108000
DIAPRIVS-SIGH0.23 TO 0.29,Diamond,Princess,VS-SI,GH,0.23 TO 0.29,72000,108000
SLTPRIVS-SIGH0.30 TO 0.39,Solitaire_Diamond,Princess,VS-SI,GH,0.30 TO 0.39,150000,225000
DIAMUTVVSEF0.000 TO 0.056,Diamond,,VVS,EF,0.000 TO 0.056,72000,108000
SLTFANVVS1E0.70 TO 0.99,Solitaire_Diamond,,VVS1,E,0.70 TO 0.99,150000,225000
DIAPRIVVS-VSGHI0.18 TO 0.22,Diamond,Princess,VVS-VS,GHI,0.18 TO 0.22,72000,108000
DIAMAQVVS-VSGHI0.18 TO 0.22,Diamond,Marquise,VVS-VS,GHI,0.18 TO 0.22,72000,108000
DIAMAQVVS1G0.23 TO 0.29,Diamond,Marquise,VVS1,G,0.23 TO 0.29,72000,108000
SLTPEAVVS1G0.50 TO 0.69,Solitaire_Diamond,Pear,VVS1,G,0.50 TO 0.69,150000,225000
DIAFANVVS1E0.13 TO 0.175,Diamond,,VVS1,E,0.13 TO 0.175,72000,108000
