variant_name,product_type,category,sub_category,sub_sub_category,gold_diamond_uncut,display_in_ui
LBDVNKREGCDI,LB_Diamond,Vanki,Regular,Colour_Diamond,Diamond,No
KUNCKRREGREG,Kundan,Chokar_Tops,Regular,Regular,Diamond,No
RJTBRCLSEREG,Chain,Bracelet,Regular,Regular,Diamond,No
NEWFNIREGREG,New,Fancy_Iteam,Regular,Regular,Diamond,No
LBDBNGREGFDI,LB_Diamond,Bangle,Regular,Full_Diamond,Diamond,No
MCNBNGS04ROD,Machin_made,Bangle,Regular,Rhodium,Diamond,No
RJTBRCOVLREG,Chain,Bracelet,Regular,Regular,Diamond,No
VCLBRCLSEREG,Victorian_Collection,Bracelet,Regular,Regular,Diamond,No
RJTBRCLSEROD,Chain,Bracelet,Regular,Rhodium,Diamond,No
OPNERNRGRCDI,Open_Setting,Earring,Regular,Colour_Diamond,Diamond,No
OPNCKRRGRRGR,Open_Setting,Chokar_Tops,Regular,Regular,Diamond,No
OPNHARRGRSP3,Open_Setting,Haram,Regular,Special_3Line,Diamond,No
MALCHNREGREG,Mala,Chain,Regular,Regular,Diamond,No
FNIITMREGREG,Fancy_Iteam,Iteam,Regular,Regular,Diamond,No
PLGBNGS01REG,Plain_Gold,Bangle,Regular,Regular,Diamond,No
PLNBRCOVLREG,Plain_Gold,Bracelet,Regular,Regular,Diamond,No
OPNHARRGRCON,Open_Setting,Haram,Regular,Coin,Diamond,No
OPNHARREGSP1,Open_Setting,Haram,Regular,Special_1Line,Diamond,No
CDICKRREGREG,Colour_Diamond,Chokar_Tops,Regular,Regular,Diamond,No
LBDHATREGCDI,LB_Diamond,Haram_Tops,Regular,Colour_Diamond,Diamond,No
RESMALREGREG,Ruby_Emerald_Stones,Mala,Regular,Regular,Diamond,No
OPNBNGRGRCDI,Open_Setting,Bangle,Regular,Colour_Diamond,Diamond,No
UPCBLTREGAST,Uncut_polki_collection,Belt,Regular,Asta_LAKSHMI,Diamond,No
CDIBLTREGREG,Colour_Diamond,Belt,Regular,Regular,Diamond,No
PLGKLPREGREG,Plain_Gold,Kalipoth,Regular,Regular,Diamond,No
OPNMATCNDNET,Open_Setting,Matching_Tops,Regular,Necklace_Tops,Diamond,No
OLDBLMREGREG,Old,Bletmoguppu,Regular,Regular,Diamond,No
CSTBRCOVLREG,Customer,Bracelet,Regular,Regular,Diamond,No
TMCBRCOVLREG,Temple,Bracelet,Regular,Regular,Diamond,No
PLGBRCLSEREG,Plain_Gold,Bracelet,Regular,Regular,Diamond,No
PLGPNDREGREG,Plain_Gold,Pendant,Regular,Regular,Diamond,No
OLDCHNREGREG,Old,Chain,Regular,Regular,Diamond,No
UPCBLTREGBBY,Uncut_polki_collection,Belt,Regular,Baby,Diamond,No
OPNBLTRGRRGR,Open_Setting,Belt,Regular,Regular,Diamond,No
CSTBRCROUREG,Customer,Bracelet,Regular,Regular,Diamond,No
OPNBLTREGPAT,Open_Setting,Belt,Regular,Patti,Diamond,No
OPNCKRREGFAN,Open_Setting,Chokar_Tops,Regular,Fancy,Diamond,No
OPNJDAREGREG,Open_Setting,Jada,Regular,Regular,Diamond,No
OPNMATCNDCKT,Open_Setting,Matching_Tops,Regular,Chokar_Tops,Diamond,No
CSTPNDREGGAN,Customer,Pendant,Regular,Gents,Diamond,No
CPINECREGVRM,Chakri_Product,Necklace,Regular,Ram_Parivar,Diamond,No
CPIJMKREGREG,Chakri_Product,Jhumki,Regular,Regular,Diamond,No
ITLBRCOVLREG,Itealian,Bracelet,Regular,Regular,Diamond,No
MCNBNGS01ROD,Machin_made,Bangle,Regular,Rhodium,Diamond,No
RJTBRCROUROD,Chain,Bracelet,Regular,Rhodium,Diamond,No
RESPNDREGREG,Ruby_Emerald_Stones,Pendant,Regular,Regular,Diamond,No
CPIBRCOVLREG,Chakri_Product,Bracelet,Regular,Regular,Diamond,No
RESJMKREGREG,Ruby_Emerald_Stones,Jhumki,Regular,Regular,Diamond,No
CSTBRCOVLROD,Customer,Bracelet,Regular,Rhodium,Diamond,No
VCLHARREGMNG,Victorian_Collection,Haram,Regular,Mango,Diamond,No
ANCJDAREGREG,Antiq,Jada,Regular,Regular,Diamond,No
TMCBNGS04REG,Temple,Bangle,Regular,Regular,Diamond,No
VCLNECREGKUN,Victorian_Collection,Necklace,Regular,Kundan,Diamond,No
OPNNECRGRRGR,Open_Setting,Necklace,Regular,Regular,Diamond,No
LBDBLTREGCDI,LB_Diamond,Belt,Regular,Colour_Diamond,Diamond,No
OPNBLMRGRRGR,Open_Setting,Bletmoguppu,Regular,Regular,Diamond,No
ANCHARREGVRM,Antiq,Haram,Regular,Ram_Parivar,Diamond,No
CLSERNREGCKT,Close_Setting,Earring,Regular,Chokar_Tops,Diamond,No
MCNCHNREG3LN,Machin_made,Chain,Regular,3_Line,Diamond,No
RESNECREGVRM,Ruby_Emerald_Stones,Necklace,Regular,Ram_Parivar,Diamond,No
CBTBRCOVLREG,Chain,Bracelet,Regular,Regular,Diamond,No
RESHARREGVRM,Ruby_Emerald_Stones,Haram,Regular,Ram_Parivar,Diamond,No
CSTBRCLSEROD,Customer,Bracelet,Regular,Rhodium,Diamond,No
RESNECREGMNG,Ruby_Emerald_Stones,Necklace,Regular,Mango,Diamond,No
RESHARREGMNG,Ruby_Emerald_Stones,Haram,Regular,Mango,Diamond,No
CZAJMKREGREG,Cubic_Zirconia,Jhumki,Regular,Regular,Diamond,No
KUNNECREGVRM,Kundan,Necklace,Regular,Ram_Parivar,Diamond,No
CBTBRCLSEREG,Chain,Bracelet,Regular,Regular,Diamond,No
TMCNECREGVRM,Temple,Necklace,Regular,Ram_Parivar,Diamond,No
CPIHARREGMNG,Chakri_Product,Haram,Regular,Mango,Diamond,No
CZAPNDREGREG,Cubic_Zirconia,Pendant,Regular,Regular,Diamond,No
KUNNECREGMNG,Kundan,Necklace,Regular,Mango,Diamond,No
ANCNECREGDOR,Antiq,Necklace,Regular,DORI,Diamond,No
ITLBRCROUREG,Itealian,Bracelet,Regular,Regular,Diamond,No
CZAPNDREGBBY,Cubic_Zirconia,Pendant,Regular,Baby,Diamond,No
CLSJMKREGCDI,Close_Setting,Jhumki,Regular,Colour_Diamond,Diamond,No
LRGNETCNDCDI,Large,Necklace_Tops,Regular,Colour_Diamond,Diamond,No
OLDTLMREGREG,Old,Tali_moguppu,Regular,Regular,Diamond,No
OPNERNRGRFDI,Open_Setting,Earring,Regular,Full_Diamond,Diamond,No
NEWBNGREGREG,New,Bangle,Regular,Regular,Diamond,No
MCNCHNBCNREG,Machin_made,Chain,Regular,Regular,Diamond,No
PLTRNGRGRRGR,Platinum,Ring,Regular,Regular,Diamond,No
LRGNETREGCDI,Large,Necklace_Tops,Regular,Colour_Diamond,Diamond,No
PLGBNGS02REG,Plain_Gold,Bangle,Regular,Regular,Diamond,No
TMCPNDREGGAN,Temple,Pendant,Regular,Gents,Diamond,No
OPNNECREGKAS,Open_Setting,Necklace,Regular,Kasu_Mala,Diamond,No
OPNBLMREGREG,Open_Setting,Bletmoguppu,Regular,Regular,Diamond,No
OPNHARREGTRD,Open_Setting,Haram,Regular,Treditional,Diamond,No
TMCPNDREGLDS,Temple,Pendant,Regular,Ladies,Diamond,No
RESJDAREGREG,Ruby_Emerald_Stones,Jada,Regular,Regular,Diamond,No
OLDNSPREGREG,Old,Nose_Pin,Regular,Regular,Diamond,No
ITLPNDREGREG,Itealian,Pendant,Regular,Regular,Diamond,No
CZABNGS02REG,Cubic_Zirconia,Bangle,Regular,Regular,Diamond,No
OLDVNKREGREG,Old,Vanki,Regular,Regular,Diamond,No
TMCCKRREGKUN,Temple,Chokar_Tops,Regular,Kundan,Diamond,No
TMCPNDREGGOD,Temple,Pendant,Regular,GOD_PND,Diamond,No
VCLPNDREGGAN,Victorian_Collection,Pendant,Regular,Gents,Diamond,No
OPNMATCNDNCT,Open_Setting,Matching_Tops,Regular,Necklace_Tops,Diamond,No
CLSTKAREGREG,Close_Setting,Tika,Regular,Regular,Diamond,No
TMCBLTREGKUN,Temple,Belt,Regular,Kundan,Diamond,No
CLSHARREGTRD,Close_Setting,Haram,Regular,Treditional,Diamond,No
OPNMATREGHAT,Open_Setting,Matching_Tops,Regular,Haram_Tops,Diamond,No
CLSHARREGKAS,Close_Setting,Haram,Regular,Kasu_Mala,Diamond,No
CLSNECREGKAS,Close_Setting,Necklace,Regular,Kasu_Mala,Diamond,No
OLDTLCREGREG,Old,Tali_chain,Regular,Regular,Diamond,No
NEWBRCREGREG,New,Bracelet,Regular,Regular,Diamond,No
OPNERNREGPLN,Open_Setting,Earring,Regular,Plain_Gold,Diamond,No
NEWRNGREGREG,New,Ring,Regular,Regular,Diamond,No
CLSBLTREGREG,Close_Setting,Belt,Regular,Regular,Diamond,No
UPCERNREGREG,Uncut_polki_collection,Earring,Regular,Regular,Diamond,No
UPCNECREGDOR,Uncut_polki_collection,Necklace,Regular,DORI,Diamond,No
OPNERNCNDCDI,Open_Setting,Earring,Regular,Colour_Diamond,Diamond,No
NEWCHNREGREG,New,Chain,Regular,Regular,Diamond,No
RESBNGS04REG,Ruby_Emerald_Stones,Bangle,Regular,Regular,Diamond,No
OPNNECREGMCH,Open_Setting,Necklace,Regular,Mess_Chain,Diamond,No
KUNBNGS01REG,Kundan,Bangle,Regular,Regular,Diamond,No
CUSCHNGREGREG,Customer,Hanging,Regular,Regular,Diamond,No
KSUCOINREGREG,Kasu,Coin,Regular,Regular,Diamond,No
SMPMALAREGREG,Sample,MALA,Regular,Regular,Diamond,No
CUSSLVRREGREG,Customer,Silver,Regular,Regular,Diamond,No
OLDGOLDREGREG,Old,Gold,Regular,Regular,Diamond,No
SMPCHNGREGREG,Sample,Hanging,Regular,Regular,Diamond,No
OLDMALAREGREG,Old,MALA,Regular,Regular,Diamond,No
CDIJMK7523REGR,Colour_Diamond,Jhumki,Regular,Regular,Diamond,No
CDISHP7673REGR,Colour_Diamond,Single_Hook_Pendant,Regular,Regular,Diamond,No
OLDGOLDREGREGR,Old,Gold,Regular,Regular,Diamond,No
GHATREGREGRREG,Haram_Tops,Regular,Regular,Regular,Diamond,No
GOLDCOINREGREG,Gold,Coin,Regular,Regular,Diamond,No
MALA3139REGREG,MALA,Regular,Regular,Regular,Diamond,No
CDIBLMREGRREGR,Colour_Diamond,Bletmoguppu,Regular,Regular,Diamond,No
CDICKRREGRREGR,Colour_Diamond,Chokar_Tops,Regular,Regular,Diamond,No
CDINECREGRRTRD,Colour_Diamond,Necklace,Regular,Treditional,Diamond,No
FDIDHPREGRREGR,Full_Diamond,Double_Hook_Pendant,Regular,Regular,Diamond,No
FDIMTLREGRREGR,Full_Diamond,Matil,Regular,Regular,Diamond,No
FDISHPREGRREGR,Full_Diamond,Single_Hook_Pendant,Regular,Regular,Diamond,No
FNIFNIREGRREGR,Fancy_Iteam,Fancy_Iteam,Regular,Regular,Diamond,No
ORDORDREGRREGR,Order,Order,Regular,Regular,Diamond,No
TMCHARREGRREGR,Temple,Haram,Regular,Regular,Diamond,No
TMCJMKREGRREGR,Temple,Jhumki,Regular,Regular,Diamond,No
ANCNECSHTREG,Antiq,Necklace,Short,Regular,Gold/Uncut,Yes
GTPNECSHTREG,Guttapusulu,Necklace,Short,Regular,Diamond,No
VCLNECSHTREG,Victorian_Collection,Necklace,Short,Regular,Diamond,No
OPNPNDSHKCDI,Open_Setting,Pendant,Single_Hook,Colour_Diamond,Diamond/Gold,Yes
CLSPNDSHKCDI,Close_Setting,Pendant,Single_Hook,Colour_Diamond,Diamond,Yes
OPNPNDSHKFDI,Open_Setting,Pendant,Single_Hook,Full_Diamond,Diamond,Yes
CLSPNDSHKFDI,Close_Setting,Pendant,Single_Hook,Full_Diamond,Diamond,No
OPNPNDSHKPUS,Open_Setting,Pendant,Single_Hook,Pusta,Diamond,No
OPNPNDSHKCAR,Open_Setting,Pendant,Single_Hook,Carving,Diamond,No
CLSPNDSHKPUS,Close_Setting,Pendant,Single_Hook,Pusta,Diamond,No
CLSPNDSHKFLR,Close_Setting,Pendant,Single_Hook,Flower,Diamond,No
LSPPNDSHKMUT,Luxury_Special_Product,Pendant,Single_Hook,Mutal_Cut,Diamond,No
LRGPNDSHKFDI,Large,Pendant,Single_Hook,Full_Diamond,Diamond,No
LSPPNDSHKFDI,Luxury_Special_Product,Pendant,Single_Hook,Full_Diamond,Diamond,No
LSPPNDSHKCDI,Luxury_Special_Product,Pendant,Single_Hook,Colour_Diamond,Diamond,No
LBDPNDSHKCDI,LB_Diamond,Pendant,Single_Hook,Colour_Diamond,Diamond,No
OPNPNDSHKPLN,Open_Setting,Pendant,Single_Hook,Plain_Gold,Diamond,No
CDIPNDSHOKSCLC,Colour_Diamond,Pendant,Single_Hook,Single_hook_close_setting_colour_diamond,Diamond,No
CDIPNDSHOKSOPC,Colour_Diamond,Pendant,Single_Hook,Single_hook_open_setting_colour_diamond,Diamond,No
CDIPNDSHOKSOPF,Colour_Diamond,Pendant,Single_Hook,Single_hook_open_setting_full_diamond,Diamond,No
FDIPNDSHOKSCLF,Full_Diamond,Pendant,Single_Hook,Single_hook_close_setting_full_diamond,Diamond,No
OPNERNSLTREG,Open_Setting,Earring,Solitaire,Regular,Diamond,Yes
OPNNECSLTREG,Open_Setting,Necklace,Solitaire,Regular,Diamond,No
CLSNECSLTREG,Close_Setting,Necklace,Solitaire,Regular,Diamond,No
LSPPNDSPLMUT,Luxury_Special_Product,Pendant,Special,Mutal_Cut,Diamond,No
LSPHARSPLCDI,Luxury_Special_Product,Haram,Special,Colour_Diamond,Diamond,No
LSPSTNSPLMUT,Luxury_Special_Product,Necklace,Special,Mutal_Cut,Diamond,No
LSPNECSPLMUT,Luxury_Special_Product,Necklace,Special,Mutal_Cut,Diamond,No
LSPNECSPLCDI,Luxury_Special_Product,Necklace,Special,Colour_Diamond,Diamond,No
LSPCKRSPLCDI,Luxury_Special_Product,Chokar_Tops,Special,Colour_Diamond,Diamond,No
LSPRNGSPLMUT,Luxury_Special_Product,Ring,Special,Mutal_Cut,Diamond,No
LSPBNGSPLMUT,Luxury_Special_Product,Bangle,Special,Mutal_Cut,Diamond,No
LSPNETSPLCDI,Luxury_Special_Product,Necklace_Tops,Special,Colour_Diamond,Diamond,No
LSPCKTSPLCDI,Luxury_Special_Product,Chokar_Tops,Special,Colour_Diamond,Diamond,No
LSPSTNSPLFDI,Luxury_Special_Product,Necklace,Special,Full_Diamond,Diamond,No
LSPHNGSPLMUT,Luxury_Special_Product,Hanging,Special,Mutal_Cut,Diamond,No
CDINECSPELS1LN,Colour_Diamond,Necklace,Special,1_Line,Diamond,No
CDIHARSP2LS2LN,Colour_Diamond,Haram,Special_2Line,2_Line,Diamond,No
CDIHARSP3LS3LN,Colour_Diamond,Haram,Special_3Line,3_Line,Diamond,No
CDINECSP3LS3LN,Colour_Diamond,Necklace,Special_3Line,3_Line,Diamond,No
TMCERNSTDREG,Temple,Earring,Stud,Regular,Diamond,Yes
KSUERNSTDREG,Kasu,Earring,Stud,Regular,Diamond,Yes
UPCERNSTDREG,Uncut_polki_collection,Earring,Stud,Regular,Diamond,No
OPNMATSTDPNT,Open_Setting,Matching_Tops,Stud,Pendant,Diamond,No
CZAERNSTDREG,Cubic_Zirconia,Earring,Stud,Regular,Diamond,No
VCLERNSTDREG,Victorian_Collection,Earring,Stud,Regular,Diamond,No
OPNMATSTDNET,Open_Setting,Matching_Tops,Stud,Necklace_Tops,Diamond,No
CSTERNSTDREG,Customer,Earring,Stud,Regular,Diamond,No
ANCERNSTDREG,Antiq,Earring,Stud,Regular,Diamond,No
UPCMATSTDREG,Uncut_polki_collection,Matching_Tops,Stud,Regular,Diamond,No
RESERNSTDREG,Ruby_Emerald_Stones,Earring,Stud,Regular,Diamond,No
ANCMATSTDREG,Antiq,Matching_Tops,Stud,Regular,Diamond,No
TMCMATSTDREG,Temple,Matching_Tops,Stud,Regular,Diamond,No
ANCMATSTDVRM,Antiq,Matching_Tops,Stud,Ram_Parivar,Diamond,No
CPIMATSTDREG,Chakri_Product,Matching_Tops,Stud,Regular,Diamond,No
VCLMATSTDREG,Victorian_Collection,Matching_Tops,Stud,Regular,Diamond,No
OPNERNSTDFDI,Open_Setting,Earring,Stud,Full_Diamond,Diamond,No
GTPERNSTDREG,Guttapusulu,Earring,Stud,Regular,Diamond,No
PLGERNSTDREG,Plain_Gold,Earring,Stud,Regular,Diamond,No
FDIPNDTALMTLMO,Full_Diamond,Pendant,Taalimoguppu,Tali_Moguppu,Diamond,No
OPNPNDTLMREG,Open_Setting,Pendant,Tali_moguppu,Regular,Gold/Uncut,Yes
CLSPNDTLMREG,Close_Setting,Pendant,Tali_moguppu,Regular,Diamond,No
CDIPNDTIGRTGRC,Colour_Diamond,Pendant,Tiger_Nail,Tiger_Nail,Diamond,No
CDIPNDTIGRTGRO,Colour_Diamond,Pendant,Tiger_Nail,Tiger_Nail,Diamond,No
CLSBNGTODREG,Close_Setting,Bangle,Todha,Regular,Diamond,No
