PartTerminologyID
10177
10226
10884
10885
10887
10888
10889
17137
10939
10940
11536
12695
12696
12697
13238
13800
13824
13942
14204
14205
13000
14726
14886
7584
13267
22682
1684
1688
7556
7564
7592
7600
7604
7608
13801
7612
7616
7572
7588
7602
2476
10292
10728
11537
11544
11896
1744
1896
7636
2412
2416
2448
2700
2920
10015
10030
11667
11668
11669
10293
10782
11672
12702
13006
13656
13990
15178
4152
4156
10326
12616
2068
2172
14062
2501
1920
2184
7008
7192
10028
10045
10989
12196
2188
7000
7196
10767
12184
12188
1916
7100
10769
12113
13134
13313
13561
16176
2196
8660
10673
12739
2208
10178
13635
11618
12043
18313
6628
17215
6608
6612
7748
10963
12199
1704
2277
12047
14438
15322
13259
1960
1961
1964
1968
1972
1988
1992
1993
1996
2000
2012
2044
2053
8060
8064
1412
10733
11716
13583
14978
2182
2200
2204
10337
11593
13331
12609
6560
6916
12957
6256
10431
5340
8848
8856
10717
11110
12399
7212
6192
8852
8868
6200
6208
11156
7224
5872
5880
13193
5808
16131
1728
1836
10338
13261
14717
2264
2268
2304
2306
2344
8068
10438
10608
10629
11624
11625
11626
11628
11629
11631
12286
12844
13057
13098
13099
13367
13411
13594
13769
13932
13933
13976
14051
14076
14368
14612
14752
15061
15196
16309
16448
1792
1820
10620
10857
10875
10876
11532
11533
12217
12815
13613
14338
14840
15076
15399
15472
15473
16789
17279
6708
6972
10459
6768
2332
5348
5352
5354
8148
8172
8732
8756
8797
8798
10605
11015
11022
11039
11053
11075
12627
12639
12971
13202
13236
14247
14773
16432
5896
5908
5944
5964
5980
6000
6004
6288
11147
11150
14656
15091
15092
16521
6044
6048
6096
6112
6132
6305
6472
10589
11196
11199
11208
11211
11217
11221
12534
13174
14373
16329
16340
7274
7289
7290
7318
7319
7320
7321
7323
7372
7378
7380
7407
10586
10637
11350
11353
11354
7920
12661
12662
12663
12750
12988
13113
13434
13628
13798
14150
14162
15735
10461
2512
13361
15459
2688
11689
13371
13372
13373
13374
13375
13376
13377
13378
13379
13380
50247
13382
13383
13384
13385
13386
13387
13388
13390
13391
16102
8600
10964
5193
5196
5260
5321
5328
5544
5548
5648
5652
5656
5680
5716
5720
5721
5724
5728
5737
5740
5744
5748
5752
5756
5759
5760
5776
10297
10318
10441
10443
10445
10446
10447
10448
10463
10464
10465
10466
10709
11905
11919
11934
11967
11988
11999
12014
12016
12458
13156
13186
13996
13997
14171
14655
14959
15254
15999
48566
16181
12468
16624
10315
7152
7228
12699
10863
2020
1516
2048
2502
12135
12205
17454
17331
16890
18701
16794
17330
12149
12148
18098
17383
17245
17329
18002
17997
16882
14595
11701
13343
10762
10348
15613
13678
11717
11718
15015
17819
2860
2864
2872
2836
2856
2748
2824
2816
2764
15224
13716
13711
14790
13677
13676
13675
13663
13662
13661
1005
14211
12305
10060
10352
13670
13671
13672
13673
13777
15030
15431
15327
15013
15014
13958
18558
15992
15993
10351
11732
13664
13666
2820
2740
2788
13665
13667
13668
13674
13917
13832
2756
10017
2744
2753
2800
2812
2852
10349
10350
11730
15131
17811
15132
2808
13660
15370
48443
15438
16892
17204
15366
17401
18230
18231
18232
18233
17409
17402
14648
14722
14711
14710
17343
1081
14559
17835
16663
14689
15291
14688
15293
16821
16980
14604
14605
16894
16895
16896
16898
16899
16900
16902
16907
16913
16918
16919
16922
16923
16924
16926
16928
16929
16953
16954
16955
16956
16958
16959
16960
16961
16964
16965
16967
16968
16969
16975
16977
16978
16979
17021
17022
17485
17020
16598
17396
17397
16912
16914
17030
14271
12994
16901
17322
16930
14652
13630
11394
12137
12144
14226
17225
16795
11390
11393
14574
16771
17603
18746
18744
18769
17323
12147
17546
16809
16817
16751
18700
17543
17544
16750
12140
17547
14596
14270
11395
12142
14482
17545
18771
14653
12136
17224
17332
15116
18766
15471
14603
10128
10132
20760
10135
10124
10136
17381
12859
11673
16660
16753
14591
14590
14265
17333
14264
14285
16664
17406
18283
15345
15346
15347
17218
15361
15363
17219
17408
14267
16662
18305
18590
17607
16752
14266
16679
15352
17334
17339
16659
18595
18591
16814
15469
17216
17407
17220
17221
17229
17217
16661
14318
14325
2500
14005
4868
10083
12812
10084
10086
10120
10089
18568
10091
18186
14307
16168
13500
14675
14584
14601
15297
17800
15298
4872
12512
1200
1202
14948
16540
1212
15369
17954
14536
14537
18265
14632
49452
1944
14161
15581
10458
15582
2640
16080
16141
15886
15868
2632
16541
3864
1240
1245
17377
17604
16727
13621
6984
6928
18745
6976
14262
5804
5824
17193
10601
11910
11911
11913
10674
16172
5844
12920
5816
12917
11123
17936
13424
11125
10609
10653
13874
14746
18475
16773
16774
5852
13924
5828
16523
10594
5832
5400
10742
10741
10740
12470
1580
1844
1592
11506
12128
12775
1888
1800
1884
1876
12658
16124
16212
14310
17324
12350
12354
12363
5561
5562
16423
18583
5616
12441
14999
14998
21575
21574
21577
21576
22396
21582
21583
21581
21580
21579
21578
12610
11546
10638
6808
13727
10343
10434
12793
10341
2155
11563
11570
16503
11572
16481
16430
10068
18009
17999
6540
6724
17582
13528
10655
13527
13526
18269
17153
6868
16602
11271
6900
12767
49796
6892
11307
12026
10456
16084
5552
15325
12881
11841
11842
12882
11873
10966
2704
2708
2644
2892
2652
2588
2589
2590
2592
2596
2600
2604
2605
2612
2616
2624
2648
2676
2668
2672
2656
2804
2894
2900
2904
2940
2944
2948
2952
2960
2964
2972
2976
2980
2888
3040
3152
3168
3008
2996
49454
3000
3012
3140
3016
3020
3056
3060
3068
3072
3076
3080
3100
