base_vehicle_id,model_name,sub_model_name
1,Aerio,S
1,Aerio,GS
1,Aerio,SX
1,Aerio,GS
1,Aerio,S
1,Aerio,SX
2,Aerio,S
2,Aerio,GS
2,Aerio,SX
2,Aerio,SX
2,Aerio,GS
2,Aerio,S
18058,Aerio,S
18058,Aerio,SX
18058,Aerio,LX
18058,Aerio,SX
18058,Aerio,S
18058,Aerio,LX
18532,Aerio,LX
18532,Aerio,S
18532,Aerio,SX
18532,Aerio,S
18532,Aerio,SX
18870,Aerio,Base
18870,Aerio,Premium
18870,Aerio,SX
18870,Aerio,SX Premium
18870,Aerio,GL
18870,Aerio,GLS
18870,Aerio,Base
18870,Aerio,Premium
23933,Aerio,Base
23933,Aerio,Premium
23933,Aerio,GL
23933,Aerio,GLS
23933,Aerio,Base
23933,Aerio,Premium
3,Esteem,GL
3,Esteem,GLX
3,Esteem,GLX Plus
3,Esteem,GL
3,Esteem,GLX
3,Esteem,GLX Plus
4,Esteem,GL
4,Esteem,GLX
4,Esteem,GLX Plus
4,Esteem,GL
4,Esteem,GLX
4,Esteem,GLX Plus
5,Esteem,GL
5,Esteem,GLX
5,Esteem,GLX Plus
5,Esteem,GL
5,Esteem,GLX
5,Esteem,GLX Plus
6,Esteem,GL
6,Esteem,GLX
6,Esteem,GLX Plus
6,Esteem,GL
6,Esteem,GLX
7,Esteem,GL
7,Esteem,GLX
7,Esteem,GLX Plus
7,Esteem,GL
7,Esteem,GLX
8,Esteem,GL
8,Esteem,GLX
8,Esteem,GLX Plus
8,Esteem,GLX
8,Esteem,GL
9,Esteem,GL
9,Esteem,GLX
9,Esteem,GLX Plus
9,Esteem,GL
9,Esteem,GLX
10,Esteem,GL
10,Esteem,GLX
10,Esteem,GLX Plus
10,Esteem,GL
10,Esteem,GLX
11,Grand Vitara,JS
11,Grand Vitara,JS Plus
11,Grand Vitara,JLX
11,Grand Vitara,JLX Plus
11,Grand Vitara,JS
11,Grand Vitara,JLX
12,Grand Vitara,JLS
12,Grand Vitara,JLS Plus
12,Grand Vitara,JLX
12,Grand Vitara,JLX Plus
12,Grand Vitara,Limited
12,Grand Vitara,Limited
12,Grand Vitara,JLX
12,Grand Vitara,JLS
13,Grand Vitara,JLS
13,Grand Vitara,JLS Plus
13,Grand Vitara,JLS Plus SE
13,Grand Vitara,JLX
13,Grand Vitara,JLX Plus
13,Grand Vitara,JLX Plus SE
13,Grand Vitara,Limited
13,Grand Vitara,XL-7
13,Grand Vitara,XL-7 Plus
13,Grand Vitara,XL-7 Touring
13,Grand Vitara,XL-7 Limited
13,Grand Vitara,JLX
13,Grand Vitara,XL-7
13,Grand Vitara,Limited
13,Grand Vitara,XL-7 Touring
13,Grand Vitara,JLS
14,Grand Vitara,JLS
14,Grand Vitara,JLX
14,Grand Vitara,Limited
14,Grand Vitara,JLX
14,Grand Vitara,JLS
14,Grand Vitara,Limited
15,Grand Vitara,Base
15,Grand Vitara,Base
18059,Grand Vitara,LX
18059,Grand Vitara,EX
18059,Grand Vitara,EX
18059,Grand Vitara,LX
18530,Grand Vitara,EX
18530,Grand Vitara,LX
18530,Grand Vitara,EX
18530,Grand Vitara,LX
18872,Grand Vitara,Base
18872,Grand Vitara,Luxury
18872,Grand Vitara,Premium
18872,Grand Vitara,XSport
18872,Grand Vitara,GL
18872,Grand Vitara,GLS
18872,Grand Vitara,Luxury
18872,Grand Vitara,Premium
18872,Grand Vitara,Base
18872,Grand Vitara,XSport
23935,Grand Vitara,Base
23935,Grand Vitara,Luxury
23935,Grand Vitara,XSport
23935,Grand Vitara,GL
23935,Grand Vitara,GLS
23935,Grand Vitara,SWT
23935,Grand Vitara,XSport
23935,Grand Vitara,Luxury
23935,Grand Vitara,Base
29040,Grand Vitara,XSport
29040,Grand Vitara,Luxury
29040,Grand Vitara,Base
29040,Grand Vitara,JA
29040,Grand Vitara,JX
29040,Grand Vitara,JLX
29040,Grand Vitara,GL
29040,Grand Vitara,GLS
29040,Grand Vitara,Limited
29040,Grand Vitara,SWT
30243,Grand Vitara,XSport
30243,Grand Vitara,Luxury
30243,Grand Vitara,Base
30243,Grand Vitara,Premium
30243,Grand Vitara,GL
30243,Grand Vitara,GLS
30243,Grand Vitara,JA
30243,Grand Vitara,JX
30243,Grand Vitara,JLX
96078,Grand Vitara,Base
96078,Grand Vitara,Limited
96078,Grand Vitara,Premium
96078,Grand Vitara,XSport
96078,Grand Vitara,JA
96078,Grand Vitara,JLX
96078,Grand Vitara,JX
96078,Grand Vitara,GL
96078,Grand Vitara,GLS
96896,Grand Vitara,Base
96896,Grand Vitara,Limited
96896,Grand Vitara,Premium
96896,Grand Vitara,JX
96896,Grand Vitara,JLX
96896,Grand Vitara,JLX-L
96896,Grand Vitara,GL
96896,Grand Vitara,GLS
118752,Grand Vitara,Base
118752,Grand Vitara,Limited
118752,Grand Vitara,Premium
118752,Grand Vitara,Ultimate Adventure Edition
118752,Grand Vitara,JX
118752,Grand Vitara,JLX
118752,Grand Vitara,JLX-L
118752,Grand Vitara,Urban
118752,Grand Vitara,Base
118752,Grand Vitara,GL
118752,Grand Vitara,GLS
118752,Grand Vitara,Himalaya
125054,Grand Vitara,GL
125054,Grand Vitara,GLS
125054,Grand Vitara,Base
125054,Grand Vitara,Limited
125054,Grand Vitara,Premium
125054,Grand Vitara,JX
125054,Grand Vitara,JLX
125054,Grand Vitara,Urban
125054,Grand Vitara,JLX-L
129782,Grand Vitara,GL
129782,Grand Vitara,GLS
131055,Grand Vitara,GL
131055,Grand Vitara,GLS
131055,Grand Vitara,Special
138334,Grand Vitara,GL
138334,Grand Vitara,GLS
138334,Grand Vitara,Special
141040,Grand Vitara,Special
141040,Grand Vitara,GLS
16,Samurai,JA
16,Samurai,JX
16,Samurai,JX SE
16,Samurai,JA
16,Samurai,JX
16,Samurai,JX SE
17,Samurai,JA
17,Samurai,JX
17,Samurai,JX SE
17,Samurai,JA
17,Samurai,JX
17,Samurai,JX SE
18,Samurai,JA
18,Samurai,JX
18,Samurai,JA
18,Samurai,JX
19,Samurai,Base
19,Samurai,Base
20,Samurai,JL
20,Samurai,JL
21,Samurai,JA
21,Samurai,JL
21,Samurai,JS
21,Samurai,JS
21,Samurai,JA
21,Samurai,JL
22,Samurai,JA
22,Samurai,JA
22,Samurai,JL
22,Samurai,JL
23,Samurai,JA
23,Samurai,JA
23,Samurai,JL
23,Samurai,JL
24,Samurai,JL
24,Samurai,JL
25,Samurai,JL
25,Samurai,JL
13220,Samurai,Base
26,Sidekick,JA
26,Sidekick,JX
26,Sidekick,JLX
26,Sidekick,JLX
26,Sidekick,JA
26,Sidekick,JX
27,Sidekick,JLX
27,Sidekick,JS
27,Sidekick,JX
27,Sidekick,JS
27,Sidekick,JLX
27,Sidekick,JX
27,Sidekick,Base
28,Sidekick,JL
28,Sidekick,JLX
28,Sidekick,JS
28,Sidekick,JX
28,Sidekick,JS
28,Sidekick,JLX
28,Sidekick,JX
28,Sidekick,JL
29,Sidekick,JLX
29,Sidekick,JS
29,Sidekick,JX
29,Sidekick,JS
29,Sidekick,JLX
29,Sidekick,JX
30,Sidekick,JLX
30,Sidekick,JS
30,Sidekick,JX
30,Sidekick,JS
30,Sidekick,JLX
30,Sidekick,JX
30,Sidekick,Base
31,Sidekick,JLX
31,Sidekick,JS
31,Sidekick,JX
31,Sidekick,JS
31,Sidekick,JLX
31,Sidekick,JX
32,Sidekick,JLX
32,Sidekick,JS
32,Sidekick,JX
32,Sidekick,JS
32,Sidekick,JLX
32,Sidekick,JX
33,Sidekick,JS
33,Sidekick,JX
33,Sidekick,JX Sport
33,Sidekick,JLX Sport
33,Sidekick,JS
33,Sidekick,JX
33,Sidekick,JX Sport
33,Sidekick,JLX Sport
33,Sidekick,JA
34,Sidekick,JS
34,Sidekick,JX
34,Sidekick,JX Sport
34,Sidekick,JLX Sport
34,Sidekick,JS
34,Sidekick,JX
34,Sidekick,JX Sport
34,Sidekick,JLX Sport
34,Sidekick,JA
34,Sidekick,JS Sport
34,Sidekick,JS Sport
35,Sidekick,JS
35,Sidekick,JX
35,Sidekick,JS Sport
35,Sidekick,JX Sport
35,Sidekick,JLX Sport
35,Sidekick,JX
35,Sidekick,JX Sport
35,Sidekick,JS Sport
35,Sidekick,JS
35,Sidekick,JLX Sport
36,Swift,GTI
36,Swift,GLX
36,Swift,GLX
36,Swift,GTI
37,Swift,GLX
37,Swift,GA
37,Swift,GL
37,Swift,GT
37,Swift,GS
37,Swift,S
37,Swift,S
37,Swift,GS
37,Swift,GL
37,Swift,GLX
37,Swift,GA
37,Swift,GT
37,Swift,L
38,Swift,GS
38,Swift,GA
38,Swift,GT
38,Swift,GL
38,Swift,GLX
38,Swift,L
38,Swift,GS
38,Swift,GA
38,Swift,GT
39,Swift,GA
39,Swift,GS
39,Swift,GT
39,Swift,GA
39,Swift,GL
39,Swift,GLX
39,Swift,L
39,Swift,GS
39,Swift,GT
40,Swift,GA
40,Swift,GS
40,Swift,GT
40,Swift,GA
40,Swift,GL
40,Swift,GLX
40,Swift,L
40,Swift,GS
40,Swift,GT
41,Swift,GA
41,Swift,GS
41,Swift,GT
41,Swift,GA
41,Swift,L
41,Swift,GS
41,Swift,GT
42,Swift,Base
42,Swift,Base
43,Swift,Base
43,Swift,Base
44,Swift,Base
44,Swift,Base
45,Swift,Base
45,Swift,Base
46,Swift,Base
46,Swift,Base
47,Swift,GA
47,Swift,GL
47,Swift,GA
47,Swift,GL
48,Swift,GA
48,Swift,GL
48,Swift,GL
48,Swift,GA
31840,Swift,Base
31842,Swift,Base
31844,Swift,Base
123018,Swift,Base
123018,Swift,100 Aniversario
123019,Swift,Base
123019,Swift,100 Aniversario
123020,Swift,GL
123020,Swift,GLS
125056,Swift,Sport
125056,Swift,GLS
125056,Swift,GLX
125056,Swift,GA
129796,Swift,GA
129796,Swift,GLS
129796,Swift,GLX
129796,Swift,Sport
130982,Swift,GA
130982,Swift,GLS
130982,Swift,GLX
130982,Swift,Sport
137739,Swift,GA
137739,Swift,GLS
137739,Swift,GLX
137739,Swift,Sport
137739,Swift,Special Edition
141027,Swift,GLS
141027,Swift,GLX
141027,Swift,Edicion Especial
141027,Swift,Sport
146718,Swift,GLS
146718,Swift,GLX
146718,Swift,Boosterjet
49,Vitara,JS
49,Vitara,JS Plus
49,Vitara,JX
49,Vitara,JX Plus
49,Vitara,JS
49,Vitara,JX
50,Vitara,JS
50,Vitara,JLS
50,Vitara,JX
50,Vitara,JLX
50,Vitara,JLX
50,Vitara,JX
50,Vitara,JLS
50,Vitara,JS
51,Vitara,JS
51,Vitara,JLS
51,Vitara,JX
51,Vitara,JLX
51,Vitara,JLX
51,Vitara,JX
51,Vitara,JLS
51,Vitara,JS
52,Vitara,JLS
52,Vitara,JLX
52,Vitara,JA
52,Vitara,JLS
52,Vitara,JLX
53,Vitara,Base
53,Vitara,JLX
53,Vitara,JX
18061,Vitara,LX
18061,Vitara,LX
138335,Vitara,All Grip
138335,Vitara,GLS
138335,Vitara,GLX
142963,Vitara,All Grip
142963,Vitara,Turbo
142963,Vitara,GLS
142963,Vitara,GLX
145412,Vitara,GLS
145412,Vitara,GLX
145412,Vitara,All Grip
145412,Vitara,Turbo
54,X-90,SE
54,X-90,Base
54,X-90,Base
55,X-90,Base
55,X-90,Base
56,X-90,Base
56,X-90,Base
57,XL-7,Base
57,XL-7,Plus
57,XL-7,Touring
57,XL-7,Limited
57,XL-7,Touring
57,XL-7,Limited
58,XL-7,Touring
58,XL-7,Limited
58,XL-7,Touring
58,XL-7,Limited
18060,XL-7,LX
18060,XL-7,EX
18060,XL-7,EX
18060,XL-7,LX
18529,XL-7,EX
18529,XL-7,LX
18529,XL-7,EX
18529,XL-7,LX
18946,XL-7,Base
18946,XL-7,Premium
18946,XL-7,Base
23938,XL-7,Base
23938,XL-7,Luxury
23938,XL-7,Limited
23938,XL-7,GL
23938,XL-7,GLS
23938,XL-7,Base
23938,XL-7,Luxury
23938,XL-7,Limited
29041,XL-7,Premium
29041,XL-7,Limited
29041,XL-7,Luxury
29041,XL-7,Base
29041,XL-7,JX
29041,XL-7,JLX
29041,XL-7,GL
29041,XL-7,GLS
30244,XL-7,Luxury
30244,XL-7,Limited
30244,XL-7,Premium
30244,XL-7,GLS
30244,XL-7,JLX
59,911,Carrera
59,911,S
59,911,S
59,911,Carrera
60,911,S
60,911,Turbo Carrera
60,911,S
60,911,Turbo Carrera
61,911,S
61,911,Turbo Carrera
61,911,S
61,911,Turbo Carrera
62,911,SC
62,911,SC
63,911,SC
63,911,SC
64,911,SC
64,911,SC
65,911,SC
65,911,Base
65,911,SC
66,911,SC
66,911,Base
66,911,SC
67,911,SC
67,911,Base
67,911,SC
68,911,Carrera
68,911,Base
68,911,Carrera
69,911,Carrera
69,911,Base
69,911,Carrera
70,911,Turbo Carrera
70,911,Carrera
70,911,Carrera
70,911,Turbo Carrera
71,911,Turbo Carrera
71,911,Carrera
71,911,Base
71,911,Carrera
71,911,Turbo Carrera
72,911,Turbo Carrera
72,911,Carrera
72,911,Carrera
72,911,Turbo Carrera
73,911,Turbo Carrera
73,911,Carrera
73,911,Carrera 4
73,911,Speedster
73,911,Carrera
73,911,Turbo Carrera
73,911,Carrera 4
73,911,Speedster
74,911,Carrera 2
74,911,Carrera 4
74,911,Carrera 4
74,911,Carrera 2
75,911,Turbo
75,911,Carrera 2
75,911,Carrera 4
75,911,Turbo
75,911,Carrera 4
75,911,Carrera 2
76,911,Carrera 2
76,911,Carrera 4
76,911,Carrera 4
76,911,Carrera 2
76,911,RS America
76,911,Turbo
77,911,Carrera 4
77,911,RS America
77,911,Carrera 2
77,911,Carrera 4
77,911,Carrera 2
77,911,RS America
77,911,Turbo 3.6
78,911,Carrera 2
78,911,Carrera 4
78,911,Speedster
78,911,Turbo 3.6
78,911,RS America
78,911,Carrera 4
78,911,Speedster
78,911,Carrera 2
78,911,RS America
78,911,Targa
78,911,Turbo 3.6
79,911,Carrera
79,911,Carrera 4
79,911,Carrera 4
79,911,Carrera
80,911,Carrera
80,911,Carrera 4
80,911,Carrera 4S
80,911,Targa
80,911,Turbo
80,911,Carrera 4
80,911,Carrera
80,911,Targa
80,911,Carrera 4S
80,911,Turbo
81,911,Carrera
81,911,Carrera 4
81,911,Carrera 4S
81,911,Targa
81,911,Turbo
81,911,Carrera 4
81,911,Carrera
81,911,Targa
81,911,Carrera 4S
81,911,Turbo
81,911,Carrera
82,911,Carrera
82,911,Carrera S
82,911,Carrera 4
82,911,Carrera 4S
82,911,Targa
82,911,Targa
82,911,Carrera
82,911,Carrera 4
82,911,Targa
82,911,Turbo
82,911,Carrera 4
82,911,Carrera
82,911,Carrera 4S
82,911,Carrera S
83,911,Carrera
83,911,Carrera 4
83,911,Carrera
83,911,Carrera 4
83,911,Carrera
84,911,Carrera
84,911,Carrera 4
84,911,Carrera 4
84,911,Carrera
85,911,Carrera
85,911,Carrera 4
85,911,Turbo
85,911,Carrera
85,911,Carrera 4
85,911,GT3
85,911,Turbo
85,911,Carrera 4
85,911,Turbo
85,911,Carrera
86,911,Carrera
86,911,Carrera 4
86,911,Carrera 4S
86,911,GT2
86,911,Turbo
86,911,Carrera
86,911,Carrera 4
86,911,Carrera 4S
86,911,Targa
86,911,Turbo
86,911,Carrera
86,911,Carrera 4S
86,911,Carrera 4
86,911,Turbo
86,911,Targa
86,911,Targa
87,911,Carrera
87,911,Carrera 4
87,911,GT2
87,911,Turbo
87,911,Carrera
87,911,Carrera 4
87,911,Carrera 4S
87,911,Targa
87,911,Turbo
87,911,Carrera 4
87,911,Turbo
87,911,Carrera
87,911,GT2
87,911,Carrera 4S
87,911,Carrera 4S
17012,911,Base
17013,911,Base
17014,911,Base
17014,911,S
17015,911,Base
17015,911,L
17015,911,Base
17015,911,L
17015,911,S
17016,911,E
17016,911,S
17016,911,T
17016,911,E
17016,911,S
17016,911,T
17017,911,E
17017,911,S
17017,911,T
17017,911,E
17017,911,S
17017,911,T
17018,911,E
17018,911,S
17018,911,T
17018,911,E
17018,911,S
17018,911,T
17019,911,E
17019,911,S
17019,911,T
17019,911,E
17019,911,S
17019,911,T
17020,911,E
17020,911,S
17020,911,T
17020,911,E
17020,911,S
17020,911,T
17021,911,Base
17021,911,Carrera
17021,911,S
17021,911,Base
17021,911,Carrera
17021,911,S
18013,911,Carrera 4S
18013,911,Carrera
18013,911,GT2
18013,911,GT3
18013,911,Turbo
18013,911,40th Anniversary Edition
18013,911,Carrera
18013,911,Carrera 4
18013,911,Carrera 4S
18013,911,Targa
18013,911,Turbo
18013,911,GT2
18013,911,GT3
18013,911,Carrera 4S
18013,911,Turbo
18013,911,Carrera
18013,911,Carrera 4
18013,911,Carrera 4
18522,911,Carrera
18522,911,Carrera 4S
18522,911,Turbo
18522,911,Turbo S
18522,911,GT2
18522,911,GT3
18522,911,Carrera S
18522,911,Carrera
18522,911,Carrera 4S
18522,911,Carrera S
18522,911,Targa
18522,911,Turbo
18522,911,Turbo S
18522,911,GT3
18522,911,Turbo
18522,911,Carrera 4S
18522,911,Carrera
18522,911,Carrera S
18522,911,Turbo S
18616,911,Carrera 4S
18616,911,Carrera 4
18616,911,Carrera S
18616,911,Carrera
18616,911,Carrera
18616,911,Carrera 4
18616,911,Carrera 4S
18616,911,Carrera S
18616,911,Carrera 4S
18616,911,Carrera
18616,911,Carrera 4
18616,911,Carrera S
19043,911,Turbo
19043,911,Carrera
19043,911,Carrera 4
19043,911,Carrera 4S
19043,911,Carrera S
19043,911,Targa 4
19043,911,Targa 4S
19043,911,GT3
19043,911,GT3 RS
19043,911,Carrera
19043,911,Carrera 4
19043,911,Carrera 4S
19043,911,Carrera S
19043,911,GT3
19043,911,Targa 4
19043,911,Targa 4S
19043,911,Turbo
19043,911,Carrera S
19043,911,Carrera 4
19043,911,Carrera 4S
19043,911,Targa 4
19043,911,Targa 4S
19043,911,Carrera
19043,911,Turbo
19043,911,GT3
28990,911,GT3 RS
28990,911,GT3
28990,911,Targa 4S
28990,911,Targa 4
28990,911,Carrera S
28990,911,Carrera 4S
28990,911,Carrera 4
28990,911,Carrera
28990,911,Turbo
28990,911,GT2
28990,911,Carrera 4S
28990,911,Carrera S
28990,911,Targa 4
28990,911,Targa 4S
28990,911,GT3
28990,911,GT3 RS
28990,911,GT2
28990,911,Turbo
28990,911,Carrera
28990,911,Carrera 4
28990,911,Carrera
28990,911,Carrera 4
28990,911,Carrera 4S
28990,911,Carrera S
28990,911,GT2
28990,911,GT3
28990,911,GT3 RS
28990,911,Targa 4
28990,911,Targa 4S
28990,911,Turbo
30371,911,Carrera
30371,911,Carrera 4
30371,911,Carrera 4S
30371,911,Carrera S
30371,911,Targa 4
30371,911,Targa 4S
30371,911,GT2
30371,911,Turbo
30371,911,Carrera
30371,911,Carrera 4
30371,911,Carrera 4S
30371,911,Carrera S
30371,911,GT2
30371,911,Targa 4
30371,911,Targa 4S
30371,911,Turbo
30371,911,Carrera
30371,911,Carrera 4
30371,911,Carrera 4S
30371,911,Carrera S
30371,911,GT2
30371,911,Targa 4
30371,911,Targa 4S
30371,911,Turbo
96050,911,Carrera
96050,911,Carrera 4
96050,911,Carrera 4S
96050,911,Carrera S
96050,911,Targa 4
96050,911,Targa 4S
96050,911,Turbo
96050,911,GT3
96050,911,Carrera
96050,911,Carrera 4
96050,911,Carrera 4S
96050,911,Carrera S
96050,911,GT3
96050,911,Targa 4
96050,911,Targa 4S
96050,911,Turbo
96050,911,Carrera
96050,911,Carrera 4
96050,911,Carrera 4S
96050,911,Carrera S
96050,911,GT2
96050,911,GT3
96050,911,Targa 4
96050,911,Targa 4S
96050,911,Turbo
96980,911,Carrera
96980,911,Carrera 4
96980,911,Carrera 4S
96980,911,Carrera S
96980,911,Targa 4
96980,911,Targa 4S
96980,911,Carrera GTS
96980,911,GT3 RS
96980,911,Speedster
96980,911,Turbo
96980,911,Turbo S
96980,911,GT2 RS
96980,911,GT3
96980,911,GT3 RS 4.0
96980,911,Carrera
96980,911,Carrera 4
96980,911,Carrera 4S
96980,911,Carrera S
96980,911,GT2
96980,911,GT3
96980,911,Targa 4
96980,911,Targa 4S
96980,911,Turbo
96980,911,Turbo S
96980,911,Carrera
96980,911,Carrera 4
96980,911,Carrera 4S
96980,911,Carrera GTS
96980,911,Carrera S
96980,911,Speedster
96980,911,Targa 4
96980,911,Targa 4S
96980,911,Turbo
96980,911,Turbo S
118803,911,Carrera
118803,911,Carrera 4
118803,911,Carrera 4S
118803,911,Carrera GTS
118803,911,Carrera S
118803,911,Targa 4
118803,911,Targa 4S
118803,911,Turbo
118803,911,Turbo S
118803,911,Carrera 4 GTS
118803,911,Turbo S
118803,911,Carrera
118803,911,Carrera 4
118803,911,Carrera 4 GTS
118803,911,Carrera 4S
118803,911,Carrera GTS
118803,911,Carrera S
118803,911,Targa 4
118803,911,Targa 4S
118803,911,Turbo
118803,911,Carrera
118803,911,Carrera 4
118803,911,Carrera 4S
118803,911,Carrera GTS
118803,911,Carrera S
118803,911,Targa 4
118803,911,Targa 4S
118803,911,Turbo
118803,911,Turbo S
125147,911,Carrera
125147,911,Carrera 4
125147,911,Carrera 4S
125147,911,Carrera S
125147,911,Turbo
125147,911,Turbo S
125147,911,Carrera
125147,911,Carrera S
125147,911,Carrera 4
125147,911,Carrera 4S
125147,911,Turbo
125147,911,Turbo S
125147,911,Carrera
125147,911,Carrera 4
125147,911,Carrera 4S
125147,911,Carrera S
125147,911,Turbo
125147,911,Turbo S
128089,911,Turbo
128089,911,Turbo S
128089,911,Carrera
128089,911,Carrera 4
128089,911,Carrera 4S
128089,911,Carrera S
128089,911,Carrera
128089,911,Carrera 4
128089,911,Carrera 4S
128089,911,Carrera S
128089,911,GT3
128089,911,Turbo
128089,911,Turbo S
128089,911,GT3
128089,911,Carrera
128089,911,Carrera S
128089,911,Carrera 4
128089,911,Carrera 4S
128089,911,Turbo
128089,911,Turbo S
128089,911,GT3
128089,911,Targa 4
128089,911,Targa 4S
128089,911,50th Anniversary Edition
130046,911,GT3
130046,911,Turbo
130046,911,Turbo S
130046,911,Targa 4
130046,911,Targa 4S
130046,911,Carrera
130046,911,Carrera 4
130046,911,Carrera 4S
130046,911,Carrera S
130046,911,Carrera
130046,911,Carrera 4
130046,911,Carrera 4S
130046,911,Carrera S
130046,911,GT3
130046,911,Targa 4
130046,911,Targa 4S
130046,911,Turbo
130046,911,Turbo S
130046,911,Carrera
130046,911,Carrera 4
130046,911,Carrera 4S
130046,911,Carrera S
130046,911,GT3
130046,911,Turbo
130046,911,Turbo S
130046,911,Targa
130046,911,Targa S
130046,911,Carrera 4 GTS
130046,911,Carrera GTS
130046,911,Carrera 4 GTS
130046,911,Carrera GTS
136822,911,Targa 4 GTS
136822,911,Targa 4
136822,911,Targa 4S
136822,911,Turbo
136822,911,Turbo S
136822,911,GT3
136822,911,Carrera
136822,911,Carrera S
136822,911,Carrera 4 GTS
136822,911,Carrera GTS
136822,911,Carrera 4
136822,911,Carrera 4S
136822,911,Carrera
136822,911,Carrera 4
136822,911,Carrera 4 GTS
136822,911,Carrera 4S
136822,911,Carrera GTS
136822,911,Carrera S
136822,911,GT3
136822,911,Targa 4
136822,911,Targa 4 GTS
136822,911,Targa 4S
136822,911,Turbo
136822,911,Turbo S
136822,911,Carrera
136822,911,Carrera 4
136822,911,Carrera 4S
136822,911,Carrera S
136822,911,GT3
136822,911,Targa
136822,911,Targa S
136822,911,Turbo
136822,911,Turbo S
136822,911,Black Edition
136822,911,GTS
136822,911,GT3 RS
136822,911,GT3 RS
136822,911,Carrera Black Edition
136822,911,Carrera 4 Black Edition
136822,911,Carrera Black Edition
139915,911,Carrera
139915,911,Carrera 4
139915,911,Carrera 4S
139915,911,Carrera S
139915,911,Targa
139915,911,Targa S
139915,911,Turbo
139915,911,Turbo S
139915,911,Carrera
139915,911,Carrera S
139915,911,Carrera 4
139915,911,Carrera 4S
139915,911,Targa 4
139915,911,Targa 4S
139915,911,Carrera
139915,911,Carrera 4
139915,911,Carrera 4S
139915,911,Carrera S
139915,911,Targa 4
139915,911,Targa 4S
139915,911,Turbo
139915,911,Turbo S
139915,911,Turbo
139915,911,Turbo S
139915,911,GT3 RS
139915,911,GT3 RS
139915,911,R
139915,911,R
145576,911,Turbo S
145576,911,Turbo
145576,911,Carrera
145576,911,Carrera 4
145576,911,Targa 4
145576,911,Carrera S
145576,911,Carrera 4S
145576,911,Targa 4S
145576,911,Carrera T
145576,911,Carrera GTS
145576,911,Carrera 4 GTS
145576,911,Targa 4 GTS
145576,911,Turbo S Exclusive Series
145576,911,GT3
145576,911,GT2 RS
145576,911,Carrera T
145576,911,Carrera
145576,911,Carrera S
145576,911,Carrera 4
145576,911,Carrera 4S
145576,911,Targa 4
145576,911,Targa 4S
145576,911,GT3
145576,911,GT2 RS
145576,911,Turbo S
145576,911,Turbo
145576,911,Turbo S Exclusive Series
145576,911,Carrera GTS
145576,911,Carrera 4 GTS
145576,911,Targa 4 GTS
145576,911,Carrera
145576,911,Carrera 4
145576,911,Targa 4
145576,911,Carrera 4S
145576,911,Carrera S
145576,911,Targa 4S
145576,911,Carrera 4 GTS
145576,911,Carrera GTS
145576,911,Targa 4 GTS
145576,911,GT3
145576,911,Turbo
145576,911,Turbo S
145576,911,Turbo S Exclusive Series
145576,911,GT2 RS
88,912,E
88,912,E
17022,912,Base
17023,912,Base
17024,912,Base
17025,912,Base
17025,912,Base
17026,912,Base
17026,912,Base
89,914,Base
89,914,Base
90,914,Base
90,914,Base
17027,914,4
17027,914,6
17027,914,4
17027,914,6
17028,914,4
17028,914,6
17028,914,4
17028,914,6
17029,914,Base
17029,914,Base
17030,914,Base
17030,914,Base
17031,914,Base
17031,914,Base
91,924,Base
91,924,Base
92,924,Base
92,924,Base
93,924,Base
93,924,Base
93,924,Turbo
93,924,Turbo
94,924,Base
94,924,Turbo
94,924,Base
94,924,Turbo
95,924,Base
95,924,Turbo
95,924,Base
95,924,Turbo
96,924,Base
96,924,Turbo
96,924,Base
96,924,Turbo
97,924,S
97,924,S
98,924,S
98,924,S
99,928,Base
99,928,Base
100,928,Base
100,928,Base
101,928,Base
101,928,Base
102,928,Base
102,928,Base
103,928,Base
103,928,Base
104,928,S
104,928,S
105,928,S
105,928,S
106,928,S
106,928,S
107,928,S
107,928,S
108,928,S4
108,928,S4
109,928,S4
109,928,S4
110,928,S4
110,928,S4
111,928,Base
111,928,GT
111,928,Base
111,928,GT
112,928,Base
112,928,GT
112,928,Base
112,928,GT
113,928,GTS
113,928,GTS
114,928,GTS
114,928,GTS
115,928,GTS
115,928,GTS
116,930,Turbo
116,930,Turbo
117,930,Turbo
117,930,Turbo
118,944,Base
118,944,Base
119,944,Base
119,944,Base
120,944,Base
120,944,Base
121,944,Base
121,944,Turbo
121,944,Base
121,944,Turbo
122,944,Base
122,944,Turbo
122,944,S
122,944,S
122,944,Base
122,944,Turbo
123,944,Base
123,944,Turbo
123,944,S
123,944,S
123,944,Base
123,944,Turbo
124,944,Base
124,944,Turbo
124,944,S2
124,944,Base
124,944,Turbo
124,944,S2
125,944,S2
125,944,Base
125,944,S2
126,944,S2
126,944,S2
127,968,Base
127,968,Base
128,968,Base
128,968,Base
129,968,Base
129,968,Base
130,968,Base
130,968,Base
131,Boxster,Base
131,Boxster,Base
132,Boxster,Base
132,Boxster,Base
133,Boxster,Base
133,Boxster,Base
133,Boxster,Base
134,Boxster,Roadster
134,Boxster,Roadster S
134,Boxster,Roadster
134,Boxster,Roadster S
135,Boxster,Roadster
135,Boxster,Roadster S
135,Boxster,Base
135,Boxster,S
135,Boxster,Roadster S
135,Boxster,Roadster
136,Boxster,Roadster
136,Boxster,Roadster S
136,Boxster,Base
136,Boxster,S
136,Boxster,Roadster
136,Boxster,Roadster S
