stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat,
28501,DIAMIXVSEFMIX,Diamond,Mix,VS,EF,Mix,68000,74800
28502,DIAFANVSEF0.085 TO 0.125 (LLL),Diamond,Fancy,VS,EF,0.085 TO 0.125 (LLL),68000,74800
28503,DIAFANVVS-VSFG0.135 to 0.175 (IV),Diamond,Fancy,VVS_VS,FG,0.135 to 0.175 (IV),74000,81400
28504,DIAFNYMIXFG0.085 TO 0.125 (LLL),Diamond,Fancy,Mix,FG,0.085 TO 0.125 (LLL),70000,77000
28505,DIAMAQVSFG0.075 TO 0.084,Diamond,Marquise,VS,FG,0.075 TO 0.084,74000,81400
28506,DIAMAQVSFGH0.075 TO 0.08,Diamond,Marquise,VS,FGH,0.075 TO 0.08,72000,79200
28507,DIARNDMIXEF0.085 TO 0.125(III),Diamond,Round,Mix,EF,0.085 TO 0.125(III),78000,85800
28508,DIAMRQVSFG0.085 TO 0.125,Diamond,Marquise,VS,FG,0.085 TO 0.125,74000,81400
28509,DIAPEAVS-SIFGH0.13 TO 0.175 (IV),Diamond,Pear,VS_SI,FGH,0.13 TO 0.175 (IV),74000,81400
28510,DIABAGVVS - VSGH0.085 TO 0.125 (III),Diamond,Baguette,VVS_VS,GH,0.085 TO 0.125 (III),74000,81400
28511,DIABAGVVS-VSHI0.085 TO 0.125,Diamond,Baguette,VVS_VS,HI,0.085 TO 0.125,74000,81400
28512,DIAFANMIXEF0.075 TO 0.080 (LL),Diamond,Fancy,Mix,EF,0.075 TO 0.080 (LL),74000,81400
28513,DIAFANVSFG0.135 TO 0.175 (IV),Diamond,Fancy,VS,FG,0.135 TO 0.175 (IV),74000,81400
28514,DIAFANVS-SIFGH0.085 to 0.13,Diamond,Fancy,VS_SI,FGH,0.085 to 0.13,74000,81400
28515,DIAFANVS-SIIJ0.23 TO 0.29 (VI),Diamond,Fancy,VS_SI,IJ,0.23 TO 0.29,74000,81400
28516,DIAFANVVS - VSEF0.135 TO 0.175 (IV),Diamond,Fancy,VVS_VS,EF,0.135 to 0.175 (IV),74000,81400
28517,DIAFNYVS - SIFG0.085 TO 0.125 (LLL),Diamond,Fancy,VS_SI,FG,0.085 TO 0.125,74000,81400
28518,DIAMAQVS - SIFG0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,FG,0.075 TO 0.08 (II),74000,81400
28519,DIAMAQVSFGH0.075 TO 0.08 (II),Diamond,Marquise,VS,FGH,0.075 TO 0.08 (II),74000,81400
28520,DIAMAQVSFGH0.075 TO 0.084 (II),Diamond,Marquise,VS,FGH,0.075 TO 0.084 (II),74000,81400
28521,DIAMAQVSFGH0.085 TO 0.0125,Diamond,Marquise,VS,FGH,0.085 TO 0.0125,74000,81400
28522,DIAMAQVSFGH0.085 TO 0.125,Diamond,Marquise,VS,FGH,0.085 TO 0.125,74000,81400
28523,DIAMAQVSFGH0.085 TO 0.125 (III),Diamond,Marquise,VS,FGH,0.085 TO 0.125 (III),74000,81400
28524,DIAMAQVSGH0.085 TO 0.125 (III),Diamond,Marquise,VS,GH,0.085 TO 0.125 (III),74000,81400
28525,DIAMAQVS-SIFGH0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,FGH,0.085 TO 0.125 (III),74000,81400
28526,DIAMAQVS-SIFGH0.085 TO 0.134 (III),Diamond,Marquise,VS_SI,FGH,0.085 TO 0.134 (III),74000,81400
28527,DIAMAQVVS-VSFG0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,FG,0.075 TO 0.08 (II),74000,81400
28528,DIAMRQVSFGH  0.075 TO 0.08 (II),Diamond,Marquise,VS,FGH,  0.075 TO 0.08 (II),74000,81400
28529,DIAMRQVSFGH0.085 TO 0.125(III),Diamond,Marquise,VS,FGH,0.085 TO 0.125(III),74000,81400
28530,DIAMRQVSGH0.085 TO 0.125 (III),Diamond,Marquise,VS,GH,0.085 TO 0.125 (III),74000,81400
28531,DIAMRQVSVFGH0.075 TO 0.08 (II),Diamond,Marquise,VVS,GH,0.075 TO 0.08 (II),74000,81400
28532,DIAMRQVVSGH0.085 TO 0.125 (III),Diamond,Marquise,VVS,GH,0.085 TO 0.125 (III),74000,81400
28533,DIAMRQVVS-VSGH0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,GH,0.075 TO 0.08 (II),74000,81400
28534,DIAPEAVS-SIFGH  0.13 TO 0.175(IV),Diamond,Pear,VS_SI,FGH,0.13 TO 0.175(IV),78000,85800
28535,DIAPEAVS-SIFGH0.13 TO 0.179,Diamond,Pear,VS_SI,FGH,0.13 TO 0.179,74000,81400
28536,DIAPEAVVS-VSFG0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,FG,0.13 TO 0.175(IV),74000,81400
28537,DIAPEAVVS-VSGH0.18 TO 0.22,Diamond,Pear,VVS_VS,GH,0.18 TO 0.22,94000,103400
28538,DIAPRIVS - SIEF0.30 TO 0.39 (VII),Diamond,Princess,VS_SI,EF,0.30 TO 0.39 (VII),74000,81400
28539,DIAPRIVSEF0.18 TO 0.22 (V),Diamond,Princess,VS,EF,0.18 TO 0.22 (V),74000,81400
28540,DIAPRIVSEF0.30 TO 0.39 (VII),Diamond,Princess,VS,EF,0.30 TO 0.39 (VII),74000,81400
28541,DIARNDVVSMIX0.230 TO 0.290,Diamond,Round,VVS,Mix,0.230 TO 0.290,74000,81400
28542,DIARNDVSGH0.085 TO 0.125 (III),Diamond,Round,VS,GH,0.085 TO 0.125 (III),75000,82500
28543,DIAFANVVSFG0.085 to 0.125,Diamond,Fancy,VVS,FG,0.085 to 0.125,74000,81400
28544,DIAMAQVVS-VSFG0.085 TO 0.125(III),Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125(III),74000,81400
28545,DIAPRIVSEF0.23 TO 0.29 (VI),Diamond,Princess,VS,EF,0.23 TO 0.29 (VI),74000,81400
28546,DIAFANVS-SIFGH0.085 TO 0.134 (III),Diamond,Fancy,VS_SI,FGH,0.085 TO 0.134 (III),74000,81400
28547,DIAMAQVVS-VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125 (III),74000,81400
28548,DIAPEAVS-SIFGH0.13 TO 0.175,Diamond,Pear,VS_SI,FGH,0.13 TO 0.175,74000,81400
28549,DIAFANVVS-VSGH0.18 TO 0.22,Diamond,Fancy,VVS_VS,GH,0.18 TO 0.22,94000,103400
28550,DIAMAQVSFGH0.085 TO 0.129,Diamond,Marquise,VS,FGH,0.085 TO 0.129,74000,81400
28551,DIAPRIVVSFGH0.13 TO 0.179,Diamond,Princess,VVS,FGH,0.13 TO 0.179,74000,81400
28552,DIAMRQVSFGH0.13 TO 0.175 (IV),Diamond,Marquise,VS,FGH,0.13 TO 0.175 (IV),84000,92400
28553,DIAFANMIXMIX0.13 TO 0.175,Diamond,Fancy,Mix,Mix,0.13 TO 0.175,76000,83600
28554,DIAMAQVVS-VSFGH0.085 TO 0.129,Diamond,Marquise,VVS_VS,FG,0.085 TO 0.129,76000,83600
28555,DIAPEAMIXEF0.18 TO 0.22 (V),Diamond,Pear,Mix,EF,0.18 TO 0.22 (V),74000,81400
28556,DIAFANVVS-VSFGH0.075-0.084(II),Diamond,Fancy,VVS_VS,FG,0.075_0.084(II),76000,83600
28557,DIAFANVVS-VSFGH0.085 TO 0.129,Diamond,Fancy,VVS_VS,FG,0.085 TO 0.129,76000,83600
28558,DIAFNYVSFG0.13 TO 0.175,Diamond,Fancy,VS,FG,0.13 TO 0.175,76000,83600
28559,DIAMRQVVS - VSGH0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,GH,0.075 TO 0.08 (II),76000,83600
28560,DIAPEAVSFG0.13 TO 0.175(IV),Diamond,Pear,VS,FG,0.13 TO 0.175(IV),76000,83600
28561,DIAMAQVS-SIFGH0.13 TO 0.175,Diamond,Marquise,VS_SI,FGH,0.13 TO 0.175,76000,83600
28562,DIAFANVS-SIFGH0.13 to 0.175,Diamond,Fancy,VS_SI,FGH,0.13 TO 0.175,84000,92400
28563,DIARNDVVS-VSGH0.18 TO 0.22,Diamond,Round,VVS_VS,GH,0.18 TO 0.22,92000,101200
28564,DIAFANVS-SIFGH0.13 TO 0.179,Diamond,Fancy,VS_SI,FGH,0.13 TO 0.179,76000,83600
28565,DIAFANVVS-VSFGH0.13 TO 0.179,Diamond,Fancy,VVS_VS,FG,0.13 TO 0.179,76000,83600
28566,DIARNDVVS-VSFGH0.075 TO 0.084,Diamond,Round,VVS_VS,FGH,0.075 TO 0.084,76000,83600
28567,DIARNDVVSEF0.135 TO 0.175(IV),Diamond,Round,VVS,EF,0.135 TO 0.175(IV),88000,96800
28568,DIARNDVVSEF0.075 TO 0.080 (I),Diamond,Round,VVS,EF,0.075 TO 0.080 (I),78000,85800
28569,DIAPEAVS-SIIJ0.085 TO 0.125(III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.125(III),50000,55000
28570,DIARNDVVSEF03.01 - 4 CT,Diamond,Round,VVS,EF,03.01 _ 4 CT,59500,65450
28571,DIAMAQVVS-VSGH0.085 TO 0.125(III),Diamond,Marquise,VVS_VS,GH,0.085 TO 0.125(III),60000,66000
28572,DIAPEAVS - SIEF0.085 TO 0.125(III),Diamond,Pear,VS_SI,EF,0.085 TO 0.125(III),78000,85800
28573,DIAPEAVVSEF0.075 TO 0.080 (II),Diamond,Pear,VVS,EF,0.075 TO 0.080 (II),68000,74800
28574,DIARNDVVSEF0.085TO0.125(III),Diamond,Round,VVS,EF,0.085TO0.125(III),78000,85800
28575,DIAMAQVVSEF0.13 TO 0.175 (IV),Diamond,Marquise,VVS,EF,0.13 TO 0.175 (IV),88000,96800
28576,DIAPEAVVS - VSFG0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,FG,0.13 TO 0.175(IV),78000,85800
28577,DIAPEAVSFG0.13 TO 0.175,Diamond,Pear,VS,FG,0.13 TO 0.175,78000,85800
28578,DIAMAQVVSEF0.085 TO 0.125 (III),Diamond,Marquise,VVS,EF,0.085 TO 0.125 (III),78000,85800
28579,DIAPEAVVSEF1,Diamond,Pear,VVS,EF,1,78000,85800
28580,DIARNDVVSEFBELOW 01 CT,Diamond,Round,VVS,EF,BELOW 01 CT,59500,65450
28581,DIAPEAMIXEF0.085 TO 0.125(III),Diamond,Pear,Mix,EF,0.085 TO 0.125(III),68000,74800
28582,DIAMAQVVSEF0.085TO0.125(III),Diamond,Marquise,VVS,EF,0.085TO0.125(III),78000,85800
28583,CLRDIARNDVVSEF0.085 TO 0.125 (II),Diamond,Round,VVS,EF,0.085 TO 0.125 (II),78000,85800
28584,DIAFANVVS-VSFGH0.085 TO 0.125 (III),Diamond,Fancy,VVS_VS,FG,0.085 TO 0.125 (III),78000,85800
28585,DIAMAQMIXMIX  0.075 TO 0.08 (II),Diamond,Marquise,Mix,Mix,  0.075 TO 0.08 (II),78000,85800
28586,DIAMAQVSEF0.085 TO 0.125 (III),Diamond,Marquise,VS,EF,0.085 TO 0.125 (III),78000,85800
28587,DIAMAQVVSEF0.085 TO 0.125,Diamond,Marquise,VVS,EF,0.085 TO 0.125,78000,85800
28588,DIAMAQVVSEF0.085 TO 0.129,Diamond,Marquise,VVS,EF,0.085 TO 0.129,78000,85800
28589,DIAMAQVVS-VSEF0.085 TO 0.125,Diamond,Marquise,VVS_VS,EF,0.085 TO 0.125,78000,85800
28590,DIAMAQVVS-VSGH0.075 TO 0.084,Diamond,Marquise,VVS_VS,GH,0.075 TO 0.084,62000,68200
28591,DIAPEAVSFGH  0.13 TO 0.175(IV),Diamond,Pear,VS,FGH,  0.13 TO 0.175(IV),78000,85800
28592,DIAPEAVSFGH  0.18 TO 0.22 (V),Diamond,Pear,VS,FGH,  0.18 TO 0.22 (V),78000,85800
28593,DIAPEAVSFGH0.13 TO 0.175,Diamond,Pear,VS,FGH,0.13 TO 0.175,78000,85800
28594,DIAPEAVSFGH0.13 TO 0.175 (IV),Diamond,Pear,VS,FGH,0.13 TO 0.175 (IV),78000,85800
28595,DIAPEAVSGH0.13 TO 0.175 (IV),Diamond,Pear,VS,GH,0.13 TO 0.175 (IV),78000,85800
28596,DIAPEAVS-SIG0.085 TO 0.125 (III),Diamond,Pear,VS_SI,G,0.085 TO 0.125 (III),78000,85800
28597,DIAPEAVVS - VSGH  0.18 TO 0.22 (V),Diamond,Pear,VVS_VS,GH,0.18 TO 0.22 (V),78000,85800
28598,DIAPEAVVSEF0.075 TO 0.08,Diamond,Pear,VVS,EF,0.075 TO 0.08,78000,85800
28599,DIAPEAVVSEF0.075 to 0.084 (II),Diamond,Pear,VVS,EF,0.075 TO 0.084 (II),78000,85800
28600,DIAPEAVVSEF0.075TO0.08(II),Diamond,Pear,VVS,EF,0.075TO0.08(II),78000,85800
28601,DIAPEAVVSEF0.085 TO 0.129,Diamond,Pear,VVS,EF,0.085 TO 0.129,78000,85800
28602,DIAPEAVVSEF0.085TO0.125(III),Diamond,Pear,VVS,EF,0.085TO0.125(III),78000,85800
28603,DIAPEAVVSEF07.01 - 8 CT,Diamond,Pear,VVS,EF,07.01 _ 8 CT,78000,85800
28604,DIAPEAVVSEFBELOW 01 CT,Diamond,Pear,VVS,EF,BELOW 01 CT,78000,85800
28605,DIAPRIMIXEF0.085 TO 0.125 (III),Diamond,Princess,Mix,EF,0.085 TO 0.125 (III),78000,85800
28606,DIAPRIVVSEF0.075 to 0.08,Diamond,Princess,VVS,EF,0.075 TO 0.08,78000,85800
28607,DIAPRIVVSEF0.075 TO 0.080,Diamond,Princess,VVS,EF,0.075 TO 0.080,78000,85800
28608,DIARNDMIXEF0.075 TO 0.080(II),Diamond,Round,Mix,EF,0.075 TO 0.080(II),78000,85800
28609,DIARNDSIGH0.085 TO 0.125,Diamond,Round,SI,GH,0.085 TO 0.125,78000,85800
28610,DIARNDVSEF0.075 TO 0.080(II),Diamond,Round,VS,EF,0.075 TO 0.080(II),78000,85800
28611,DIARNDVSEF0.085 TO 0.125(III),Diamond,Round,VS,EF,0.085 TO 0.125(III),78000,85800
28612,DIARNDVVSEF  0.075 TO 0.08(II),Diamond,Round,VVS,EF,  0.075 TO 0.08(II),78000,85800
28613,DIARNDVVSEF  0.085 TO 0.0125(III),Diamond,Round,VVS,EF,  0.085 TO 0.0125(III),78000,85800
28614,DIARNDVVSEF  0.085 TO 0.125(III),Diamond,Round,VVS,EF,  0.085 TO 0.125(III),78000,85800
28615,DIARNDVVSEF 0.085 TO 0.125 (III),Diamond,Round,VVS,EF,0.085 TO 0.125 (III),78000,85800
28616,DIARNDVVSEF0.075 TO 0.08,Diamond,Round,VVS,EF,0.075 TO 0.08,78000,85800
28617,DIARNDVVSEF0.075 TO 0.084 (II),Diamond,Round,VVS,EF,0.075 TO 0.084 (II),78000,85800
28618,DIARNDVVSEF0.075TO0.080(II),Diamond,Round,VVS,EF,0.075TO0.080(II),78000,85800
28619,DIARNDVVSEF0.085 TO 0.125 (II),Diamond,Round,VVS,EF,0.085 TO 0.125 (II),78000,85800
28620,DIARNDVVSEF0.085 TO 0.125 (III),Diamond,Round,VVS,EF,0.085 TO 0.125 (III),78000,85800
28621,DIARNDVVSEF0.085 TO 0.125(III),Diamond,Round,VVS,EF,0.085 TO 0.125(III),78000,85800
28622,DIARNDVVSFGH0.000 TO 0.056 (I),Diamond,Round,VVS,FGH,0.000 TO 0.056 (I),78000,85800
28623,DIARNDVVSEF0.075 TO 0.08(II),Diamond,Round,VVS,EF,0.075 TO 0.08(II),78000,85800
28624,DIARNDVVSEF0.085 TO 0.0125(III),Diamond,Round,VVS,EF,0.085 TO 0.0125(III),78000,85800
28625,DIARNDMIXEF0.135 TO 0.0175(IV),Diamond,Round,Mix,EF,0.135 TO 0.0175(IV),78000,85800
28626,DIAPEAVVSEF0.075 TO 0.084,Diamond,Pear,VVS,EF,0.075 TO 0.084,78000,85800
28627,RNDDIAVVSEF0.085 TO 0.129 (III),Diamond,Round,VVS,EF,0.085 TO 0.129 (III),78000,85800
28628,DIARNDVSEF0.085 TO 0.0125(III),Diamond,Round,VS,EF,0.085 TO 0.0125(III),78000,85800
28629,DIARNDVVSEF0.085 TO 0.125,Diamond,Round,VVS,EF,0.085 TO 0.125,78000,85800
28630,DIAMAQVVSEF0.18 TO 0.22 (V),Diamond,Marquise,VVS,EF,0.18 TO 0.22 (V),78000,85800
28631,DIAPEAVVSGH0.13 TO 0.175,Diamond,Pear,VVS,GH,0.13 TO 0.175,85000,93500
28632,DIAFANVVS-VSFGH0.18 TO 0.22,Diamond,Fancy,VVS_VS,FG,0.18 TO 0.22,94000,103400
28633,DIAPEAVVSGH0.135 TO 0.175,Diamond,Pear,VVS,GH,0.135 TO 0.175,78000,85800
28634,DIAPEAVSEF0.23 TO 0.29 (VI),Diamond,Pear,VS,EF,0.23 TO 0.29 (VI),78000,85800
28635,DIAPRIVVSEF0.085 TO 0.129,Diamond,Princess,VVS,EF,0.085 TO 0.129,78000,85800
28636,DIAFANVVS-VSFGH0.075 TO 0.084,Diamond,Fancy,VVS_VS,FGH,0.075 TO 0.084,78000,85800
28637,DIAMAQVSEF03.01 - 4 CT,Diamond,Marquise,VS,EF,03.01 _ 4 CT,78000,85800
28638,DIAMAQVVSEF0.075 TO 0.08,Diamond,Marquise,VVS,EF,0.075 TO 0.08,78000,85800
28639,DIAMAQVVSEF0.075 TO 0.084,Diamond,Marquise,VVS,EF,0.075 TO 0.084,78000,85800
28640,DIAPEASIHI  0.18 TO 0.22 (V),Diamond,Pear,SI,HI,  0.18 TO 0.22 (V),78000,85800
28641,DIAPEAVVSEF0.13 TO 0.175 (IV),Diamond,Pear,VVS,EF,0.13 TO 0.175 (IV),88000,96800
28642,DIAMAQVVSEF0.13 TO 0.175(IV),Diamond,Marquise,VVS,EF,0.13 TO 0.175(IV),80000,88000
28643,DIAFMRNDVVSEF  0.085 TO 0.0125(III),Forevermark Diamond,Round,VVS,EF,0.085 TO 0.0125(III),78000,85800
28644,DIAPEAVS-SIG0.075 TO 0.08 (II),Diamond,Pear,VS_SI,G,0.075 TO 0.08 (II),80000,88000
28645,DIAFMRNDVVSEF  0.075 TO 0.08(II),Forevermark Diamond,Round,VVS,EF,0.075 TO 0.08(II),80000,88000
28646,DIAFMRVVSEF0.085 TO 0.0125(III),Forevermark Diamond,Mix,VVS,EF,0.085 TO 0.0125(III),80000,88000
28647,DIAFMRVVSEF0.085 TO 0.125,Forevermark Diamond,Mix,VVS,EF,0.085 TO 0.125,80000,88000
28648,DIAFMVVSEF0.085 TO 0.0125(III),Forevermark Diamond,Mix,VVS,EF,0.085 TO 0.0125(III),80000,88000
28649,DIAMRQVVS - VSGH0.13 TO 0.175,Diamond,Marquise,VVS_VS,GH,0.13 TO 0.175,80000,88000
28650,DIAPEAVVSEF0.075 - 0.084 (II),Diamond,Pear,VVS,EF,0.075 _ 0.084 (II),80000,88000
28651,DIAPRIVSFGH0.23 TO 0.29 (VI),Diamond,Princess,VS,FGH,0.23 TO 0.29 (VI),80000,88000
28652,FMRRNDVVSEF0.075 TO 0.08(II),Diamond,Round,VVS,EF,0.075 TO 0.08(II),80000,88000
28653,DIAPRIVVSEF0.18 TO 0.229,Diamond,Princess,VVS,EF,0.18 TO 0.229,80000,88000
28654,DIAPEAVVS - VSFG0.085 TO 0.125(III),Diamond,Pear,VVS_VS,FG,0.085 TO 0.125(III),82000,90200
28655,DIAPEAVSEF0.13 TO 0.175(IV),Diamond,Pear,VS,EF,0.13 TO 0.175(IV),82000,90200
28656,DIAPEAVVS - VSGH0.13 TO 0.175 (IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175 (IV),82000,90200
28657,DIAPEAVSFGH0.085 TO 0.125,Diamond,Pear,VS,FGH,0.085 TO 0.125,82000,90200
28658,DIAPEAVVS-VSFGH0.13 TO 0.179,Diamond,Pear,VVS_VS,FG,0.13 TO 0.179,82000,90200
28659,DIAFANVVS-VSIJ0.23 TO 0.29,Diamond,Fancy,VVS_VS,IJ,0.23 TO 0.29,82000,90200
28660,DIAPEAVSEF0.130 TO 0.175,Diamond,Pear,VS,EF,0.130 TO 0.175,82000,90200
28661,DIAPEAVS-SIFGH  0.18 TO 0.22 (V),Diamond,Pear,VS_SI,FGH,0.18 TO 0.22 (V),82000,90200
28662,DIAPEAVVS-VSFGH0.13 TO 0.175,Diamond,Pear,VVS_VS,FG,0.13 TO 0.175,82000,90200
28663,DIAPEAVVS-VSFGH0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,FG,0.13 TO 0.175(IV),82000,90200
28664,DIAPRIVS-SIHI  0.30 TO 0.39 (VII),Diamond,Princess,VS_SI,HI,0.30 TO 0.39 (VII),82000,90200
28665,DIAFANVSEF0.135 TO 0.175 (IV),Diamond,Fancy,VS,EF,0.135 TO 0.175 (IV),82000,90200
28666,DIAFNYVSFGH0.135 TO 0.175(IV),Diamond,Fancy,VS,FGH,0.135 TO 0.175(IV),84000,92400
28667,DIAPEAVS-SIIJ0.18 TO 0.22 (V),Diamond,Pear,VS_SI,IJ,0.18 TO 0.22 (V),61500,67650
28668,DIAPEAVVSEF0.13 TO 0.175,Diamond,Pear,VVS,EF,0.13 TO 0.175,68000,74800
28669,DIAPEAVS-SIIJ0.23 TO 0.29,Diamond,Pear,VS_SI,IJ,0.23 TO 0.29,84000,92400
28670,DIAMAQVVS-VSFGH0.085 TO 0.125,Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125,84000,92400
28671,DIAPEAVS-SIFGH 0.18 TO 0.22,Diamond,Pear,VS_SI,FGH,0.18 TO 0.22,84000,92400
28672,DIAPRIVVS-VSFG0.13 TO 0.175,Diamond,Princess,VVS_VS,FG,0.13 TO 0.175,84000,92400
28673,DIARNDVVS - VSEF0.135 TO 0.175(IV),Diamond,Round,VVS_VS,EF,0.135 TO 0.175(IV),84000,92400
28674,DIAPRIVVS-VSGH0.23 TO 0.29 (VI),Diamond,Princess,VVS_VS,GH,0.23 TO 0.29,84000,92400
28675,DIAFANVS-SIFGH0.135 TO 0.175 (IV),Diamond,Fancy,VS_SI,FGH,0.135 to 0.175 (IV),84000,92400
28676,DIAFANVS-SIFGH0.18 to 0.22,Diamond,Fancy,VS_SI,FGH,0.18 TO 0.22,84000,92400
28677,DIAFANVS-SIFGH0.18 TO 0.22 (V),Diamond,Fancy,VS_SI,FGH,0.18 TO 0.22 (V),84000,92400
28678,DIAFANVVSMIX0.135 to 0.175,Diamond,Fancy,VVS,Mix,0.135 to 0.175,84000,92400
28679,DIAFANVVS-VSGH0.13 TO 0.175,Diamond,Fancy,VVS_VS,GH,0.13 TO 0.175,84000,92400
28680,DIAFANVVS-VSGHI0.23 TO 0.29 (VI),Diamond,Fancy,VVS_VS,GH,0.23 TO 0.29,84000,92400
28681,DIAFNYVVS-VSFG0.085 TO 0.0134 (III),Diamond,Fancy,VVS_VS,FG,0.085 TO 0.0134 (III),84000,92400
28682,DIAMAQVSFGH0.13 TO 0.175 (IV),Diamond,Marquise,VS,FGH,0.13 TO 0.175 (IV),84000,92400
28683,DIAMAQVSGH0.13 TO 0.175 (IV),Diamond,Marquise,VS,GH,0.13 TO 0.175 (IV),84000,92400
28684,DIAMAQVVS-VSFG0.13 TO 0.175,Diamond,Marquise,VVS_VS,FG,0.13 TO 0.175,84000,92400
28685,DIAPEAVVSFGH0.085 TO 0.129,Diamond,Pear,VVS,FGH,0.085 TO 0.129,84000,92400
28686,DIAPEAVVS-VSGH0.13 TO 0.175 (IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175 (IV),88000,96800
28687,DIAPEAVVS-VSGHI0.23 TO 0.29 (VI),Diamond,Pear,VVS_VS,GH,0.23 TO 0.29,84000,92400
28688,DIAPRIVVS-VSHI0.18 TO 0.22,Diamond,Princess,VVS_VS,HI,0.18 TO 0.22,84000,92400
28689,DIARNDVSGH0.085 TO 0.125,Diamond,Round,VS,GH,0.085 TO 0.125,84000,92400
28690,DIARNDVVS - VSGH  0.135 TO 0.0175(IV),Diamond,Round,VVS_VS,GH,0.135 TO 0.0175(IV),84000,92400
28691,FMRMAQVSGH0.085 TO 0.125,Diamond,Marquise,VS,GH,0.085 TO 0.125,84000,92400
28692,FMRPEAVSGH0.085 TO 0.125 (III),Diamond,Pear,VS,GH,0.085 TO 0.125 (III),84000,92400
28693,DIAFANVVS - VSEF0.180 TO 0.220 (V),Diamond,Fancy,VVS_VS,EF,0.180 TO 0.220 (V),98000,107800
28694,DIAPRIVVS-VSGH0.18 TO 0.22,Diamond,Princess,VVS_VS,GH,0.18 TO 0.22,84000,92400
28695,DIAFANVSFGH0.13 to 0.175,Diamond,Fancy,VS,FGH,0.13 TO 0.175,84500,92950
28696,DIAFANVS-SIFGH 0.18 TO 0.22,Diamond,Fancy,VS_SI,FGH,0.18 TO 0.22,3000,3300
28697,DIAMAQVSGH0.085 TO 0.125,Diamond,Marquise,VS,GH,0.085 TO 0.125,84000,92400
28698,DIAPEAMIXMIX  0.23 TO 0.29 (VI),Diamond,Pear,Mix,Mix,  0.23 TO 0.29 (VI),105000,115500
28699,DIAPEAVVS - VSGH  0.23 TO 0.29 (VI),Diamond,Pear,VVS_VS,GH,0.23 TO 0.29,105000,115500
28700,DIAFANVVSEF0.230 TO 0.290 (VL),Diamond,Fancy,VVS,EF,0.230 TO 0.290 (VL),84000,92400
28701,DIAPEAVS-SIFGH0.18 TO 0.229,Diamond,Pear,VS_SI,FGH,0.18 TO 0.22,84000,92400
28702,DIAPRIVVSFGH0.18 TO 0.229,Diamond,Princess,VVS,FGH,0.18 TO 0.229,84000,92400
28703,DIAPEAVVSEFABOVE - 40 CT,Diamond,Pear,VVS,EF,ABOVE _ 40 CT,85000,93500
28704,DIAFANVVS-VSGH0.23 TO 0.29,Diamond,Fancy,VVS_VS,GH,0.23 TO 0.29,120000,132000
28705,DIAFNYVVS - VSGH0.180 TO 0.220 (V),Diamond,Fancy,VVS_VS,GH,0.180 TO 0.220 (V),86000,94600
28706,DIAMAQVVS-VSGH0.23 TO 0.29,Diamond,Marquise,VVS_VS,GH,0.23 TO 0.29,116000,127600
28707,DIAPEAVVSFGH0.085 TO 0.125,Diamond,Pear,VVS,FGH,0.085 TO 0.125,86000,94600
28708,DIAPEAVVSEF0.13 TO 0.175(IV),Diamond,Pear,VVS,EF,0.13 TO 0.175(IV),68000,74800
28709,DIAMAQVVSEF0.13TO0.175(IV),Diamond,Marquise,VVS,EF,0.13TO0.175(IV),88000,96800
28710,DIARNDVVSEF0.135 TO 0.175,Diamond,Round,VVS,EF,0.135 TO 0.175,78000,85800
28711,DIAFANMIXEF0.135 TO 0.175 (IV),Diamond,Fancy,Mix,EF,0.135 TO 0.175 (IV),78000,85800
28712,DIAMAQVVS-VSFG0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,FG,0.18 TO 0.22 (V),88000,96800
28713,DIAPEAVVSGH 0.18 TO 0.22,Diamond,Pear,VVS,GH, 0.18 TO 0.22,88000,96800
28714,DIAPEAVVSEF0.135 to 0.175 (IV),Diamond,Pear,VVS,EF,0.135 TO 0.175 (IV),88000,96800
28715,DIAMAQVVS-VSFGH0.13 TO 0.179,Diamond,Marquise,VVS_VS,FG,0.13 TO 0.179,88000,96800
28716,DIAFANVVS - VSEF06.01-7CT,Diamond,Fancy,VVS_VS,EF,06.01_7CT,88000,96800
28717,DIAMAQVS - SIEF0.18 TO 0.22 (V),Diamond,Marquise,VS_SI,EF,0.18 TO 0.22 (V),88000,96800
28718,DIAMAQVVS-VSGH0.135 TO 0.175,Diamond,Marquise,VVS_VS,GH,0.135 TO 0.175,88000,96800
28719,DIAMAQVVS-VSHI0.13 TO 0.17,Diamond,Marquise,VVS_VS,HI,0.13 TO 0.17,88000,96800
