variant_name,product_type,category,sub_category,sub_sub_category,gold_diamond_uncut,display_in_ui
LSPRNGLDSFDI,Full Diamond,Rings,Luxury Special Product,Regular,Diamond,Yes
OPNRNGLDSFDI,Full Diamond,Rings,Open Setting,Regular,Diamond,Yes
LBDRNGGNTSLT,Gents,Rings,LB Diamond,Solitaire,Diamond,Yes
SLNRNGGNTFDI,Gents,Rings,Misc,Full Diamond,Diamond,Yes
OPNRNGGNTCDI,Gents,Rings,Open setting,Colour Diamond,Diamond,Yes
CSTRNGGNTBND,Gents,Rings,Regular,Band,Gold,Yes
CDIRNGGENTGENC,Gents,Rings,Colour Diamond,Regular,Diamond,Yes
CLSRNGGNTCDI,Gents,Rings,Colour Diamond,Close Setting,Diamond,Yes
CLSRNGGNTFDI,Gents,Rings,Full Diamond,Close Setting,Diamond,Yes
CLSRNGGNTSLT,Gents,Rings,Solitaire,Close Setting,Diamond,Yes
CLSRNGSLTGNT,Gents,Rings,Solitaire,Close Setting,Diamond,Yes
CZARNGGNTBLJ,Gents,Rings,Balaji,Cubic Zirconia,Gold,Yes
CZARNGGNTREG,Gents,Rings,Regular,Cubic Zirconia,Gold,Yes
FDIRNGGENTGENF,Gents,Rings,Regular,Regular,Diamond,Yes
FDIRNGGENTGENT,Gents,Rings,Regular,Regular,Diamond,Yes
LBDRNGGNTFDI,Gents,Rings,Full Diamond,LB Diamond,Un-Cut,Yes
OPNRNGGNTFDI,Gents,Rings,Full Diamond,Open Setting,Diamond,Yes
OPNRNGGNTPLN,Gents,Rings,Plain Gold,Open Setting,Diamond,Yes
OPNRNGGNTSLT,Gents,Rings,Solitaire,Open Setting,Diamond,Yes
OPNRNGSLTGNT,Gents,Rings,Solitaire,Open Setting,Diamond,Yes
RESRNGGNTREG,Gents,Rings,Ruby Emerald,Regular,Gold,Yes
CSTRNGGNTROD,Gents,Rings,Rhodium,Regular,Gold,Yes
CSTRNGGNTREG,Gents,Rings,Rhodium,Regular,Gold,Yes
CSTRNGGNTBLJ,Gents,Rings,Regular,Regular,Gold,Yes
CSTRNGGNTSAI,Gents,Rings,Regular,Regular,Gold,Yes
CSTRNGGNTGAN,Gents,Rings,Regular,Regular,Gold,Yes
CSTRNGLDSLAX,God,Rings,Ladies,Regular,Gold,Yes
CSTRNGLDSSAI,God,Rings,Ladies,Regular,Gold,Yes
CSTRNGGNTGOD,God,Rings,Gents,Regular,Gold,Yes
HYDRNGREGREG,Hyderabad,Rings,Hyderabad,Regular,Diamond,Yes
ITLRNGLDSREG,Italian,Rings,Itealian,Regular,Gold,Yes
KUNRNGLDSREG,Kundan,Rings,Kundan,Regular,Gold,Yes
SLNRNGLDSFDI,Ladies,Rings,Misc,Full Diamond,Diamond,Yes
FDIRNGLADSLA,Ladies,Rings,Full Diamond,Regular,Diamond,Yes
FDIRNGLADSPL,Ladies,Rings,Full Diamond,Platinum,Diamond,Yes
PLTRNGLDSFDI,Ladies,Rings,Platinum,Full Diamond,Gold,Yes
CLSRNGLDSFDI,Ladies,Rings,Close Setting,Full Diamond,Diamond,Yes
LBDRNGLDSFDI,Ladies,Rings,Ladies,Full Diamond,Diamond,Yes
OPNRNGLDSFDI,Ladies,Rings,Open setting,Full Diamond,Diamond,Yes
CSTRNGLDSREG,Ladies,Rings,Regular,Regular,Gold,Yes
SLNRNGLDSREG,Ladies,Rings,Regular,Regular,Gold,Yes
OLDRNGREGREG,Misc,Rings,Old,Regular,Diamond,NO
LSPRNGMUTCDI,Mutal Cut,Rings,Lexury Special Product,Colour Diamond,Diamond,Yes
LSPRNGSPLMUT,Mutual Cut,Rings,Luxury Special Product,Regular,Diamond,Yes
OPNRNGLDSCKT,Open Setting,Rings,Regular,Regular,Diamond,Yes
PLTRNGLDSREG,Platinum,Rings,Regular,Regular,Gold,Yes
PLTRNGREGREG,Platinum,Rings,Regular,Regular,Gold,Yes
SMPRNGREGREG,Regular,Rings,Sample,Regular,Gold,Yes
CSTRNGREGREG,Regular,Rings,Regular,Regular,Gold,Yes
SLNRNGREGREG,Regular,Rings,Misc,Regular,Gold,No
PLTRNGREGFDI,Regular,Rings,Platinum,Full Diamond,Gold,Yes
RESRNGLDSREG,Ruby Emerald,Rings,Regular,Regular,Gold,Yes
SLVRNGREGREG,Silver,Rings,Silver,Regular,Gold,NO
CLSRNGSLTLDS,Solitaire,Rings,Close Setting,#REF!,Diamond,Yes
CLSRNGLDSSLT,Solitaire,Rings,Close Setting,Regular,Diamond,Yes
OPNRNGLDSSLT,Solitaire,Rings,Open Setting,Regular,Diamond,Yes
OPNRNGSLTLDS,Solitaire,Rings,Open Setting,Ladies,Diamond,Yes
TMCRNGLDSREG,Temple,Rings,Regular,Regular,Gold,Yes
UPCRNGLDSREG,Uncut Polki,Rings,Regular,Regular,Un-Cut,Yes
VCLRNGLDSREG,Victorian Collection,Rings,Regular,Regular,Un-Cut,Yes
CUSTLCREGREG,Regular,Tali Chain,Customer,Regular,Gold,Yes
ORDTLCREGREG,Regular,Tali Chain,Order,Regular,Gold,No
CUSTLMREGREG,Regular,Tali Moguppu,Customer,Regular,Gold,Yes
NEWTLMREGREG,Regular,Tali Moguppu,New,Regular,Gold,Yes
ANCACSTKAREG,Antique,Tika,Regular,Regular,Gold,Yes
CPIACSTKAREG,Chakri Polki,Tika,Regular,Regular,Un-Cut,Yes
CLSTKAREGREG,Close Setting,Tika,Regular,Regular,Diamond,Yes
CDITKAOPENOPCR,Colour Diamond,Tika,Open Setting,Regular,Diamond,Yes
CDITKAOPENOP,Colour Diamond,Tika,Colour Diamond,Regular,Diamond,Yes
OPNTKAREGREG,Open Setting,Tika,Open Setting,Regular,Diamond,Yes
LBDTKAREGCDI,Regular,Tika,LB Diamond,Colour Diamond,Diamond,Yes
CUSTKAREGREG,Regular,Tika,Customer,Regular,Gold,Yes
SMPTKAREGREG,Regular,Tika,Sample,Regular,Gold,Yes
TMCACSTKAREG,Temple,Tika,Regular,Regular,Gold,Yes
UPCACSTKAREG,Uncut Polki,Tika,Regular,Regular,Un-Cut,Yes
VCLACSTKAREG,Victorian Collection,Tika,Regular,Regular,Un-Cut,Yes
ANCACSVNKREG,Antique,Vanki,Regular,Regular,Gold,Yes
LBDVNKREGCDI,Colour Diamond,Vanki,LB Diamond,Regular,Un-Cut,Yes
OPNACSVNKREG,Open Setting,Vanki,Regular,Regular,Diamond,Yes
CUSVNKREGREG,Regular,Vanki,Customer,Regular,Gold,Yes
OLDVNKREGREG,Regular,Vanki,Old,Regular,Gold,No
SMPVNKREGREG,Regular,Vanki,Sample,Regular,Gold,Yes
RESACSVNKREG,Ruby Emerald,Vanki,Regular,Regular,Gold,Yes
TMCACSVNKREG,Temple,Vanki,Regular,Regular,Gold,Yes
UPCACSVNKREG,Uncut Polki,Vanki,Regular,Regular,Un-Cut,Yes
VCLACSVNKREG,Victorian Collection,Vanki,Regular,Regular,Un-Cut,Yes
