stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIAFANVS-SIIJ0.085 TO 0.125(III),Diamond,Fancy,VS_SI,IJ,0.085 TO 0.125(III),63000,69300
DIAPEAVSGH0.13 TO 0.175,Diamond,Pear,VS,GH,0.13 TO 0.175,94000,103400
DIAPEAVS-SIIJ0.18 TO 0.22,Diamond,Pear,VS_SI,IJ,0.18 TO 0.22,54000,59400
DIAFANVSFG0.085 to 0.125,Diamond,Fancy,VS,FG,0.085 to 0.125,64000,70400
DIAFANVS-SIIJ0.18 TO 0.22 (V),Diamond,Fancy,VS_SI,IJ,0.18 TO 0.22 (V),54000,59400
DIAFANVVSEF0.085 TO 0.125 (LLL),Diamond,Fancy,VVS,EF,0.085 TO 0.125 (LLL),64000,70400
DIAPEAVVSEF0.075 TO 0.080,Diamond,Pear,VVS,EF,0.075 TO 0.080,64000,70400
DIAPEAVVS-VSGH0.085 TO 0.125(III),Diamond,Pear,VVS_VS,GH,0.085 TO 0.125(III),64000,70400
DIAFANVVSEF0.135 TO 0.175(IV),Diamond,Fancy,VVS,EF,0.135 TO 0.175(IV),55500,61050
DIAFANVVS-VSGH0.085 TO 0.125,Diamond,Fancy,VVS_VS,GH,0.085 TO 0.125,70000,77000
DIAFNYVS  SIIJ0.180 TO 0.220 (V),Diamond,Fancy,VS  SI,IJ,0.180 TO 0.220 (V),64000,70400
DIAMAQMIXEF0.13 TO 0.175 (IV),Diamond,Marquise,Mix,EF,0.13 TO 0.175 (IV),64000,70400
DIAMAQVVS-VSGHI0.13 TO 0.175 (IV),Diamond,Marquise,VVS_VS,GH,0.13 TO 0.175 (IV),64000,70400
DIAMAQVSEF0.075 TO 0.08 (II),Diamond,Marquise,VS,EF,0.075 TO 0.08 (II),64000,70400
DIARNDVVSGH  0.075 TO 0.08(II),Diamond,Round,VVS,GH,  0.075 TO 0.08(II),64000,70400
DIAPRIVSEF0.13 TO 0.175 (IV),Diamond,Princess,VS,EF,0.13 TO 0.175 (IV),64000,70400
DIAMAQVVS-VSFGH0.000 to 0.056 (I),Diamond,Marquise,VVS_VS,FG,0.000 TO 0.056,64000,70400
DIAMAQVSEFMIX,Diamond,Marquise,VS,EF,Mix,64000,70400
DIAPEAVVS-VSGH0.085 TO 0.134 (III),Diamond,Pear,VVS_VS,GH,0.085 TO 0.134 (III),64000,70400
DIAPEAVS-SIIJ0.18 TO 0.229,Diamond,Pear,VS_SI,IJ,0.18 TO 0.229,64000,70400
DIAFANVS  SIIJ0.18 TO 0.22,Diamond,Fancy,VS,IJ,0.18 TO 0.22,64000,70400
DIAFANVS-SIIJ0.18 TO 0.22,Diamond,Fancy,VS_SI,IJ,0.18 TO 0.22,64000,70400
DIAFANVVS - VSFGMIX,Diamond,Fancy,VVS_VS,FG,Mix,64000,70400
DIAFANVVS-VSFGH0.000 TO 0.056 (I),Diamond,Fancy,VVS_VS,FG,0.000 TO 0.056,64000,70400
DIAFANVVS-VSFGMIX,Diamond,Fancy,VVS_VS,FG,Mix,64000,70400
DIAFANVVS-VSIJ0.000 to 0.056 (I),Diamond,Fancy,VVS_VS,IJ,0.000 TO 0.056,64000,70400
DIAFNYVVS-VSFGH0.000 TO 0.056 (I),Diamond,Fancy,VVS_VS,FG,0.000 TO 0.056,64000,70400
DIAMAQVVS-VSFG0.13 TO 0.175 (IV),Diamond,Marquise,VVS_VS,FG,0.13 TO 0.175 (IV),64000,70400
DIAMRQVVS - VSFG0.085 TO 0.125,Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125,64000,70400
DIAMRQVVS - VSHI0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,HI,0.085 TO 0.125 (III),64000,70400
DIAPEAVS-SIFGH  0.085 TO 0.125(III),Diamond,Pear,VS_SI,FGH,0.085 TO 0.125(III),64000,70400
DIAPEAVVS-VSGH0.085 - 0.125(III),Diamond,Pear,VVS_VS,GH,0.085 _ 0.125(III),64000,70400
DIAPRIVSFGH0.135 TO 0.175 (IV),Diamond,Princess,VS,FGH,0.135 TO 0.175 (IV),64000,70400
DIAPRIVS-SIFGH0.18 TO 0.22 (V),Diamond,Princess,VS_SI,FGH,0.18 TO 0.22 (V),64000,70400
DIAPRIVVS-VSFG0.13 TO 0.175(IV),Diamond,Princess,VVS_VS,FG,0.13 TO 0.175(IV),64000,70400
DIARNDVS-SIFGH  0.075 TO 0.080(II),Diamond,Round,VS_SI,FGH,0.075 TO 0.08,64000,70400
DIAPEAVS-SIFGH0.085 TO 0.125 (III),Diamond,Pear,VS_SI,FGH,0.085 TO 0.125 (III),64000,70400
DIAMAQVVS - VSEF0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,EF,0.075 TO 0.08 (II),64000,70400
DIAPRIVVSEF0.13 TO 0.175 (IV),Diamond,Princess,VVS,EF,0.13 TO 0.175 (IV),64000,70400
DIAMRQVVS - VSFGH0.000 TO 0.056 (I),Diamond,Marquise,VVS_VS,FG,0.000 TO 0.056,64000,70400
DIAPEAVSEF02.01-3CT,Diamond,Pear,VS,EF,02.01_3CT,64000,70400
DIAPRIVVSFGH0.13 TO 0.175,Diamond,Princess,VVS,FGH,0.13 TO 0.175,64000,70400
DIARNDVS-SIFGH0.135 TO 0.175 (IV),Diamond,Round,VS_SI,FGH,0.135 to 0.175 (IV),64000,70400
DIAOVLVS  SIFGH0.085 TO 0.125 (III),Diamond,Ovel,VS_SI,FGH,0.085 TO 0.125 (III),64000,70400
DIAFANVVS - VSEF0.085 TO 0.125 (LLL),Diamond,Fancy,VVS_VS,Mix,0.085 TO 0.125,64000,70400
DIAPEAVS-SIFGH0.075 TO 0.08,Diamond,Pear,VS_SI,FGH,0.075 TO 0.08,64000,70400
DIAMAQVS  SIFGH0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,FGH,0.075 TO 0.08 (II),64000,70400
DIAPEAVSFGH0.085 TO 0.125(III),Diamond,Pear,VS,FGH,0.085 TO 0.125(III),68000,74800
DIAPEAVS-SIFGH0.075 to 0.084,Diamond,Pear,VS_SI,FGH,0.075 TO 0.08,64000,70400
DIAPEAVS-SIFGH0.085 TO 0.125,Diamond,Pear,VS_SI,FGH,0.085 TO 0.125,64000,70400
DIAPEAVVS - VSGH0.085 TO 0.125(III),Diamond,Pear,VVS_VS,GH,0.085 TO 0.125(III),64000,70400
DIAPEAVVS-VSFGH0.085 TO 0.125 (III),Diamond,Pear,VVS_VS,FG,0.085 TO 0.125 (III),68000,74800
DIAPEAVVS-VSHI0.13 TO 0.175,Diamond,Pear,VVS_VS,HI,0.13 TO 0.175,68000,74800
DIAFANVS-SIFGH0.085 TO 0.125,Diamond,Fancy,VS_SI,FGH,0.085 TO 0.125,64000,70400
DIAMAQVSEF0.13 TO 0.175 (IV),Diamond,Marquise,VS,EF,0.13 TO 0.175 (IV),74000,81400
DIAPEAVVS - VSEF0.085 TO 0.125(III),Diamond,Pear,VVS_VS,EF,0.085 TO 0.125(III),56000,61600
DIAPRIVVS - VSEF0.085 TO 0.125 (III),Diamond,Princess,VVS_VS,EF,0.085 TO 0.125 (III),64000,70400
DIAMAQVVS-VSGH0.13 TO 0.175 (IV),Diamond,Marquise,VVS_VS,GH,0.13 TO 0.175 (IV),64000,70400
DIAFANVVSEFMIX,Diamond,Fancy,VVS,EF,Mix,58000,63800
DIAPEAVSHI0.085 TO 0.129,Diamond,Pear,VS,HI,0.085 TO 0.129,64000,70400
DIAPEAVS-SIFGH0.085 TO 0.129,Diamond,Pear,VS_SI,FGH,0.085 TO 0.129,64000,70400
DIARNDVVSEF0.075 TO 0.080(II),Diamond,Round,VVS,EF,0.075 TO 0.080(II),59500,65450
DIAMAQVVS-VSGH0.085 TO 0.125,Diamond,Marquise,VVS_VS,GH,0.085 TO 0.125,65000,71500
DIAPEAVVSEF0.057 TO 0.074,Diamond,Pear,VVS,EF,0.057 TO 0.074,65000,71500
DIAMAQVS-SIHI0.000 TO 0.056 (I),Diamond,Marquise,VS_SI,HI,0.000 TO 0.056,45000,49500
DIARNDVS-SIG0.000 to 0.056 (I),Diamond,Round,VS_SI,G,0.000 TO 0.056,65000,71500
DIAMAQVVS-VSFG0.000 TO 0.056,Diamond,Marquise,VVS_VS,FG,0.000 TO 0.056,65000,71500
DIAFANVSFGH0.085 TO 0.125,Diamond,Fancy,VS,FGH,0.085 to 0.125,58000,63800
DIAMAQVS  SIGH0.075 TO 0.084,Diamond,Marquise,VS_SI,GH,0.075 TO 0.084,65000,71500
DIAMAQVVSEFBELOW01CT,Diamond,Marquise,VVS,EF,BELOW01CT,65000,71500
DIAMUTMIXMIX0.13 TO 0.179,Diamond,Mutual Cut,Mix,Mix,0.13 TO 0.179,65000,71500
DIAPEAVS-SIHI0.000 TO 0.056 (I),Diamond,Pear,VS_SI,HI,0.000 TO 0.056,45000,49500
DIAPEAVVS - VSHI0.085 TO 0.125 (III),Diamond,Pear,VVS_VS,HI,0.085 TO 0.125 (III),65000,71500
DIAPEAVVSEF02.01-3CT,Diamond,Pear,VVS,EF,02.01_3CT,65000,71500
DIAPEAVVS-VSEF0.000 TO 0.056,Diamond,Pear,VVS_VS,EF,0.000 TO 0.056,65000,71500
DIAMAQVVSFG0.000 TO 0.056,Diamond,Marquise,VVS,FG,0.000 TO 0.056,65000,71500
DIARNDFEF02.01 - 3 CT,Diamond,Round,F,EF,02.01 _ 3 CT,59500,65450
DIAMRQVS  SIGH0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,GH,0.085 TO 0.125 (III),65000,71500
DIAPEAVVS-VSHI0.075 TO 0.08,Diamond,Pear,VVS_VS,HI,0.075 TO 0.08,65000,71500
DIAFANVS-SIFGH0.085 TO 0.0134 (III),Diamond,Fancy,VS_SI,FGH,0.085 TO 0.0134 (III),70000,77000
DIAPEAVVS-VSGH0.13 TO 0.175,Diamond,Pear,VVS_VS,GH,0.13 TO 0.175,84000,92400
DIAFANVVS-VSIJ0.13 TO 0.175,Diamond,Fancy,VVS_VS,IJ,0.13 TO 0.175,65000,71500
DIAMAQVVSEF02.01-3CT,Diamond,Marquise,VVS,EF,02.01_3CT,65000,71500
DIAMAQVVS-VSIJ0.13 TO 0.175,Diamond,Marquise,VVS_VS,IJ,0.13 TO 0.175,66000,72600
DIARNDVS  SIIJ0.135 TO 0.175(IV),Diamond,Round,VS_SI,IJ,0.135 TO 0.175(IV),66000,72600
DIAFANVS-SIFGH0.075 TO 0.08,Diamond,Fancy,VS_SI,FGH,0.075 TO 0.08,66000,72600
DIAFMVVSEF0.135 TO 0.0175(IV),Forevermark Diamond,Mix,VVS,EF,0.135 TO 0.0175(IV),90000,99000
DIAMRQVVS - VSGH  0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,GH,0.18 TO 0.22 (V),67000,73700
DIAPEAVSGH0.18 TO 0.22 (V),Diamond,Pear,VS,GH,0.18 TO 0.22 (V),67000,73700
DIAPEAVVS - VSGH0.18 TO 0.22 (V),Diamond,Pear,VVS_VS,GH,0.18 TO 0.22 (V),67000,73700
DIAROSVSFGH0.075 TO 0.08 (II),Diamond,Rose,VS,FGH,0.075 TO 0.08 (II),45000,49500
DIAMAQVS - SIEF0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,EF,0.085 TO 0.125 (III),68000,74800
DIAPEAVVS-VSIJ0.13 TO 0.175,Diamond,Pear,VVS_VS,IJ,0.13 TO 0.175,68000,74800
DIARoseMIXMIX0.30 TO 0.39,Diamond,Rose,Mix,Mix,0.30 TO 0.39,58000,63800
DIAPEAVSFGH0.085 TO 0.125 (III),Diamond,Pear,VS,FGH,0.085 TO 0.125 (III),68000,74800
DIAPEAVS - SIEF0.18 TO 0.22 (V),Diamond,Pear,VS_SI,EF,0.18 TO 0.22 (V),68000,74800
DIAPEAVVS-VSGH0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175(IV),64000,70400
DIAMAQVVS-VSGH0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,GH,0.085 TO 0.125 (III),64000,70400
DIARNDVS-SIFGH0.085 TO 0.125,Diamond,Round,VS_SI,FGH,0.085 TO 0.125,68000,74800
DIAPEAVVS - VSEF0.075 TO 0.08 (II),Diamond,Pear,VVS_VS,EF,0.075 TO 0.08 (II),68000,74800
DIAPEAVS-SIFGH0.075 to 0.08 (II),Diamond,Pear,VS_SI,FGH,0.075 TO 0.08 (II),68000,74800
DIAFANVVSEF0.135 TO 0.175 (IV),Diamond,Fancy,VVS,EF,0.135 TO 0.175 (IV),68000,74800
DIAPEAVSEF0.085 TO 0.125(III),Diamond,Pear,VS,EF,0.085 TO 0.125(III),68000,74800
DIAPRIVVS-VSGH0.000 TO 0.056 (I),Diamond,Princess,VVS_VS,GH,0.000 TO 0.056,68000,74800
DIAMRQVS - SIFG0.075 TO 0.08,Diamond,Marquise,VS_SI,FG,0.075 TO 0.08,68000,74800
DIAPEAVSGH0.000 TO 0.056 (I),Diamond,Pear,VS,GH,0.000 TO 0.056 (I),58000,63800
DIAPEAVVS-VSFG0.075 TO 0.08 (II),Diamond,Pear,VVS_VS,FG,0.075 TO 0.08 (II),68000,74800
DIAPEAVVS-VSGH0.000 TO 0.056(I),Diamond,Pear,VVS_VS,GH,0.000 TO 0.056,58000,63800
DIARNDVVSFGH0.000 TO 0.056,Diamond,Round,VVS,FGH,0.000 TO 0.056,74000,81400
DIAPEAVVS-VSFGH0.085 TO 0.129,Diamond,Pear,VVS_VS,FG,0.085 TO 0.129,68000,74800
DIAPEAVVS-VSGH0.085 TO 0.125 (III),Diamond,Pear,VVS_VS,GH,0.085 TO 0.125 (III),78000,85800
DIAPEAVVS-VSGH0.135 to 0.175 (IV),Diamond,Pear,VVS_VS,GH,0.135 to 0.175 (IV),68000,74800
DIAFANVS-SIFGH0.075 to 0.084,Diamond,Fancy,VS_SI,FGH,0.075 TO 0.084,68000,74800
DIAMAQVSFGH0.135 TO 0.175 (IV),Diamond,Marquise,VS,FGH,0.135 TO 0.175 (IV),68000,74800
DIAMAQVVS - VSEF0.13 TO 0.175 (IV),Diamond,Marquise,VVS_VS,EF,0.13 TO 0.175 (IV),78000,85800
DIAMAQVVS-VSGH  0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,GH,0.085 TO 0.125 (III),68000,74800
DIAMAQVVS-VSHI0.075 TO 0.08,Diamond,Marquise,VVS_VS,HI,0.075 TO 0.08,68000,74800
DIAMRQVS - SIFG0.085 TO 0.125,Diamond,Marquise,VS_SI,FG,0.085 TO 0.125,68000,74800
DIAPEAMIXFG0.075 TO 0.08 (II),Diamond,Pear,Mix,FG,0.075 TO 0.08 (II),68000,74800
DIAPEAMIXFG0.085 TO 0.125(III),Diamond,Pear,Mix,FG,0.085 TO 0.125(III),68000,74800
DIAPEAVS - SIFG0.085 TO 0.125,Diamond,Pear,VS_SI,FG,0.085 TO 0.125,68000,74800
DIAPEAVS  SIIJ  0.23 TO 0.29 (VI),Diamond,Pear,VS_SI,IJ,0.23 TO 0.29 (VI),68000,74800
DIAPEAVSEF0.075 TO 0.08 (II),Diamond,Pear,VS,EF,0.075 TO 0.08 (II),68000,74800
DIAPEAVSFG0.085 TO 0.125(III),Diamond,Pear,VS,FG,0.085 TO 0.125(III),68000,74800
DIAPEAVSFGH  0.085 TO 0.125(III),Diamond,Pear,VS,FGH,  0.085 TO 0.125(III),68000,74800
DIAPEAVSFGH0.075 - 0.084 (II),Diamond,Pear,VS,FGH,0.075 _ 0.084 (II),68000,74800
DIAPEAVSFGH0.075 TO 0.08,Diamond,Pear,VS,FGH,0.075 TO 0.08,68000,74800
DIAPEAVSFGH0.075 TO 0.08 (II),Diamond,Pear,VS,FGH,0.075 TO 0.08 (II),68000,74800
DIAPEAVSFGH0.075 TO 0.084 (II),Diamond,Pear,VS,FGH,0.075 TO 0.084 (II),68000,74800
DIAPEAVSFGH0.075 TO 0.086 (II),Diamond,Pear,VS,FGH,0.075 TO 0.086 (II),68000,74800
DIAPEAVSFGH0.085 - 0.125(III),Diamond,Pear,VS,FGH,0.085 _ 0.125(III),68000,74800
DIAPEAVSGH0.075 - 0.084 (II),Diamond,Pear,VS,GH,0.075 _ 0.084 (II),68000,74800
DIAPEAVSGH0.075 TO 0.08 (II),Diamond,Pear,VS,GH,0.075 TO 0.08 (II),68000,74800
DIAPEAVSGH0.085 TO 0.125 (III),Diamond,Pear,VS,GH,0.085 TO 0.125 (III),68000,74800
DIAPEAVS-SIFGH   0.075 to 0.08 (II),Diamond,Pear,VS_SI,FGH,0.075 TO 0.08 (II),68000,74800
DIAPEAVS-SIIJ0.23 TO 0.29 (VI),Diamond,Pear,VS_SI,IJ,0.23 TO 0.29,68000,74800
DIAPEAVVS - VSGH0.085 TO 0.125 (III),Diamond,Pear,VVS_VS,GH,0.085 TO 0.125 (III),68000,74800
DIAPEAVVSMIX0.085 TO 0.125,Diamond,Pear,VVS,Mix,0.085 TO 0.125,68000,74800
DIAPEAVVS-VSFG0.075 TO 0.08,Diamond,Pear,VVS_VS,FG,0.075 TO 0.08,68000,74800
DIAPEAVVS-VSFG0.085 TO 0.125,Diamond,Pear,VVS_VS,FG,0.085 TO 0.125,68000,74800
DIAPEAVVS-VSFG0.085 TO 0.125(III),Diamond,Pear,VVS_VS,FG,0.085 TO 0.125(III),78000,85800
DIAPEAVVS-VSFGH0.075 TO 0.08,Diamond,Pear,VVS_VS,FG,0.075 TO 0.08,68000,74800
DIAPEAVVS-VSFGH0.085 TO 0.125(III),Diamond,Pear,VVS_VS,FG,0.085 TO 0.125(III),68000,74800
DIAPEAVVS-VSGH  0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175(IV),68000,74800
DIAPRIVS - SIFG0.13 TO 0.175,Diamond,Princess,VS_SI,FG,0.13 TO 0.175,68000,74800
DIAPRIVVS - VSGH0.13 TO 0.179,Diamond,Princess,VVS_VS,GH,0.13 TO 0.179,68000,74800
DIARNDVVS - VSGH  0.085 TO 0.0125(III),Diamond,Round,VVS_VS,GH,0.085 TO 0.0125,68000,74800
DIARNDVVS-VSFGH0.085 TO 0.125(III),Diamond,Round,VVS_VS,FG,0.085 TO 0.125(III),68000,74800
DIARNDVVS-VSFGH0.075 TO 0.08,Diamond,Round,VVS_VS,FG,0.075 TO 0.08,68000,74800
DIAMAQVVS - VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125 (III),68000,74800
DIAPEAVSFGH0.075 TO 0.084,Diamond,Pear,VS,FGH,0.075 TO 0.084,68000,74800
DIAPEAVS - SIFG0.075 TO 0.08,Diamond,Pear,VS_SI,FG,0.075 TO 0.08,68000,74800
DIAPEAVVSFG0.000 TO 0.056,Diamond,Pear,VVS,FG,0.000 TO 0.056,68000,74800
DIAPEAVVS-VSFG0.13 TO 0.175,Diamond,Pear,VVS_VS,FG,0.13 TO 0.175,68000,74800
DIAPEAVSFG0.085 TO 0.125,Diamond,Pear,VS,FG,0.085 TO 0.125,68000,74800
DIAPEAVSFGH0.085 TO 0.134 (III),Diamond,Pear,VS,FGH,0.085 TO 0.134 (III),68000,74800
DIAPRIVS-SIIJ0.135 TO 0.175(IV),Diamond,Princess,VS_SI,IJ,0.135 TO 0.175(IV),68000,74800
DIAFNYVSFGH0.085 TO 0.125(III),Diamond,Fancy,VS,FGH,0.085 TO 0.125(III),70000,77000
DIARNDVVS-VSGH0.13 TO 0.175,Diamond,Round,VVS_VS,GH,0.13 TO 0.175,82000,90200
DIAPEAVS  SIFGH0.13 TO 0.175 (IV),Diamond,Pear,VS_SI,GH,0.13 TO 0.175 (IV),68000,74800
DIAPEAVVS - VSGH  0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175(IV),68000,74800
DIAMAQVVS-VSGH0.13 TO 0.175,Diamond,Marquise,VVS_VS,GH,0.13 TO 0.175,62000,68200
DIAPRIVVSEF0.23 TO 0.29 (VI),Diamond,Princess,VVS,EF,0.23 TO 0.29 (VI),84000,92400
DIABAGVVSEF0.13 TO 0.175 (IV),Diamond,Baguette,VVS,EF,0.13 TO 0.175 (IV),88000,96800
DIAFANVVS-VSFGH0.13 TO 0.175,Diamond,Fancy,VVS_VS,FG,0.13 TO 0.175,88000,96800
DIAMAQVSGH0.13 TO 0.175,Diamond,Marquise,VS,GH,0.13 TO 0.175,68000,74800
DIARNDVSHI0.085 TO 0.129,Diamond,Round,VS,HI,0.085 TO 0.129,68000,74800
DIAPEAVVS-VSFGH0.075 to 0.084,Diamond,Pear,VVS_VS,FG,0.075 TO 0.08,68000,74800
DIAFANVS-SIFGH0.085 TO 0.129,Diamond,Fancy,VS_SI,FGH,0.085 TO 0.129,68000,74800
DIAPEAVSFG0.085 TO 0.125 (III),Diamond,Pear,VS,FG,0.085 TO 0.125 (III),68000,74800
DIAPEAVSFGH0.085 TO 0.129,Diamond,Pear,VS,FGH,0.085 TO 0.129,68000,74800
DIAPEAVSGH  0.085 TO 0.125(III),Diamond,Pear,VS,GH,  0.085 TO 0.125(III),68000,74800
DIARNDVVS-VSGH0.075 TO 0.08,Diamond,Round,VVS_VS,GH,0.075 TO 0.08,68000,74800
DIAPEAVVS - VSFG0.000 TO 0.056 (I),Diamond,Pear,VVS_VS,FG,0.000 TO 0.056,62000,68200
DIAPEAVVSGH0.085 TO 0.125,Diamond,Pear,VVS,GH,0.085 TO 0.125,75000,82500
DIAMAQVVS-VSGH0.085 TO 0.0125,Diamond,Marquise,VVS_VS,GH,0.085 TO 0.0125,64000,70400
DIAFANVSEFBELOW01CT,Diamond,Fancy,VS,EF,BELOW01CT,70000,77000
DIAFANVSFGH0.075 TO 0.08,Diamond,Fancy,VS,FGH,0.075 TO 0.08,70000,77000
DIAFANVSFGH0.075 TO 0.084,Diamond,Fancy,VS,FGH,0.075 TO 0.084,70000,77000
DIAFANVSFGH0.085 TO 0.125 (III),Diamond,Fancy,VS,FGH,0.085 TO 0.125 (III),70000,77000
DIAFANVSGH0.085 TO 0.125 (III),Diamond,Fancy,VS,GH,0.085 TO 0.125 (III),70000,77000
DIAFANVS-SIFGH0.085 TO 0.125 (III),Diamond,Fancy,VS_SI,FGH,0.085 TO 0.125 (III),70000,77000
DIAFNYVVS-VSFGH0.075 TO 0.08,Diamond,Fancy,VVS_VS,FG,0.075 TO 0.08,70000,77000
DIAMAQVS-SIG0.000 to 0.056 (I),Diamond,Marquise,VS_SI,G,0.000 TO 0.056,70000,77000
DIAPEAVVS-VSIJ0.18 TO 0.22,Diamond,Pear,VVS_VS,IJ,0.18 TO 0.22,70000,77000
DIARNDVVS-VSFGH0.085 TO 0.125,Diamond,Round,VVS_VS,FG,0.085 TO 0.125,70000,77000
DIAFNYVVS-VSFGH0.085 to 0.125,Diamond,Fancy,VVS_VS,FG,0.085 TO 0.125,70000,77000
DIAPEAVVS-VSIJ0.23 TO 0.29,Diamond,Pear,VVS_VS,IJ,0.23 TO 0.29,70000,77000
DIAPEAVSFGH0.13 TO 0.175(IV),Diamond,Pear,VS,FGH,0.13 TO 0.175(IV),78000,85800
DIAFANVSFGH0.085 TO 0.129,Diamond,Fancy,VS,FGH,0.085 TO 0.129,70000,77000
DIARNDVSFGH0.085 TO 0.129,Diamond,Round,VS,FGH,0.085 TO 0.129,70000,77000
DIAFNYVSGH0.085 to 0.125,Diamond,Fancy,VS,GH,0.085 to 0.125,70000,77000
DIARNDVSFGH0.13 TO 0.175,Diamond,Round,VS,FGH,0.13 TO 0.175,70000,77000
DIAPEAVVS - VSGH0.085 TO 0.125,Diamond,Pear,VVS_VS,GH,0.085 TO 0.125,71000,78100
DIAPEAIJ-VSIJ0.085 TO 0.125 (III),Diamond,Pear,VS_IJ,IJ,0.085 TO 0.125 (III),54000,59400
DIARNDVSFGH0.085 TO 0.125 (III),Diamond,Round,VS,FGH,0.085 TO 0.125 (III),72000,79200
DIAFANCVVS-VSFG0.075-0.084(II),Diamond,Fancy,VVS_VS,FG,0.075_0.084(II),70000,77000
DIAFANVSFGH0.075 TO 0.08 (II),Diamond,Fancy,VS,FGH,0.075 TO 0.08 (II),72000,79200
DIAFNYVS  SIIJ0.23 TO 0.29,Diamond,Fancy,VS_SI,IJ,0.23 TO 0.29,72000,79200
DIARNDVS-SIFGH0.085 TO 0.129,Diamond,Round,VS_SI,FGH,0.085 TO 0.129,72000,79200
DIAPRIVVS - VSEF0.18 TO 0.22 (V),Diamond,Princess,VVS_VS,Mix,0.18 TO 0.22 (V),72000,79200
DIAMAQVS-SIIJ0.085 TO 0.0134 (III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.0134 (III),72000,79200
DIABAGVVSEF0.085 TO 0.125 (III),Diamond,Baguette,VVS,EF,0.085 TO 0.125 (III),78000,85800
DIAPEAVS-SIIJ0.30 TO 0.39 (VII),Diamond,Pear,VS_SI,IJ,0.30 TO 0.39 (VII),80500,88550
DIAPEAVS-SIIJ0.135 TO 0.175 (IV),Diamond,Pear,VS_SI,IJ,0.135 to 0.175 (IV),58000,63800
DIAPEAVVSEF0.085 TO 0.125,Diamond,Pear,VVS,EF,0.085 TO 0.125,78000,85800
DIARNDVVS - VSGH0.135 TO 0.175(IV),Diamond,Round,VVS_VS,GH,0.135 TO 0.175(IV),73000,80300
DIAFANVSFGMIX,Diamond,Fancy,VS,FG,Mix,74000,81400
DIAMAQVSFG0.085 TO 0.125(III),Diamond,Marquise,VS,FG,0.085 TO 0.125(III),74000,81400
DIAMAQVS - SIEF0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,EF,0.075 TO 0.08 (II),54000,59400
DIAMIXVSEFMIX,Diamond,Mix,VS,EF,Mix,68000,74800
DIAFANVSEF0.085 TO 0.125 (LLL),Diamond,Fancy,VS,EF,0.085 TO 0.125 (LLL),68000,74800
DIAFANVVS-VSFG0.135 to 0.175 (IV),Diamond,Fancy,VVS_VS,FG,0.135 to 0.175 (IV),74000,81400
DIAFNYMIXFG0.085 TO 0.125 (LLL),Diamond,Fancy,Mix,FG,0.085 TO 0.125 (LLL),70000,77000
DIAMAQVSFG0.075 TO 0.084,Diamond,Marquise,VS,FG,0.075 TO 0.084,74000,81400
DIAMAQVSFGH0.075 TO 0.08,Diamond,Marquise,VS,FGH,0.075 TO 0.08,72000,79200
DIARNDMIXEF0.085 TO 0.125(III),Diamond,Round,Mix,EF,0.085 TO 0.125(III),78000,85800
DIAMRQVSFG0.085 TO 0.125,Diamond,Marquise,VS,FG,0.085 TO 0.125,74000,81400
DIAPEAVS-SIFGH0.13 TO 0.175 (IV),Diamond,Pear,VS_SI,FGH,0.13 TO 0.175 (IV),74000,81400
DIABAGVVS - VSGH0.085 TO 0.125 (III),Diamond,Baguette,VVS_VS,GH,0.085 TO 0.125 (III),74000,81400
DIABAGVVS-VSHI0.085 TO 0.125,Diamond,Baguette,VVS_VS,HI,0.085 TO 0.125,74000,81400
DIAFANMIXEF0.075 TO 0.080 (LL),Diamond,Fancy,Mix,EF,0.075 TO 0.080 (LL),74000,81400
DIAFANVSFG0.135 TO 0.175 (IV),Diamond,Fancy,VS,FG,0.135 TO 0.175 (IV),74000,81400
DIAFANVS-SIFGH0.085 to 0.13,Diamond,Fancy,VS_SI,FGH,0.085 to 0.13,74000,81400
DIAFANVS-SIIJ0.23 TO 0.29 (VI),Diamond,Fancy,VS_SI,IJ,0.23 TO 0.29,74000,81400
DIAFANVVS - VSEF0.135 TO 0.175 (IV),Diamond,Fancy,VVS_VS,EF,0.135 to 0.175 (IV),74000,81400
DIAFNYVS - SIFG0.085 TO 0.125 (LLL),Diamond,Fancy,VS_SI,FG,0.085 TO 0.125,74000,81400
